"class","term","week","subject","topic","agegroup","context","generated"
"Jss 1","Calvary Term","5","Basic Science","Renewable Energy","10-11","Understanding renewable energy meaning; examples: solar, wind, water (hydroelectric), biomass; learning about sustainability","true"
"Jss 1","Calvary Term","6","Basic Science","Non-Renewable Energy","10-11","Learning about non-renewable energy: coal, petroleum, natural gas; understanding they are limited and can be exhausted","true"
"Jss 1","Calvary Term","7","Basic Science","Conservation of Energy Resources","10-11","Understanding misuse of non-renewable energy; learning conservation importance; effects of deforestation, oil bunkering on society","true"
"Jss 1","Calvary Term","8","Basic Science","Force: Meaning and Types","10-11","Defining force; understanding contact forces (push, pull, squeeze) and non-contact forces (magnetic, gravitational)","true"
"Jss 1","Calvary Term","9","Basic Science","Gravitational and Magnetic Forces","10-11","Learning differences between gravitational and magnetic forces; calculating gravitational force using formula GF = mgh","true"
"Jss 1","Calvary Term","10","Basic Science","Friction: Uses and Effects","10-11","Understanding friction as force opposing motion; learning advantages (grip, brakes work) and disadvantages (wear, heat generation)","true"
"Jss 1","Summer Term","1","Basic Science","Gravitation and Weightlessness","10-11","Understanding gravitational pull of earth on objects; learning about weightlessness in space; demonstrating effects on different objects","true"
"Jss 1","Summer Term","2","Basic Science","The Earth in Space","10-11","Learning components of solar system: sun, planets, moon, asteroids; understanding earth's position in solar system","true"
"Jss 1","Summer Term","3","Basic Science","Rotation and Revolution of Earth","10-11","Understanding earth's rotation (causes day and night) and revolution around sun (causes seasons); using models to demonstrate","true"
"Jss 1","Summer Term","4","Basic Science","The Moon and Its Movement","10-11","Learning about moon's rotation and revolution around earth; understanding moon phases and its effects on earth","true"
"Jss 1","Summer Term","5","Basic Science","Eclipse of the Sun and Moon","10-11","Understanding solar eclipse (moon blocks sun) and lunar eclipse (earth blocks sunlight to moon); demonstrating with balls and flashlight","true"
"Jss 1","Summer Term","6","Basic Science","Seasons of the Year","10-11","Learning how earth's tilt and revolution cause seasons: summer, autumn, winter, spring; understanding seasonal changes","true"
"Jss 1","Summer Term","7","Basic Science","Space Travel: Purpose and Process","10-11","Understanding what space travel is; learning purposes: exploration, research, satellite deployment; studying spacecraft technology","true"
"Jss 1","Summer Term","8","Basic Science","Benefits and Dangers of Space Travel","10-11","Learning benefits: scientific discoveries, technology advancement, communication; understanding dangers: radiation, equipment failure, isolation","true"
"Jss 1","Summer Term","9","Basic Science","Satellites and Their Uses","10-11","Understanding artificial satellites; learning uses: communication, weather forecasting, GPS navigation, television broadcasting, internet","true"
"Jss 1","Summer Term","10","Basic Science","Nigeria's Space Program","10-11","Learning about Nigerian satellite (NIGCOMSAT, NigeriaSat); understanding how satellites help national development in communication and monitoring","true"
"Jss 1","Noel Term","1","Basic Technology","Understanding Technology and Related Professions","10-11","Learning what technology is; identifying technology-related occupations like engineering, architecture, computer science, industrial design","true"
"Jss 1","Noel Term","2","Basic Technology","Importance of Technological Literacy","10-11","Understanding why everyone (males and females) should learn technology; recognizing technology is universal and essential for modern life","true"
"Jss 1","Noel Term","3","Basic Technology","Safety Guidelines for Pedestrians","10-11","Learning safety rules for walking: walking on left side facing traffic, wearing bright colors at night, proper road crossing techniques","true"
"Jss 1","Noel Term","4","Basic Technology","Safety Guidelines for Cyclists and Motorcyclists","10-11","Understanding safety for riders: using helmets, wearing protective padded clothes, bright colored jackets, obeying traffic rules","true"
"Jss 1","Noel Term","5","Basic Technology","Safety Guidelines for Motorists","10-11","Learning motorist safety: using seat belts, obeying traffic regulations, ensuring proper vehicle maintenance, defensive driving","true"
"Jss 1","Noel Term","6","Basic Technology","Workshop Safety: Causes and Types of Accidents","10-11","Understanding what causes workshop accidents; learning types of accidents that occur in workshop places like cuts, burns, falls","true"
"Jss 1","Noel Term","7","Basic Technology","Workshop Safety Devices","10-11","Identifying safety equipment: fire extinguishers, sand buckets, first aid kits, safety goggles, gloves, protective clothing","true"
"Jss 1","Noel Term","8","Basic Technology","Workshop Safety Rules and Regulations","10-11","Learning safety rules: proper clothing, no running, correct tool usage, keeping workspace clean, following instructions","true"
"Jss 1","Noel Term","9","Basic Technology","Accident Prevention Techniques","10-11","Understanding and practicing methods to prevent workshop accidents through safe work habits and attitudes","true"
"Jss 1","Noel Term","10","Basic Technology","Practical Workshop Safety Measures","10-11","Applying safety knowledge; observing and practicing safety rules whenever in workshop places","true"
"Jss 1","Calvary Term","1","Basic Technology","Properties of Wood: Identification and Classification","10-11","Identifying wood by color: mahogany, afara, obeche, opepe; classifying as hardwood or softwood; understanding properties","true"
"Jss 1","Calvary Term","2","Basic Technology","Properties of Metals: Identification","10-11","Identifying metals by physical properties: luster, density, sound, malleability, ductility; examining metal specimens","true"
"Jss 1","Calvary Term","3","Basic Technology","Classification of Metals","10-11","Learning ferrous metals (contain iron like steel) and non-ferrous metals (aluminum, copper, brass); understanding their uses","true"
"Jss 1","Calvary Term","4","Basic Technology","Forms of Metals","10-11","Understanding different metal forms: rods, bars, pipes, wires, plates, sheets; recognizing how form relates to use","true"
"Jss 1","Calvary Term","5","Basic Technology","Properties of Ceramics and Glass","10-11","Identifying ceramics and glass products: bricks, tiles, bottles, cups, pots; understanding properties like brittleness, heat resistance","true"
"Jss 1","Calvary Term","6","Basic Technology","Common Building Materials","10-11","Learning about building materials: cement, sand, gravel, metal, plastics, wood, glass, leaves, ceramics, grass","true"
"Jss 1","Calvary Term","7","Basic Technology","Uses of Building Materials","10-11","Understanding how different building materials are used in construction based on their properties and availability","true"
"Jss 1","Calvary Term","8","Basic Technology","Drawing Instruments and Materials","10-11","Identifying drawing instruments: T-square, set square, compass, divider, ruler, protractor, French curves; learning their uses","true"
"Jss 1","Calvary Term","9","Basic Technology","Handling and Care of Drawing Instruments","10-11","Learning basic techniques for handling drawing instruments correctly; understanding how to care for and maintain them","true"
"Jss 1","Calvary Term","10","Basic Technology","Constructing Shapes with Drawing Instruments","10-11","Using drawing instruments to construct basic geometric shapes; practicing proper techniques under supervision","true"
"Jss 1","Summer Term","1","Basic Technology","Board Practice: Setting Drawing Paper","10-11","Learning to fix drawing sheet to board; sharpening pencils to conical point and knife edge","true"
"Jss 1","Summer Term","2","Basic Technology","Drawing Borders and Lines","10-11","Using T-square and set squares to draw borders, horizontal and vertical lines; positioning and drawing title block","true"
"Jss 1","Summer Term","3","Basic Technology","Freehand Writing and Sketching","10-11","Practicing freehand writing of legible letters and numerals; learning freehand sketching techniques for lines, curves, circles","true"
"Jss 1","Summer Term","4","Basic Technology","Woodwork Hand Tools: Measuring and Marking","10-11","Identifying measuring tools (steel rule) and marking tools; learning their functions, sketching, and proper usage","true"
"Jss 1","Summer Term","5","Basic Technology","Woodwork Hand Tools: Driving and Boring","10-11","Learning about hammers, mallets, screwdrivers, braces, bradawls; understanding their functions and proper use","true"
"Jss 1","Summer Term","6","Basic Technology","Woodwork Hand Tools: Cutting and Holding","10-11","Identifying saws, chisels, planes, cramps, vices; learning cutting and paring techniques, holding devices usage","true"
"Jss 1","Summer Term","7","Basic Technology","Metalwork Hand Tools","10-11","Learning metalwork tools: marking out tools (scriber, odd-leg calipers), measuring tools (steel rule), driving tools (punches, spanners)","true"
"Jss 1","Summer Term","8","Basic Technology","Metalwork Cutting Tools and Their Uses","10-11","Understanding metalwork cutting tools: chisels, files, hacksaws; practicing their use and making sketches","true"
"Jss 1","Summer Term","9","Basic Technology","Maintenance: Meaning and Types","10-11","Understanding maintenance meaning; learning three types: preventive (before breakdown), corrective (after breakdown), predictive (monitoring)","true"
"Jss 1","Summer Term","10","Basic Technology","Importance and Practice of Tool Maintenance","10-11","Learning why tools need regular maintenance; practicing cleaning, oiling, greasing of workshop tools and machines","true"
"Jss 1","Noel Term","1","Civic Education","National Values: Meaning and Importance","10-11","Understanding what values are (likes and dislikes); learning importance of values like unity, cooperation, harmony in society","true"
"Jss 1","Noel Term","2","Civic Education","Levels of Manifestation of Values","10-11","Understanding how values are shown at individual level and society level; recognizing values in personal and community behavior","true"
"Jss 1","Noel Term","3","Civic Education","Factors that Promote Good Value System","10-11","Learning factors like consistency, trust, tolerance, fairness, integrity, commitment that promote positive values in society","true"
"Jss 1","Noel Term","4","Civic Education","Honesty: Meaning and Attributes","10-11","Understanding what honesty means; learning attributes of honest people: truthfulness, sincerity, trustworthiness, openness","true"
"Jss 1","Noel Term","5","Civic Education","Benefits and Consequences of Honesty","10-11","Learning benefits of being honest; understanding consequences of dishonesty like examination malpractice, cheating, fraud","true"
"Jss 1","Noel Term","6","Civic Education","Cooperation: Meaning and Attributes","10-11","Understanding cooperation as working together to achieve goals; learning attributes: sharing, caring, supporting others","true"
"Jss 1","Noel Term","7","Civic Education","Factors that Promote Cooperation","10-11","Learning factors that encourage cooperation: trust, setting common goals, patience, understanding, humility, tolerance, open-mindedness","true"
"Jss 1","Noel Term","8","Civic Education","Benefits of Cooperation","10-11","Understanding how cooperation brings harmony, progress, and goal achievement in families, schools, and communities","true"
"Jss 1","Noel Term","9","Civic Education","Self-Reliance: Meaning and Attributes","10-11","Understanding self-reliance as depending on oneself; learning to identify personal talents and skills for self-development","true"
"Jss 1","Noel Term","10","Civic Education","Benefits of Self-Reliance","10-11","Learning benefits of self-reliance to individual, family, society; understanding consequences of undiscovered talents and undeveloped skills","true"
"Jss 1","Calvary Term","1","Civic Education","Processes of Discovering Natural Talents","10-11","Understanding how to identify one's natural talents and abilities; learning importance of discovering what you're good at","true"
"Jss 1","Calvary Term","2","Civic Education","Nurturing and Perfecting Talents","10-11","Learning how to develop discovered talents through practice, training, and dedication; understanding talent development process","true"
"Jss 1","Calvary Term","3","Civic Education","Natural and Human Resources","10-11","Understanding that nation's wealth comes from natural resources (minerals, oil) and human resources (people's talents and skills)","true"
"Jss 1","Calvary Term","4","Civic Education","Citizenship: Meaning and Concept","10-11","Understanding citizenship as membership of a nation based on laid down conditions and legal requirements","true"
"Jss 1","Calvary Term","5","Civic Education","Types of Citizenship","10-11","Learning three types: citizenship by birth, citizenship by registration, and citizenship by naturalization","true"
"Jss 1","Calvary Term","6","Civic Education","Process of Becoming a Citizen","10-11","Understanding procedures and requirements for becoming citizen of a country through birth, registration, or naturalization","true"
"Jss 1","Calvary Term","7","Civic Education","Rights of Citizens","10-11","Understanding citizens' rights: right to education, right to life, right to opinion/freedom of expression, voting rights","true"
"Jss 1","Calvary Term","8","Civic Education","Duties of Citizens","10-11","Learning citizens' duties: paying taxes, obeying laws, respecting national symbols, defending the country","true"
"Jss 1","Calvary Term","9","Civic Education","Differences Between Rights and Duties","10-11","Understanding distinction between what citizens are entitled to (rights) and what citizens must do (duties) for society","true"
"Jss 1","Calvary Term","10","Civic Education","Importance of Rights and Duties","10-11","Learning why rights and duties are important for social control, peace, due process, discipline in society","true"
"Jss 1","Summer Term","1","Civic Education","National Symbols: Coat of Arms","10-11","Understanding Nigerian coat of arms; learning meaning of features like eagle, black shield, white horses, Y-shaped band","true"
"Jss 1","Summer Term","2","Civic Education","National Symbols: Flag and Currency","10-11","Understanding Nigerian flag colors (green-white-green); learning about Nigerian currency (Naira and Kobo) as national symbols","true"
"Jss 1","Summer Term","3","Civic Education","National Anthem","10-11","Learning and understanding Nigerian National Anthem; identifying unifying goals and values expressed in the anthem","true"
"Jss 1","Summer Term","4","Civic Education","National Pledge","10-11","Learning and understanding Nigerian National Pledge; recognizing commitment to nation, unity, and service in the pledge","true"
"Jss 1","Summer Term","5","Civic Education","Purpose of National Unity Institutions","10-11","Understanding why Nigeria established NYSC (National Youth Service Corps), Unity Schools, Federal Character to promote national unity","true"
"Jss 1","Summer Term","6","Civic Education","Government Measures for National Unity","10-11","Learning how government promotes unity through institutions, policies, and programs that bring Nigerians together","true"
"Jss 1","Summer Term","7","Civic Education","Constitutional Provisions for Unity","10-11","Understanding parts of Nigerian Constitution that promote national consciousness, unity, and integration among diverse groups","true"
"Jss 1","Summer Term","8","Civic Education","Individual Ways of Promoting National Unity","10-11","Learning how individuals can promote unity: through tolerance, hospitality, non-discrimination, respecting diversity","true"
"Jss 1","Summer Term","9","Civic Education","Group Ways of Promoting National Unity","10-11","Understanding how groups and communities can promote unity through inter-marriage, cultural exchange, cooperation, peaceful coexistence","true"
"Jss 1","Summer Term","10","Civic Education","Practical Steps for National Unity","10-11","Applying learned values: practicing tolerance, cooperation, self-reliance, honesty, and respect for national symbols for united Nigeria","true"
"Jss 1","Noel Term","3","Computer Studies","Electro-Mechanical Counting Devices","10-11","Understanding the transition from mechanical to electro-mechanical devices including John Napier's bones (multiplication tool), Blaise Pascal's machine, Gottfried Leibniz machine, Joseph Jacquard's loom, and Charles Babbage's analytical engine","true"
"Jss 1","Noel Term","5","Computer Studies","Generations of Computers - First and Second","10-11","Understanding the first generation (1940s-1950s) using vacuum tubes with characteristics like large size, high heat, and the second generation (1950s-1960s) using transistors which were smaller, faster, and more reliable","true"
"Jss 1","Noel Term","8","Computer Studies","Data Processing - Definition and Importance","10-11","Understanding data processing as the collection and manipulation of data to produce meaningful information, learning why computers are excellent tools for processing data including speed, accuracy, storage capacity, and handling repetitive tasks","true"
"Jss 1","Noel Term","9","Computer Studies","Data Processing Cycle - Stages","10-11","Learning the six stages of data processing: data gathering (collecting raw data), data collation (organizing data), input stage (entering data), processing stage (manipulating data), storage stage (saving data), and output stage (presenting results)","true"
"Jss 1","Noel Term","10","Computer Studies","Data Processing - Practical Applications","10-11","Understanding practical applications of each stage of data processing, observing how computers achieve increased accuracy, efficient storage, fast information access, and handle repetitive tasks in real-world scenarios","true"
"Jss 1","Calvary Term","2","Computer Studies","Computer Room Management - Setup and Arrangement","10-11","Understanding how to properly arrange computer laboratory including comfortable seating arrangement, orderly placement of computers and peripherals (keyboard, mouse, monitor), cable management, and creating a conducive learning environment","true"
"Jss 1","Calvary Term","3","Computer Studies","Computer Laboratory Rules and Regulations","10-11","Learning and observing computer laboratory rules including no eating or drinking near computers, proper startup and shutdown procedures, seeking permission before use, reporting problems, and respecting equipment and other users","true"
"Jss 1","Calvary Term","4","Computer Studies","Computer Ethics and Responsible Use","10-11","Understanding ethical behavior when using computers including respecting others' privacy, not accessing unauthorized files, avoiding harmful content, proper use of shared resources, and taking responsibility for actions in the computer lab","true"
"Jss 1","Calvary Term","5","Computer Studies","Applications of IT in Everyday Life - Communication","10-11","Exploring how information technology is used for communication in daily life including mobile phones (GSM), email, instant messaging, video calls, social media, and how IT has transformed how people connect and share information","true"
"Jss 1","Calvary Term","7","Computer Studies","Applications of IT - Information Processing and Management","10-11","Learning how IT is used for information processing and management in schools (student records), hospitals (patient records), banks (account management), businesses (inventory), and government (database systems)","true"
"Jss 1","Calvary Term","8","Computer Studies","IT and Society - Impact on Development","10-11","Understanding how information technology has impacted societal development including improvements in education, healthcare, business, entertainment, transportation, and overall quality of life, both positive and negative effects","true"
"Jss 1","Calvary Term","9","Computer Studies","Information Transmission - Meaning and Ancient Methods","10-11","Understanding information transmission as the process of sending and receiving information, learning ancient methods including oral communication, beating drums, fire lighting, town crying, whistling, drawing diagrams, and symbolic representations","true"
"Jss 1","Calvary Term","10","Computer Studies","Information Transmission - Modern Methods","10-11","Learning modern methods of transmitting information including print media (newspapers, magazines), telephone, telex, radio, television, fax machines, satellite communication, internet, and mobile phones (GSM)","true"
"Jss 1","Summer Term","1","Computer Studies","Introduction to Computer Hardware","10-11","Understanding computer hardware as the physical components of a computer system, identifying main hardware components including system unit, monitor, keyboard, mouse, printer, and scanner","true"
"Jss 1","Summer Term","2","Computer Studies","Input Devices","10-11","Learning about input devices used to enter data into computers including keyboard (for typing), mouse (for pointing and clicking), scanner (for digitizing documents), microphone (for audio input), and webcam (for video input)","true"
"Jss 1","Summer Term","3","Computer Studies","Output Devices","10-11","Understanding output devices that present processed information including monitor/screen (visual display), printer (paper output), speakers (audio output), and projector (large display), learning their functions and uses","true"
"Jss 1","Summer Term","4","Computer Studies","Storage Devices","10-11","Learning about storage devices for saving data including hard disk drive (internal storage), flash drive/USB (portable storage), CD/DVD (optical storage), memory card, and understanding storage capacity concepts","true"
"Jss 1","Summer Term","5","Computer Studies","Introduction to Computer Software","10-11","Understanding computer software as programs and instructions that tell hardware what to do, differentiating between system software (operating systems like Windows) and application software (programs like MS Word)","true"
"Jss 1","Summer Term","6","Computer Studies","Operating System Basics","10-11","Learning about operating systems as software that manages computer hardware and software resources, common examples including Windows, macOS, Linux, understanding basic functions like file management and running programs","true"
"Jss 1","Summer Term","7","Computer Studies","Basic Computer Operations - Switching On and Off","10-11","Learning proper procedures for switching on a computer (turning on power, booting up), logging in, and properly shutting down a computer system to avoid data loss and hardware damage","true"
"Jss 1","Summer Term","8","Computer Studies","Using Keyboard and Mouse","10-11","Practical lessons on using keyboard for typing (letter keys, number keys, special keys like Enter, Shift, Backspace) and mouse operations (clicking, double-clicking, right-clicking, dragging, scrolling)","true"
"Jss 1","Summer Term","9","Computer Studies","File Management Basics","10-11","Introduction to organizing files and folders on a computer including creating folders, saving files, renaming files, copying and moving files, deleting files, and understanding file organization for easy retrieval","true"
"Jss 1","Summer Term","10","Computer Studies","Computer Safety and Maintenance","10-11","Learning basic computer care including protecting from dust and moisture, proper ventilation, surge protection, avoiding liquid spills, regular updates, virus protection, and understanding when to seek technical help","true"
"Jss 1","Noel Term","1","Cultural and Creative Arts","Introduction to Arts: Definition and History","10-11","Understanding what art is, tracing history and origin from early man to Nigerian arts; exploring how art has evolved","true"
"Jss 1","Noel Term","2","Cultural and Creative Arts","Categories and Types of Art","10-11","Learning about textile design, ceramics design, graphics design, and aesthetics (beautification and decoration)","true"
"Jss 1","Noel Term","3","Cultural and Creative Arts","Introduction to Crafts and Types","10-11","Understanding crafts; learning fabric craft (tie-dye), paper craft (kites), carving (sculpture), woven craft (basketry)","true"
"Jss 1","Noel Term","4","Cultural and Creative Arts","Tie and Dye: Materials and Methods","10-11","Learning materials (fabric, dye, caustic soda, bowls, gloves) and methods (tying, clamping, folding) for tie-dye","true"
"Jss 1","Noel Term","5","Cultural and Creative Arts","Practical Tie and Dye Production","10-11","Preparing dye bath, designing fabric using different tying methods, dyeing fabric, and displaying finished products","true"
"Jss 1","Noel Term","6","Cultural and Creative Arts","Paper Craft Using Folding Technique","10-11","Learning paper craft; using folding methods (square, triangular, rectangular, pleating) to make kites, greeting cards, hand fans","true"
"Jss 1","Noel Term","7","Cultural and Creative Arts","Collage Production","10-11","Understanding collage making; using colored magazines, scissors, glue, cardboard to create artistic collage compositions","true"
"Jss 1","Noel Term","8","Cultural and Creative Arts","Modelling with Paper Mache","10-11","Learning to prepare paper mache from old newspapers; moulding household items like plates, cups, vases, decorations","true"
"Jss 1","Noel Term","9","Cultural and Creative Arts","Bead Work and Jewellery Making","10-11","Making beaded jewellery using beads, rolled paper, seeds, straw, bottle tops; creating necklaces, bangles, earrings","true"
"Jss 1","Noel Term","10","Cultural and Creative Arts","Mosaics: Materials and Production","10-11","Understanding mosaics; using broken bottles, china ware, bottle tops, beads to make wall hangings, greeting cards, jewellery","true"
"Jss 1","Calvary Term","1","Cultural and Creative Arts","Theory of Music: Fundamentals","10-11","Learning music fundamentals: pitch, melody, harmony, rhythm, texture, timbre, form; identifying notes on keyboard","true"
"Jss 1","Calvary Term","2","Cultural and Creative Arts","Ear Training and Harmony","10-11","Developing aural skills to recognize music; learning rudiments of two-part and four-part harmony in singing","true"
"Jss 1","Calvary Term","3","Cultural and Creative Arts","Rudiments of Music","10-11","Learning musical alphabets, clef signs, staff/staves (treble, bass, great stave), musical notes and their values","true"
"Jss 1","Calvary Term","4","Cultural and Creative Arts","Major Scale of C Natural","10-11","Understanding and constructing diatonic scale; singing scales using solfa names; identifying notes on keyboard","true"
"Jss 1","Calvary Term","5","Cultural and Creative Arts","Playing the Recorder","10-11","Learning about soprano, alto, tenor recorders; understanding key signatures; practicing basic steps to play recorder","true"
"Jss 1","Calvary Term","6","Cultural and Creative Arts","Uses and Impact of Music","10-11","Understanding music uses: rituals, ceremonies, advertisement, healing, work, communication, education; music's societal impact","true"
"Jss 1","Calvary Term","7","Cultural and Creative Arts","Definition of Drama and Theatre","10-11","Understanding drama as imitation of action; theatre as performance place; people involved: playwright, director, actor, audience","true"
