class,term,week,subject,topic,agegroup,context
Jss 2,Calvary Term,1,Basic Technology,"Geometric Construction - Parts of a Circle",11-12,"Understanding and identifying parts of a circle including diameter, radius, chord, sector, quadrant, circumference, and arc, learning to define and draw these components accurately"
Jss 2,Calvary Term,2,Basic Technology,"Circle Drawing and Division",11-12,"Using drawing instruments (set squares, tee square, compasses) to draw circles and divide them into 4, 8, and 12 equal parts, developing precision and accuracy in technical drawing"
Jss 2,Calvary Term,3,Basic Technology,"Construction of Tangents and Normals to Circles",11-12,"Learning to construct tangents (lines touching circle at one point) and normals (perpendicular to tangent) to a circle: tangent at a point on the circle, from a point outside, and to two equal circles"
Jss 2,Calvary Term,4,Basic Technology,"Triangles - Types and Construction",11-12,"Defining, identifying, and constructing various types of triangles including right-angled, equilateral, isosceles, and scalene triangles using appropriate drawing instruments and techniques"
Jss 2,Calvary Term,5,Basic Technology,"Inscribed and Circumscribed Circles to Triangles",11-12,"Learning to construct circles inscribed inside triangles (touching all three sides) and circles circumscribed around triangles (passing through all three vertices) using compass and ruler"
Jss 2,Calvary Term,6,Basic Technology,"Polygons - Definition and Construction",11-12,"Understanding regular polygons (equal sides and angles) and irregular polygons, learning to construct pentagon (5 sides), hexagon (6 sides), heptagon (7 sides), and octagon (8 sides) using general and specific methods"
Jss 2,Calvary Term,7,Basic Technology,"Plane Figures - Construction and Equal Areas",11-12,"Identifying and constructing regular plane figures, learning to construct triangles and rectangles of equal areas, and squares and rectangles of equal areas through geometric methods"
Jss 2,Calvary Term,8,Basic Technology,"Areas of Regular Plane Figures",11-12,"Learning to calculate and determine the areas of regular plane figures including triangles, rectangles, and squares using mathematical formulas and geometric principles"
Jss 2,Calvary Term,9,Basic Technology,"Enlargement and Reduction of Plane Figures",11-12,"Learning techniques to enlarge and reduce plane figures (triangles, rectangles, squares) in given ratios using two methods: length of sides method and radial line method for scaling drawings"
Jss 2,Calvary Term,10,Basic Technology,"Woodwork Machines - Types and Uses",11-12,"Identifying various woodwork machines including portable power tools (belt sander, hand drill, fret saw) and stationary machines (circular saw, band saw, wood lathe, surface planer, thickness planer, sanders)"
Jss 2,Summer Term,1,Basic Technology,"Woodwork Machine Operations",11-12,"Learning to carry out simple operations like cutting and boring wood using woodwork machines safely, understanding functions of different machines and practicing basic woodworking techniques under supervision"
Jss 2,Summer Term,2,Basic Technology,"Care and Maintenance of Woodwork Machines",11-12,"Understanding proper care and maintenance procedures for woodwork machines including cleaning, lubrication, blade sharpening, and safety checks to ensure longevity and safe operation"
Jss 2,Summer Term,3,Basic Technology,"Metalwork Machines - Types and Uses",11-12,"Identifying various metalwork machines including centre lathe, power hacksaw, pedestal drilling machine, milling machine, shaping machine, and grinding machine, understanding their specific functions and applications"
Jss 2,Summer Term,4,Basic Technology,"Metalwork Machine Operations and Maintenance",11-12,"Learning to perform simple operations (cutting and drilling metals) using metalwork machines safely, and understanding care and maintenance procedures for these machines in the workshop"
Jss 2,Summer Term,5,Basic Technology,"Belt and Chain Drives - Principles and Applications",11-12,"Understanding belt drives (using belts to transfer power) and chain drives (using chains like in bicycles and motorcycles), learning their working principles, applications in machines like fans, grinders, and sewing machines"
Jss 2,Summer Term,6,Basic Technology,"Advantages and Disadvantages of Belt and Chain Drives",11-12,"Analyzing the advantages (smooth operation, shock absorption) and disadvantages (slippage in belts, noise in chains, maintenance needs) of belt and chain drive systems in various machines"
Jss 2,Summer Term,7,Basic Technology,"Hydraulic and Pneumatic Machines - Components",11-12,"Identifying hydraulic machines (using liquid pressure like hydraulic jacks, force pumps) and pneumatic machines (using air pressure like air compressors, spray guns), learning about their main components"
Jss 2,Summer Term,8,Basic Technology,"Working Principles of Hydraulic and Pneumatic Devices",11-12,"Understanding how hydraulic devices work using Pascal's principle (pressure transmitted through liquids) and pneumatic devices work using compressed air, exploring their uses in industry and everyday applications"
Jss 2,Summer Term,9,Basic Technology,"Gears - Types, Uses and Gear Ratios",11-12,"Learning about different types of gears (internal, external, bevel gears), their uses in power transmission, changing direction, and selecting speed, calculating gear ratios and understanding their relationship to speed of rotation"
Jss 2,Summer Term,10,Basic Technology,"Functions of Lubricants and Gear Construction",11-12,"Understanding why lubricants are essential in gears and moving parts (reducing friction, preventing wear, heat dissipation), and practical construction of simple gears using cardboard or wood"
