class,term,week,subject,topic,agegroup,context
Jss 2,Calvary Term,3,Yoruba Language,"Ere Onitan - Koko Oro ati Eko",11-12,"Identifying themes (koko oro) in plays and extracting moral lessons (eko), relating dramatic messages to contemporary societal issues"
Jss 2,Calvary Term,4,Yoruba Language,"Ere Onitan - Isere ni Kilaasi",11-12,"Practical drama performance in class, students participate in role-playing scenes from the play to understand character emotions and story progression"
Jss 2,Calvary Term,5,Yoruba Language,"Asayan Ewi - Kika ati Oye",11-12,"Reading selected Yoruba poems on themes like human behavior, religious/cultural tolerance, women's issues, politics, economics, and environmental concerns"
Jss 2,Calvary Term,6,Yoruba Language,"Asayan Ewi - Ona-ede ati Isowolo Ede",11-12,"Analyzing poetic devices (ona-ede) and figurative language (isowolo ede) in poetry including metaphors (afiwe), proverbs (owe), and idiomatic expressions (akanlo ede)"
Jss 2,Calvary Term,7,Yoruba Language,"Itan Aroso - Isoniṣoki ati Koko Oro",11-12,"Reading selected Yoruba prose fiction, summarizing the story (isonisoki) and identifying major themes (koko oro) that relate to real-life situations"
Jss 2,Calvary Term,8,Yoruba Language,"Itan Aroso - Eda Itan ati Ifiwaweda",11-12,"Analyzing characters in prose narratives, understanding their characterization, personality traits, and how they contribute to the story's development and themes"
Jss 2,Calvary Term,9,Yoruba Language,"Itan Aroso - Ilo Ede ati Asa",11-12,"Examining language use (ilo ede) in prose including literary devices, and identifying cultural practices (asa) reflected in the narrative and their relevance"
Jss 2,Calvary Term,10,Yoruba Language,"Orin Ibile Yoruba",11-12,"Learning traditional Yoruba songs related to weddings (igbeyawo), children's play (eremode), chieftaincy (oye jije), naming ceremonies (ikomjade), and moral instruction (eko iwa rere)"
Jss 2,Summer Term,1,Yoruba Language,"Isare - Ajemesin ati Ajemayeye",11-12,"Understanding Yoruba chants and incantations used in religious worship (ajemesin) and celebrations (ajemayeye), including ijala (hunters' chant), esa/iwi egungun (masquerade chants), iyere ifa (Ifa divination verses)"
Jss 2,Summer Term,2,Yoruba Language,"Isare - Rara, Ekun Iyawo, Ege, Alamo",11-12,"Learning about different types of Yoruba chants used in celebrations: rara (panegyric chants), ekun iyawo (bride's lament), ege (maiden's songs), and alamo (specific ceremonial chants)"
Jss 2,Summer Term,3,Yoruba Language,"Ewi Alohun Arangbo - Oriki ati Ese Ifa",11-12,"Understanding full-length traditional poetry (arangbo kikun) including praise poetry (oriki) and Ifa divination verses (ese ifa), their structure and cultural significance"
Jss 2,Summer Term,4,Yoruba Language,"Ewi Alohun Arangbo - Owe, Alo Apamo, Aro",11-12,"Learning shorter traditional poetry forms (arangbo kekeke): proverbs (owe), riddles (alo apamo), and curses (aro), understanding their usage in Yoruba communication"
Jss 2,Summer Term,5,Yoruba Language,"Esin Ibile - Olodumare ati Orisa",11-12,"Understanding the importance of religion in Yoruba society, the supreme position of Olodumare (God), and various Yoruba deities (orisa) in traditional religion"
Jss 2,Summer Term,6,Yoruba Language,"Esin Ibile - Esin Ode Oni",11-12,"Exploring the relationship between traditional Yoruba religion (esin ibile), Islam (Musulumi), and Christianity (Omoleyin Jesu), understanding religious tolerance and coexistence"
Jss 2,Summer Term,7,Yoruba Language,"Ogun ati Alaafia",11-12,"Understanding traditional Yoruba warfare including famous wars (ogun yoruba atijo), warriors (jagunjagun), weapons used, benefits and dangers of war, and ways to promote peace (alaafia)"
Jss 2,Summer Term,8,Yoruba Language,"Isomoloruko - Eto ati Orisiirisi Oruko",11-12,"Learning about Yoruba naming ceremony (isomoloruko), the procedure, materials used (ireke, oyin, ataare), and types of names: abiso, amutorunwa, oriki, abiku, inagije, idile"
Jss 2,Summer Term,9,Yoruba Language,"Iranra-eni-lowo - Esusu, Ajo, Owe",11-12,"Understanding traditional Yoruba cooperative systems of mutual assistance including esusu (rotating savings), ajo (contribution groups), owe (cooperative farming), aaro (communal labor), and arokodoko"
Jss 2,Summer Term,10,Yoruba Language,"Egbe Alafowosowopo Ode Oni",11-12,"Exploring modern cooperative societies and how traditional mutual assistance systems have evolved, understanding the role of cooperation in economic development and community building"
