class,term,week,subject,topic,agegroup,context
Jss 1,Calvary Term,8,English Language,"Parts of Speech - Adverbs, Conjunctions, Prepositions",10-11,"Learning about adverbs (words that modify verbs, adjectives, or other adverbs), conjunctions (joining words like and, but, because), and prepositions (words showing relationships like in, on, at, under), and their functions in sentences"
Jss 1,Calvary Term,9,English Language,"Adverbials and Tenses",10-11,"Understanding adverbials (words or phrases that tell when, where, how, or why something happens) and tenses (present tense for current actions, past tense for completed actions, future tense for actions yet to happen)"
Jss 1,Calvary Term,10,English Language,"Active and Passive Verbs",10-11,"Learning the difference between active voice (subject performs the action: The boy kicked the ball) and passive voice (subject receives the action: The ball was kicked by the boy), and how to change sentences from active to passive"
Jss 1,Summer Term,1,English Language,"Introduction to Literature",10-11,"Understanding literature as creative writing including stories, poems, and plays that reflect culture and values, learning about two major categories: oral literature (folktales, songs, proverbs told by word of mouth) and written literature (books, novels, poems)"
Jss 1,Summer Term,2,English Language,"Folktales - Features and Themes",10-11,"Learning about African and non-African folktales with features like didactic lessons (teaching morals), entertainment, magical elements, and animal characters, identifying themes, retelling folktales, and understanding their cultural significance"
Jss 1,Summer Term,3,English Language,"Myths and Legends",10-11,"Understanding myths (traditional stories explaining natural phenomena or beliefs, often involving gods and supernatural beings) and legends (stories about historical or semi-historical people and events), identifying their features like magic, supernatural elements, and superstition"
Jss 1,Summer Term,4,English Language,"Prose - Types and Features",10-11,"Learning about prose as written or spoken language in ordinary form (not poetry), understanding narrative prose (telling a story) and descriptive prose (describing something), and identifying features like plot, characterization, setting, theme, and style"
Jss 1,Summer Term,5,English Language,"Poetry - Types and Features",10-11,"Understanding different types of poetry (epic, lyric, dramatic), learning about poetic language (concise, unique, elevated), recognizing rhythm and rhyme, explaining meanings of simple poems, and writing simple poems"
Jss 1,Summer Term,6,English Language,"Drama - Types and Features",10-11,"Learning about drama as stories performed on stage, understanding types (comedy - funny plays, tragedy - serious/sad plays), and identifying features like theme, stage, costumes, director, audience, and performance"
Jss 1,Summer Term,7,English Language,"Figures of Speech - Similes and Metaphors",10-11,"Understanding similes as comparisons using 'like' or 'as' (She is as red as a rose) and metaphors as direct comparisons without 'like' or 'as' (She is a red rose), learning to identify and create both in sentences and literature"
Jss 1,Summer Term,8,English Language,"Vocabulary Development Through Context",10-11,"Building vocabulary by learning to use context clues (surrounding words and sentences) to figure out meanings of unfamiliar words, understanding synonyms (words with similar meanings) and antonyms (words with opposite meanings)"
Jss 1,Summer Term,9,English Language,"Sentence Construction and Structure",10-11,"Learning to construct complete sentences with subject (who or what the sentence is about) and predicate (what the subject does or is), understanding basic sentence patterns, and using correct punctuation (capital letters, periods, question marks)"
Jss 1,Summer Term,10,English Language,"Summary Writing Skills",10-11,"Learning to write summaries by identifying main points in passages, removing unnecessary details, using own words to condense information, and writing brief coherent summaries that capture the essential meaning of longer texts"
