class,term,week,subject,topic,agegroup,context,generated
Year 4,Noel Term,2,Agricultural Science,"Crop propagation -- meaning, types and importance",8-9,"",false
Year 4,Noel Term,3,Agricultural Science,"Planting activities : pre-planting operation",8-9,"",false
Year 4,Noel Term,4,Agricultural Science,"Planting activities: planting operation",8-9,"",false
Year 4,Noel Term,5,Agricultural Science,"Planting activities: post--planting operation",8-9,"",false
Year 4,Noel Term,6,Agricultural Science,"Farm record: meaning, types and importance",8-9,"",false
Year 4,Noel Term,7,Agricultural Science,"Farm product (food crops, cash crops and animal products), uses of farm products",8-9,"",false
Year 4,Noel Term,8,Agricultural Science,"Silviculture : meaning, types and importance",8-9,"",false
Year 4,Noel Term,9,Agricultural Science,"Bee farming: meaning, steps involved and importance",8-9,"",false
Year 4,Noel Term,1,Basic Science,"Environmental changes: meaning, causes, effects and control of erosion",8-9,"",false
Year 4,Noel Term,2,Basic Science,"Waste and waste disposal: meaning, types, method of waste disposal and recycling",8-9,"",false
Year 4,Noel Term,3,Basic Science,"Environmental quality: meaning, ways of maintaining healthy environment",8-9,"",false
Year 4,Noel Term,4,Basic Science,"Balanced diet: meaning, classes of food, importance and diet related dishes",8-9,"",false
Year 4,Noel Term,5,Basic Science,"Changes in nature: Types; temporal and permanent changes",8-9,"",false
Year 4,Noel Term,6,Basic Science,"Our weather: Meaning, factors affecting weather, weather instruments, weather symbols and records",8-9,"",false
Year 4,Noel Term,7,Basic Science,"Respiratory system: meaning, organs, functions of the organs and care",8-9,"",false
Year 4,Noel Term,8,Basic Science,"Excretory system: meaning, organs, functions of the organs and care",8-9,"",false
Year 4,Noel Term,9,Basic Science,"Filtration: meaning, mixture, solute and solvent",8-9,"",false
Year 4,Noel Term,1,Christian Religious Knowledge,"God is our father, we are children of one father who takes care of us, The fatherhood of God and brotherhood of Man (Matthew 6:25-34 Exodus 16:4-5) (a) Significance of being in Christ: Attitude of one father (b) How He communicate to us as children and importance of living in peace",8-9,"",false
Year 4,Noel Term,2,Christian Religious Knowledge,"God speaks to us ( Exodus 33:11, Gen 28:10-17) (a) When God speaks (b) How to hear God when he speaks (c) Importance of when God speaks",8-9,"",false
Year 4,Noel Term,3,Christian Religious Knowledge,"God calls us for a purpose (Gen 13:1-3, Luke 5:1-11, Gen 12:1-20) - Meaning of purpose of God's call. - Right response to God's call. Story of the call of Abraham - Importance of God purpose in our life",8-9,"",false
Year 4,Noel Term,4,Christian Religious Knowledge,"Benefits of obedience to God's call - Meaning of obedience - How to be obedient - Importance of obedience",8-9,"",false
Year 4,Noel Term,5,Christian Religious Knowledge,"God gives his law to us - Meaning of law - Reasons for the law and the ten commandments - Purpose of the law (Exodus 20:1-11)",8-9,"",false
Year 4,Noel Term,6,Christian Religious Knowledge,"The ten commandments ( Exodus 20:3-17) (a) Meaning of commandments (b) Reasons to obey the commandments (c) Importance of commandments",8-9,"",false
Year 4,Noel Term,7,Christian Religious Knowledge,"The story of Joseph (Gen 37:1-39) (a) Who is Joseph (b) How did Joseph live his life",8-9,"",false
Year 4,Noel Term,8,Christian Religious Knowledge,"The Israelites (God's chosen people) ( Genesis 32:28)",8-9,"",false
Year 4,Noel Term,9,Christian Religious Knowledge,"Jesus the son of God (a) Definition of son of God (b) Jesus was born by power of the Holy spirit (c) Evidence of Jesus as the son of God (d) The event of transfiguration ( Matthew 13:1-13)",8-9,"",false
Year 4,Noel Term,1,Citizenship,"Constitution: meaning, types and importance",8-9,"",false
Year 4,Noel Term,2,Citizenship,"Nation: meaning, characteristics, how to build a nation, and importance of nation building",8-9,"",false
Year 4,Noel Term,3,Citizenship,"Cultural diversity: meaning, how to develop right attitude to cultural diversity and importance",8-9,"",false
Year 4,Noel Term,4,Citizenship,"Loyalty: meaning of loyalty and disloyalty, how to show loyalty to the nation, consequences of disloyalty",8-9,"",false
Year 4,Noel Term,5,Citizenship,"Leadership: meaning, types, levels and qualities of a good leader",8-9,"",false
Year 4,Noel Term,6,Citizenship,"System of government ( presidential and parliamentary system of government)",8-9,"",false
Year 4,Noel Term,7,Citizenship,"Building values and morals",8-9,"",false
Year 4,Noel Term,8,Citizenship,"National identity: meaning, elements and importance",8-9,"",false
Year 4,Noel Term,9,Citizenship,"Roles of individuals in the society",8-9,"",false
Year 4,Noel Term,1,Computer Studies,"Computer in our society: meaning, careers and advantages",8-9,"",false
Year 4,Noel Term,2,Computer Studies,"Computer system: meaning and components of computer system",8-9,"",false
Year 4,Noel Term,3,Computer Studies,"Classification of computer: classification by sizes and functions",8-9,"",false
Year 4,Noel Term,4,Computer Studies,"Word processing",8-9,"",false
Year 4,Noel Term,5,Computer Studies,"Windows",8-9,"",false
Year 4,Noel Term,6,Computer Studies,"Computer games: meaning, types and uses",8-9,"",false
Year 4,Noel Term,7,Computer Studies,"Introduction to social media: meaning, types and importance",8-9,"",false
Year 4,Noel Term,8,Computer Studies,"Introduction to programming language: meaning, types and uses",8-9,"",false
Year 4,Noel Term,9,Computer Studies,"Search engines: meaning, types and uses",8-9,"",false
Year 4,Noel Term,1,Creative Writing,"An interview on the COVID-19 break",8-9,"",false
Year 4,Noel Term,2,Creative Writing,"Ending a story strange happening at night",8-9,"",false
Year 4,Noel Term,3,Creative Writing,"A most interesting experience",8-9,"",false
Year 4,Noel Term,4,Creative Writing,"A prayer poem",8-9,"",false
Year 4,Noel Term,5,Creative Writing,"Giving Instructions -- How to bake a cake",8-9,"",false
Year 4,Noel Term,6,Creative Writing,"The surprise birthday party",8-9,"",false
Year 4,Noel Term,7,Creative Writing,"My secret dream",8-9,"",false
Year 4,Noel Term,8,Creative Writing,"A visit to the orphanage",8-9,"",false
Year 4,Noel Term,9,Creative Writing,"My favorite season",8-9,"",false
Year 4,Noel Term,1,Cultural and Creative Arts,"Arts: meaning, origin, branches and importance",8-9,"",false
Year 4,Noel Term,2,Cultural and Creative Arts,"Classification of art and Nigerian artworks and drawing of artwork",8-9,"",false
Year 4,Noel Term,3,Cultural and Creative Arts,"Songs that promotes national values, songs that promote values like patriotism in Nigeria e.g National Anthem, NYSC Anthem e.t.c ( Art of composing poetic lines/texts to be put in music )",8-9,"",false
Year 4,Noel Term,4,Cultural and Creative Arts,"Drawing: meaning, types (Nature, still-life, life)",8-9,"",false
Year 4,Noel Term,5,Cultural and Creative Arts,"Drawing and painting",8-9,"",false
Year 4,Noel Term,6,Cultural and Creative Arts,"Introduction to pattern and card making: meaning, types of cards and materials",8-9,"",false
Year 4,Noel Term,7,Cultural and Creative Arts,"Introduction to weaving: meaning and types",8-9,"",false
Year 4,Noel Term,8,Cultural and Creative Arts,"Colors: meaning, types, sources and uses",8-9,"",false
Year 4,Noel Term,9,Cultural and Creative Arts,"Introduction to music: meaning, types of music, importance of music",8-9,"",false
Year 4,Noel Term,1,Geography,"Natural resources: meaning, sources, examples and uses",8-9,"",false
Year 4,Noel Term,2,Geography,"Mineral resources in Nigeria and Africa : meaning, locations and uses",8-9,"",false
Year 4,Noel Term,3,Geography,"Mining: meaning, processes involved in mining, instrument and importance",8-9,"",false
Year 4,Noel Term,4,Geography,"Climatic change: meaning, causes and effects",8-9,"",false
Year 4,Noel Term,5,Geography,"Early explorers: Mungo park ( routes and destination)",8-9,"",false
Year 4,Noel Term,6,Geography,"Early explorers: Vasco Da Gama ( routes and destination)",8-9,"",false
Year 4,Noel Term,7,Geography,"Early explorers: Bartholomew Disc (routes and destination)",8-9,"",false
Year 4,Noel Term,8,Geography,"Early explorers: The landed brothers (routes and destination)",8-9,"",false
Year 4,Noel Term,9,Geography,"Settlement: meaning, types, features and importance",8-9,"",false
Year 4,Noel Term,1,History,"British rule in Nigeria: names of colonial administrators in Nigeria, British protectorates in Nigeria, Amalgamation of the protectorates in 1914, consequences of British rule in Nigeria",8-9,"",false
Year 4,Noel Term,2,History,"Nigeria: How Nigeria was named, the struggles for independence, how nationalists secure our indepsendence, independence and its challenges",8-9,"",false
Year 4,Noel Term,3,History,"Nationalist and Nationalism in Nigeria: meaning of nationalist and nationalism, nationalist activities",8-9,"",false
Year 4,Noel Term,4,History,"Some nationalist in Nigeria:( Herbert Macauley, Nnamdi Azikwe, Obafemi Awolowo)-Background, activities and lessons",8-9,"",false
Year 4,Noel Term,5,History,"Some nationalist in Nigeria:( Sir Ahmadu Bello, Mallam Aminu Kano)-Background activities and lessons",8-9,"",false
Year 4,Noel Term,6,History,"History of education in Nigeria",8-9,"",false
Year 4,Noel Term,7,History,"Origin of banks in Nigeria",8-9,"",false
Year 4,Noel Term,8,History,"Discovery of crude oil in Nigeria",8-9,"",false
Year 4,Noel Term,9,History,"History of trade unions in Nigeria",8-9,"",false
Year 4,Noel Term,1,Home Economics,"Meal and meal planning: meaning, classes and importance",8-9,"",false
Year 4,Noel Term,2,Home Economics,"Cleaning agents: meaning, types and uses",8-9,"",false
Year 4,Noel Term,3,Home Economics,"Home surfaces: meaning, types and cleaning",8-9,"",false
Year 4,Noel Term,4,Home Economics,"Personal belongings: meaning, examples and care",8-9,"",false
Year 4,Noel Term,5,Home Economics,"Furniture: meaning, examples and care",8-9,"",false
Year 4,Noel Term,6,Home Economics,"Simple sewing tools: meaning, classification and functions",8-9,"",false
Year 4,Noel Term,7,Home Economics,"Food classification and functions",8-9,"",false
Year 4,Noel Term,8,Home Economics,"Fruits and fruit drinks: meaning, health benefits and preparation",8-9,"",false
Year 4,Noel Term,9,Home Economics,"Practical ( making of simple household article,)",8-9,"",false
Year 4,Noel Term,1,Literacy,"Relative pronouns: WH questions",8-9,"",false
Year 4,Noel Term,2,Literacy,"Adjectives: meaning, types and examples",8-9,"",false
Year 4,Noel Term,3,Literacy,"Adverb: meaning, types and examples",8-9,"",false
Year 4,Noel Term,4,Literacy,"Intonation and stress pattern",8-9,"",false
Year 4,Noel Term,5,Literacy,"Active and passive sentences",8-9,"",false
Year 4,Noel Term,6,Literacy,"Concord: subject / verb agreement",8-9,"",false
Year 4,Noel Term,7,Literacy,"Verb tenses: present, past, and future tense",8-9,"",false
Year 4,Noel Term,8,Literacy,"Modal verb: use of 'can, will, shall' etc",8-9,"",false
Year 4,Noel Term,9,Literacy,"Showing necessity and obligation",8-9,"",false
Year 4,Noel Term,1,Moral Instructions,"Good comportment",8-9,"",false
Year 4,Noel Term,2,Moral Instructions,"Humility: meaning and benefit of humility",8-9,"",false
Year 4,Noel Term,3,Moral Instructions,"Interpersonal relationships",8-9,"",false
Year 4,Noel Term,4,Moral Instructions,"Conflict resolution",8-9,"",false
Year 4,Noel Term,5,Moral Instructions,"Moderation: meaning and types of moderation",8-9,"",false
Year 4,Noel Term,6,Moral Instructions,"Time management",8-9,"",false
Year 4,Noel Term,7,Moral Instructions,"Cooperation: meaning, ways and examples of cooperation",8-9,"",false
Year 4,Noel Term,8,Moral Instructions,"Etiquette: meaning, types and how to practice etiquette",8-9,"",false
Year 4,Noel Term,9,Moral Instructions,"Self control",8-9,"",false
Year 4,Noel Term,1,Numeracy,"Whole numbers 1-100,000,000 (counting, ordering and writing in words)",8-9,"",false
Year 4,Noel Term,2,Numeracy,"Place value",8-9,"",false
Year 4,Noel Term,3,Numeracy,"Roman numerals up to 5000",8-9,"",false
Year 4,Noel Term,4,Numeracy,"Addition and subtraction of numbers up to 5 digits",8-9,"",false
Year 4,Noel Term,5,Numeracy,"Fraction",8-9,"",false
Year 4,Noel Term,6,Numeracy,"Multiplication of numbers up to 5 digits (including word problem)",8-9,"",false
Year 4,Noel Term,7,Numeracy,"Division of numbers up to 5 digits (including word problem)",8-9,"",false
Year 4,Noel Term,8,Numeracy,"Number line",8-9,"",false
Year 4,Noel Term,9,Numeracy,"Open sentences (introduction to algebra)",8-9,"",false
Year 4,Noel Term,1,Physical and Health Education,"P- starting and finishing position -100 meter H- requirements for healthy loving -- exercise and recreation",8-9,"",false
Year 4,Noel Term,2,Physical and Health Education,"P- physical fitness: meaning and components H- posture: meaning and importance of good posture",8-9,"",false
Year 4,Noel Term,3,Physical and Health Education,"P- relay race: baton exchange (visual method) H-postural defect: meaning and factors responsible",8-9,"",false
Year 4,Noel Term,4,Physical and Health Education,"P- relay race: baton exchange ( non- visual method) H- Sickness associated with various season",8-9,"",false
Year 4,Noel Term,5,Physical and Health Education,"P- triple jump H- Refuse disposal",8-9,"",false
Year 4,Noel Term,6,Physical and Health Education,"P- volleyball skills: under arm service (serving, passing scoring) H- How to sleep or rules for sleeping",8-9,"",false
Year 4,Noel Term,7,Physical and Health Education,"P- track event: hurdles H- Body recreation during sleep",8-9,"",false
Year 4,Noel Term,8,Physical and Health Education,"P- field event: javelin H- Drug education: meaning, examples, importance and ways of taking drugs (through mouth, rubbing on skin, injecting and inhaling)",8-9,"",false
Year 4,Noel Term,9,Physical and Health Education,"P- field event: short put H- diseases: meaning, types, examples, signs and symptoms",8-9,"",false
Year 4,Noel Term,1,Social Studies,"Man and his social environment -- meaning of social environment and effects of humans activities on the social environment",8-9,"",false
Year 4,Noel Term,2,Social Studies,"Ecosystem -- meaning, types, who is an ecologist? Differences between environment and ecosystem",8-9,"",false
Year 4,Noel Term,3,Social Studies,"Unity in cultural diversity -- meaning of cultural diversity and unity, unity in cultural diversity and benefits of cultural diversity, ways of promoting cultural diversity",8-9,"",false
Year 4,Noel Term,4,Social Studies,"Responsible parenthood -- meaning of parenthood, responsibilities of parents towards their children and benefits of responsible parenthood",8-9,"",false
Year 4,Noel Term,5,Social Studies,"Problems of parenthood -- challenges parents face, factors that contribute to poor parenting, characteristics and effects of irresponsible parenthood",8-9,"",false
Year 4,Noel Term,6,Social Studies,"Religious intolerance -- meaning of tolerance, intolerance, religious intolerance, danger of religious intolerance, how to prevent or reduce religious intolerance",8-9,"",false
Year 4,Noel Term,7,Social Studies,"Social amenities -- meaning , examples, importance and maintenance",8-9,"",false
Year 4,Noel Term,8,Social Studies,"Attitude to different forms of accident: meaning, types (air, road, water, rail, fire, hot water etc). The first aid treatment, positive attitude to accident victims",8-9,"",false
Year 4,Noel Term,9,Social Studies,"Resources distribution -- meaning of resources distribution, fair distribution of resources, concept of raw materials",8-9,"",false
Year 4,Noel Term,1,Vocational Studies,"Home appliances: meaning, types and importance/uses",8-9,"",false
Year 4,Noel Term,2,Vocational Studies,"Profession and occupation: differences, types and importance",8-9,"",false
Year 4,Noel Term,3,Vocational Studies,"Automobile: meaning, types and importance",8-9,"",false
Year 4,Noel Term,4,Vocational Studies,"Mineral resources: meaning, types and importance",8-9,"",false
Year 4,Noel Term,5,Vocational Studies,"Clothing: meaning, clothing materials, clothes for different occasions and seasons",8-9,"",false
Year 4,Noel Term,6,Vocational Studies,"Blacksmithing: meaning, tools used by blacksmith and process of production, who is a blacksmith?",8-9,"",false
Year 4,Noel Term,7,Vocational Studies,"Building/ house construction: materials for building",8-9,"",false
Year 4,Noel Term,8,Vocational Studies,"Building) house construction: stages of house construction, profession involved in house construction",8-9,"",false
Year 4,Noel Term,9,Vocational Studies,"Practical: ( Tie and Dye)",8-9,"",false
Year 4,Noel Term,1,Yoruba Language,"Isomoloruko: (1) Awon ohun elo isomoloruko (2) Isomoloruko ni Ile yoruba",8-9,"",false
Year 4,Noel Term,2,Yoruba Language,"Onka: ogorun-un de igba ( 100-200)",8-9,"",false
Year 4,Noel Term,3,Yoruba Language,"Aroso - Ero komputa eta sise nibi ? - Kinni ero komputa - Kin ni iwulo ero komputa",8-9,"",false
Year 4,Noel Term,4,Yoruba Language,"Leta Kiko - Oriki leta kiko - Orisirisi leta",8-9,"",false
Year 4,Noel Term,5,Yoruba Language,"Ilu , Orin ati ijo ibile Yoruba (apa kin-in-ni) ati ilu, Orin ati ijo ibile Yoruba (apa keji)",8-9,"",false
Year 4,Noel Term,6,Yoruba Language,"Aforo I: Pataki, eko fun omode ati Aforo II: kini n o fele se",8-9,"",false
Year 4,Noel Term,7,Yoruba Language,"Oriki orile: areas aagberi ati oni koyi",8-9,"",false
Year 4,Noel Term,8,Yoruba Language,"Oruko abiso ati oruka amutorunwa",8-9,"",false
Year 4,Noel Term,9,Yoruba Language,"Mimo aago- wakati abi iseju atise sise lori aago -- aago melo",8-9,"",false
