class,term,week,subject,topic,agegroup,context,generated
Year 5,Noel Term,9,Moral Instructions,"Overcoming negative peer influence",9-10,"",false
Year 5,Noel Term,1,Numeracy,"Notation and place value up to 1,000,000,000",9-10,"",false
Year 5,Noel Term,2,Numeracy,"Factors, prime numbers and multiples",9-10,"",false
Year 5,Noel Term,3,Numeracy,"Ratio and proportion",9-10,"",false
Year 5,Noel Term,4,Numeracy,"Fraction and decimal",9-10,"",false
Year 5,Noel Term,5,Numeracy,"Percentage",9-10,"",false
Year 5,Noel Term,6,Numeracy,"HiDemography",9-10,"",false
Year 5,Noel Term,7,Numeracy,"Approximation and estimation",9-10,"",false
Year 5,Noel Term,8,Numeracy,"Multiplication and division of whole numbers (including word problem)",9-10,"",false
Year 5,Noel Term,9,Numeracy,"Squares and square roots of numbers",9-10,"",false
Year 5,Noel Term,1,Physical and Health Education,"P- swimming: meaning, types of strokes and skills H- Public health: waste disposal, types of waste, method and importance",9-10,"",false
Year 5,Noel Term,2,Physical and Health Education,"P- field events: discus H- Vision -- eye health: meaning and importance of vision and care of the eye",9-10,"",false
Year 5,Noel Term,3,Physical and Health Education,"P- football: facilities, techniques and equipment of football H- Environmental health: meaning and importance",9-10,"",false
Year 5,Noel Term,4,Physical and Health Education,"P- football: officiating rules and regulations H- non -- communicable diseases: prevention and control",9-10,"",false
Year 5,Noel Term,5,Physical and Health Education,"P- volleyball: facilities and techniques and equipment H- Tooth health and dentition: structure of the tooth, dental problems and prevention",9-10,"",false
Year 5,Noel Term,6,Physical and Health Education,"P- baseball: facilities and techniques H- medicine: meaning, uses, features of fake medicine",9-10,"",false
Year 5,Noel Term,7,Physical and Health Education,"P- basketball: facilities and equipment H- Communicable diseases: prevention and control",9-10,"",false
Year 5,Noel Term,8,Physical and Health Education,"P- indoor and outdoor games: meaning, types and importance H- Personal hygiene: bathing procedure",9-10,"",false
Year 5,Noel Term,9,Physical and Health Education,"P- indigenous games: meaning, types and importance H- Careers in health education",9-10,"",false
Year 5,Noel Term,1,Social Studies,"Fundamental of social studies -- meaning of social studies, influence of man on his environment, influence of the environment both physically and socially on man, how man interacts with his environment",9-10,"",false
Year 5,Noel Term,2,Social Studies,"Influence -- meaning , types, sources and effects of bad influence",9-10,"",false
Year 5,Noel Term,3,Social Studies,"Understanding human relationships -- meaning , concepts of living together and advantages of living together",9-10,"",false
Year 5,Noel Term,4,Social Studies,"Marriage customs and practices -- steps in selecting marriages partners, relevant values, roles of family and friends",9-10,"",false
Year 5,Noel Term,5,Social Studies,"Inter marriage -- meaning , types of inter marriage, advantages and disadvantages of inter -ethnic marriages, problems of inter religious marriage, problems of inter- racial marriage",9-10,"",false
Year 5,Noel Term,6,Social Studies,"Transportation -- meaning , types, medium and importance",9-10,"",false
Year 5,Noel Term,7,Social Studies,"Leadership -- who is a leader? Meaning of leadership, qualities of a good leader, need for leadership",9-10,"",false
Year 5,Noel Term,8,Social Studies,"Employment and unemployment -- meaning , types of employment, causes of unemployment and ways of reducing unemployment",9-10,"",false
Year 5,Noel Term,9,Social Studies,"Social injustice -- meaning , causes and effects",9-10,"",false
Year 5,Noel Term,1,Vocational Studies,"Introduction to entrepreneurship: what is entrepreneurship, who is an entrepreneurship? Successful entrepreneurship and company founded, importance of entrepreneurship",9-10,"",false
Year 5,Noel Term,2,Vocational Studies,"Skills acquisition: meaning, classification and types of skills, benefits of skills acquisition",9-10,"",false
Year 5,Noel Term,3,Vocational Studies,"Bead making",9-10,"",false
Year 5,Noel Term,4,Vocational Studies,"Batik/Tie and die",9-10,"",false
Year 5,Noel Term,5,Vocational Studies,"Baking (finger food)",9-10,"",false
Year 5,Noel Term,6,Vocational Studies,"Communication ( modern gadget of communication)",9-10,"",false
Year 5,Noel Term,7,Vocational Studies,"Building/ house construction: cement -- types of cement, and uses of cement",9-10,"",false
Year 5,Noel Term,8,Vocational Studies,"Forestry : meaning, forest resources, who is a lumber man?",9-10,"",false
Year 5,Noel Term,9,Vocational Studies,"Practical ( baking) Tie and Dye/ batik",9-10,"",false
Year 5,Noel Term,1,Yoruba Language,"Faweli, ibi ti afi mi ohun si",9-10,"",false
Year 5,Noel Term,2,Yoruba Language,"Ami ohun (orisii ami ti o wa) ati fifi ami si ori awon oro",9-10,"",false
Year 5,Noel Term,3,Yoruba Language,"Ere onise : Oogun idanwo ( Ayo -- tita, Arin -- tita, okoto - tita)",9-10,"",false
Year 5,Noel Term,4,Yoruba Language,"Itesiwaju lori akanlo -- ede, owe ati ewa ede Yoruba",9-10,"",false
Year 5,Noel Term,5,Yoruba Language,"Ero -- ibara eni soro - Ero ibara eni soro ; alagbeka G.S.M",9-10,"",false
Year 5,Noel Term,6,Yoruba Language,"Itan oloro geere ati onka",9-10,"",false
Year 5,Noel Term,7,Yoruba Language,"Aroko ' Emi' Ikini: onise owo",9-10,"",false
Year 5,Noel Term,8,Yoruba Language,"Girama: Oro aropo oruko - Eje orile -- ede Naijiria",9-10,"",false
Year 5,Noel Term,9,Yoruba Language,"Eko nipa iwa omoluabi: igbeyin awon olosa 1 - Eko nipa iwa omoluabi: igbeyin awon olosa 2",9-10,"",false
