class,term,week,subject,topic,agegroup,context,generated
Year 2,Noel Term,9,Home Economics,"Practical ( physical exercise)",6-7,"",false
Year 2,Noel Term,1,Literacy,"Alphabetical order",6-7,"",false
Year 2,Noel Term,2,Literacy,"Consonant and consonant clusters",6-7,"",false
Year 2,Noel Term,3,Literacy,"Noun: meaning, examples and types",6-7,"",false
Year 2,Noel Term,4,Literacy,"Adjective: meaning, examples and types",6-7,"",false
Year 2,Noel Term,5,Literacy,"Verb: meaning, examples and types",6-7,"",false
Year 2,Noel Term,6,Literacy,"Adverb: meaning, examples and types",6-7,"",false
Year 2,Noel Term,7,Literacy,"Punctuation marks: meaning and types",6-7,"",false
Year 2,Noel Term,8,Literacy,"Punctuation using full stop, comma and question marks in sentences",6-7,"",false
Year 2,Noel Term,9,Literacy,"Plural: use of regular and irregular plural",6-7,"",false
Year 2,Noel Term,1,Moral Instructions,"Leadership at school",6-7,"",false
Year 2,Noel Term,2,Moral Instructions,"Leadership at home",6-7,"",false
Year 2,Noel Term,3,Moral Instructions,"Discipline : meaning and reasons for discipline",6-7,"",false
Year 2,Noel Term,4,Moral Instructions,"Discipline at home and in school",6-7,"",false
Year 2,Noel Term,5,Moral Instructions,"Good and bad habit",6-7,"",false
Year 2,Noel Term,6,Moral Instructions,"Discovering your talent",6-7,"",false
Year 2,Noel Term,7,Moral Instructions,"Developing your talent",6-7,"",false
Year 2,Noel Term,8,Moral Instructions,"Honesty and telling the truth",6-7,"",false
Year 2,Noel Term,9,Moral Instructions,"Teachability",6-7,"",false
Year 2,Noel Term,1,Numeracy,"Whole numbers 1-100 (counting, writing and ordering)",6-7,"",false
Year 2,Noel Term,2,Numeracy,"Writing 1-10,000 in words",6-7,"",false
Year 2,Noel Term,3,Numeracy,"Place value (TH, H, T, U)",6-7,"",false
Year 2,Noel Term,4,Numeracy,"Addition of three digit numbers",6-7,"",false
Year 2,Noel Term,5,Numeracy,"Subtraction of three digit numbers",6-7,"",false
Year 2,Noel Term,6,Numeracy,"Inequalities (<, >, =)",6-7,"",false
Year 2,Noel Term,7,Numeracy,"Fraction",6-7,"",false
Year 2,Noel Term,8,Numeracy,"Multiplication of numbers",6-7,"",false
Year 2,Noel Term,9,Numeracy,"Open sentences",6-7,"",false
Year 2,Noel Term,1,Physical and Health Education,"P- starting a race H- Importance of a clean body",6-7,"",false
Year 2,Noel Term,2,Physical and Health Education,"P- finishing a race H- Care of our surroundings",6-7,"",false
Year 2,Noel Term,3,Physical and Health Education,"P- athletics: meaning of athletics, meaning of short distance race, benefit of running H- Care if the face, hands and body",6-7,"",false
Year 2,Noel Term,4,Physical and Health Education,"P- field event : broad jump H- Table manners",6-7,"",false
Year 2,Noel Term,5,Physical and Health Education,"P- Jumping distance H -refuse disposal",6-7,"",false
Year 2,Noel Term,6,Physical and Health Education,"P- fill in the basket H-Good and bad habit",6-7,"",false
Year 2,Noel Term,7,Physical and Health Education,"P- fill in the bottles with water H- Condition that requires first aid (bleeding, fainting, bruises, heat and exhaustion)",6-7,"",false
Year 2,Noel Term,8,Physical and Health Education,"P- shuttle relay H- Basic first aid procedures (cleaning a wound, applying bandage and plaster)",6-7,"",false
Year 2,Noel Term,9,Physical and Health Education,"P- cycling in the air H- Safety rules in games",6-7,"",false
Year 2,Noel Term,1,Social Studies,"Scope of social studies: meaning of scope of social studies; the areas social studies focuses to solve man's problem, areas which social studies focused are: critical thinking, reflective thinking and problem solving",6-7,"",false
Year 2,Noel Term,2,Social Studies,"Religious practices -- difference in religious practices and beliefs, objects used for worship",6-7,"",false
Year 2,Noel Term,3,Social Studies,"Drugs: meaning, types and importance",6-7,"",false
Year 2,Noel Term,4,Social Studies,"Family -- family tree and family relationships",6-7,"",false
Year 2,Noel Term,5,Social Studies,"Concept of family as a social unit -- understanding the concept of social unit",6-7,"",false
Year 2,Noel Term,6,Social Studies,"Food poisoning -- definition , causes, effects and prevention",6-7,"",false
Year 2,Noel Term,7,Social Studies,"Physical environment: people live in desert, fertile places, lakesides, riversides, mountain, low laying area, climate varies area",6-7,"",false
Year 2,Noel Term,8,Social Studies,"Growth and development -- meaning , stages of growth",6-7,"",false
Year 2,Noel Term,9,Social Studies,"Communication -- meaning , types, medium and importance",6-7,"",false
Year 2,Noel Term,1,Vocational Studies,"Occupation: meaning, types and importance",6-7,"",false
Year 2,Noel Term,2,Vocational Studies,"Professional working tools ( doctors, teacher lawyer, pilot, banker, engineer e.t.c)",6-7,"",false
Year 2,Noel Term,3,Vocational Studies,"Personal health: meaning, importance, equipments use in maintaining personal health",6-7,"",false
Year 2,Noel Term,4,Vocational Studies,"Health agencies in Nigeria",6-7,"",false
Year 2,Noel Term,5,Vocational Studies,"Transportation: meaning, means/ mode and importance",6-7,"",false
Year 2,Noel Term,6,Vocational Studies,"Communication: meaning, means/mode and importance",6-7,"",false
Year 2,Noel Term,7,Vocational Studies,"Print media: meaning, materials, forms and benefits",6-7,"",false
Year 2,Noel Term,8,Vocational Studies,"Musical instruments: meaning, classification with examples and functions",6-7,"",false
Year 2,Noel Term,9,Vocational Studies,"People that study about the earth, weather and climate (Astrologist, geologist, meteorologist)",6-7,"",false
Year 2,Noel Term,1,Yoruba Language,"Itesiwaju lori kika alifabeeti Yoruba - Kiko alifabeeti Yoruba si ara patako ikowe - Sise afihan alifabeeti ti o je faweli - Kiko konsonanti si oju patako",6-7,"",false
Year 2,Noel Term,2,Yoruba Language,"Itesiwaju lori kika alifabeeti Yoruba - Iyato alifabeeti ede oyinbo ati ede yoruba ABC ni a n pe ni alifabeeti ede oyinbo nigba ti ABD je alifabeeti ti ede yoruba abbl - Onka yoruba : Ookanlelogun de ogbon (21-30)",6-7,"",false
Year 2,Noel Term,3,Yoruba Language,"Imototo ayika - Itoju Ile ati ayika : riro ojo egbe Ile ati ayika Ile - Ewu to wa ninu aitoju ayika wa - Yiya aworan ohun ti o wa ni ayika kilassi ati ayika Ile iwe, ayika igba lejo, iyara idana, iyara ibusun - Orin ati ewi to jemo imototo bi apeere imototo lo le segun arun gbogbo abbl",6-7,"",false
Year 2,Noel Term,4,Yoruba Language,"Itesiwaju lori di daruko nkan - Ile- television, redio abbl - Ile eko- efun, aga abbl - Opopona oja- moto, eniyan abbl - Oja- isu, ata",6-7,"",false
Year 2,Noel Term,5,Yoruba Language,"Iro ede ( Ami ohun) - Kinni ami ohun - Orisi ami ohun Ohun aarin ( akii fihan) Ohun oke Ohun isale Itesiwaju lori iro ede ( Ami ohun) - Faweli ati orisirisi ami ohun kookan lori faweli. Bi apeere à, a, á, e, ē, é abbl - Ami ohun lori oro onisilebu kan bi apeere bà, ba abbl - Ami ohun lori oro onisilebu, bi apeere okó, okó, òkò abbl",6-7,"",false
Year 2,Noel Term,6,Yoruba Language,"Kika silebu - Alaye ohun ti silebu je ( Ege , oro) - Gige awon oro onisilebu bi apeere Bàbá- bá/bá, Bàtá -- bà/ta abbl",6-7,"",false
Year 2,Noel Term,7,Yoruba Language,"Ere osupa - Itan siso bi apeere boju boju abbl - Orin eremode - Eko ti a ri ko Ni imo -- kikun nipa ayika won Mo Orin ko, mo oro Orin ati kika won",6-7,"",false
Year 2,Noel Term,8,Yoruba Language,"Iwe kika - Kika iwe asayan - Ayoka ti imo re ko ju ti ojo -- ori akekoo lo - Ewi : ise loogun ise",6-7,"",false
Year 2,Noel Term,9,Yoruba Language,"Aayan ogbufo - Kinni aayan ogbufo - Titumo awon oro bi apeere Come -- wa House -- Ile Dog -- aja Food -- ounje Stick -- igi",6-7,"",false
Year 3,Noel Term,1,Agricultural Science,"Agriculture -- meaning , types, careers and importance",7-8,"",false
Year 3,Noel Term,2,Agricultural Science,"Agronomy -- meaning , types and importance",7-8,"",false
Year 3,Noel Term,3,Agricultural Science,"Livestock farming -- meaning , types and importance",7-8,"",false
Year 3,Noel Term,4,Agricultural Science,"Fishery -- meaning , types and importance, fishing tools and equipment",7-8,"",false
Year 3,Noel Term,5,Agricultural Science,"Agro -- industry : meaning, branches and importance",7-8,"",false
Year 3,Noel Term,6,Agricultural Science,"Distribution of crops -- meaning , types and importance",7-8,"",false
Year 3,Noel Term,7,Agricultural Science,"Distribution of animals -- meaning , types and importance",7-8,"",false
Year 3,Noel Term,8,Agricultural Science,"Raising of seedlings in the nursery",7-8,"",false
Year 3,Noel Term,9,Agricultural Science,"Materials needed for growing crops",7-8,"",false
Year 3,Noel Term,1,Basic Science,"Changes in nature: meaning, types ( with examples)",7-8,"",false
Year 3,Noel Term,2,Basic Science,"Air in motion: meaning, effects and importance",7-8,"",false
Year 3,Noel Term,3,Basic Science,"Life cycle of plants and their features",7-8,"",false
Year 3,Noel Term,4,Basic Science,"Life cycle of animals and their features",7-8,"",false
