class,term,week,subject,topic,agegroup,context,generated
Year 2,Calvary Term,2,Numeracy,"Multiplication: multiplication table from 2-6, multiplication of 2-digits numbers by one (1) digit number without and with carrying ( including word problems)",6-7,"",true
Year 2,Calvary Term,3,Numeracy,"Division as a basic operation of arithmetic: understanding the meaning of division, application of division",6-7,"",true
Year 2,Calvary Term,4,Numeracy,"Factors and multiples of numbers",6-7,"",true
Year 2,Calvary Term,5,Numeracy,"Money: changing money not exceeding #100 from naira to Kobo - Shopping involving addition and subtraction with money not greater than #100 - Multiplication involving money with products not exceeding #100 - Concept of change or balance after buying and selling",6-7,"",true
Year 2,Calvary Term,6,Numeracy,"Measurements ( length and width) - Estimation of length and width ( in centimeters (cm) and meters (m) - Simple word problems involving measurements",6-7,"",true
Year 2,Calvary Term,7,Numeracy,"Fraction",6-7,"",true
Year 2,Calvary Term,8,Numeracy,"Division: finding the missing factors in a given numbers",6-7,"",true
Year 2,Calvary Term,9,Numeracy,"Data presentation: meaning of data presentation, pictogram, meaning of pictogram interpret and construct pictogram",6-7,"",true
Year 2,Summer Term,1,Numeracy,"Shapes: 2D & 3D shapes recognition used, mathematical names description of some features ( faces, edges)",6-7,"",true
Year 2,Summer Term,2,Numeracy,"Time: 0'clock, minutes past, minutes ½ and ¼",6-7,"",true
Year 2,Summer Term,3,Numeracy,"Roman numerals: 1-100",6-7,"",true
Year 2,Summer Term,4,Numeracy,"Division of 3 digit number by 1 digit number without remainder",6-7,"",true
Year 2,Summer Term,5,Numeracy,"Measurements -- length: standard and non- standard units and estimation. Conversion -- metre and centimetre. Addition and subtraction",6-7,"",true
Year 2,Summer Term,6,Numeracy,"Measurements -- area: recognition and shaping and comparison areas of various objects and shapes -- finding area of squares and rectangles",6-7,"",true
Year 2,Summer Term,7,Numeracy,"Measurements -- perimeter : recognition and description, addition of sides ( using standard units to find perimeter of rectangles, squares, triangles )",6-7,"",true
Year 2,Summer Term,8,Numeracy,"Measurements -- capacity / weight: direct comparison using standard and non-standard units (cl, l), addition of cl and l with sun not more than, subtraction from numbers up to 10cl or l",6-7,"",true
Year 2,Summer Term,9,Numeracy,"Geometry -- symmetry : concept of symmetry, identifying symmetrical shapes, lines of symmetry in various objects, folding various plane shapes along their lines of symmetry; finding the number of lines of symmetry in various shapes",6-7,"",true
Year 2,Calvary Term,1,Physical and Health Education,"P- movements of the body: shooting, heading, bending, stretching H- health and hygiene: meaning and method of purifying water",6-7,"",true
Year 2,Calvary Term,2,Physical and Health Education,"P- movements of our body: skipping and squatting H- Health and hygiene: process of purifying water",6-7,"",true
Year 2,Calvary Term,3,Physical and Health Education,"P- safety rules for basic movements H- Practical demonstration of water purification",6-7,"",true
Year 2,Calvary Term,4,Physical and Health Education,"P- football: brief history of football, basic skills, materials needed H- air pollution: meaning and causes",6-7,"",true
Year 2,Calvary Term,5,Physical and Health Education,"P- Safety rules in football H- environmental health: meaning, importance",6-7,"",true
Year 2,Calvary Term,6,Physical and Health Education,"P- Tennis: basic skills, materials needed H- safety education: meaning of safety and safety rules",6-7,"",true
Year 2,Calvary Term,7,Physical and Health Education,"P- Athletics: meaning of athletics, meaning of short distance race, benefits of running H- exercise",6-7,"",true
Year 2,Calvary Term,8,Physical and Health Education,"P- Safety rules in athletics H- Rest and sleep",6-7,"",true
Year 2,Calvary Term,9,Physical and Health Education,"P- javelin H- Good body posture: meaning, examples and importance",6-7,"",true
Year 2,Summer Term,1,Physical and Health Education,"P- throwing and catching at chest level H- conditions conducive to sleep and rest",6-7,"",true
Year 2,Summer Term,2,Physical and Health Education,"P- wheel barrow push H- what is balance diet",6-7,"",true
Year 2,Summer Term,3,Physical and Health Education,"P- forward roll H- what is food hygiene",6-7,"",true
Year 2,Summer Term,4,Physical and Health Education,"P- crab walk H- good way of eating",6-7,"",true
Year 2,Summer Term,5,Physical and Health Education,"P- sit up with and without partners H- accident and its classification",6-7,"",true
Year 2,Summer Term,6,Physical and Health Education,"P- cart wheels H- care of our food",6-7,"",true
Year 2,Summer Term,7,Physical and Health Education,"P- push up H- care of the ear",6-7,"",true
Year 2,Summer Term,8,Physical and Health Education,"P- kicking of balls H- safety and accident prevention",6-7,"",true
Year 2,Summer Term,9,Physical and Health Education,"P-bouncing of balls H- revision",6-7,"",true
Year 2,Calvary Term,1,Social Studies,"The community ( meaning, rules and regulations, community leaders)",6-7,"",true
Year 2,Calvary Term,2,Social Studies,"Road accident ( definition, causes and effects)",6-7,"",true
Year 2,Calvary Term,3,Social Studies,"First aid to road accident victims ( definition of first aid, first aid to road accident victims)",6-7,"",true
Year 2,Calvary Term,4,Social Studies,"Communication ( definition, ancient and modern means, importance)",6-7,"",true
Year 2,Calvary Term,5,Social Studies,"Keeping our environment clean ( ways and refuse disposal)",6-7,"",true
Year 2,Calvary Term,6,Social Studies,"Marriage ( definition, types)",6-7,"",true
Year 2,Calvary Term,7,Social Studies,"Traditional rites performed in a traditional marriage ( items/materials used in traditional marriage religion)",6-7,"",true
Year 2,Calvary Term,8,Social Studies,"Court marriage/marriage ordainees",6-7,"",true
Year 2,Calvary Term,9,Social Studies,"Medicine: classification of medicine ( understanding the meaning of analgesic, antibiotics medicines, understanding OTC drugs and prescription",6-7,"",true
Year 2,Summer Term,1,Social Studies,"Drugs and drug abuse: meaning, danger and way of preventing drug abuse",6-7,"",true
Year 2,Summer Term,2,Social Studies,"Harmful substances -- meaning , sources, danger and prevention of harmful substances",6-7,"",true
Year 2,Summer Term,3,Social Studies,"Herbal medicines -- meaning , examples and uses",6-7,"",true
Year 2,Summer Term,4,Social Studies,"Accidents -- meaning, types, causes and ways of preventing accident",6-7,"",true
Year 2,Summer Term,5,Social Studies,"Resources development: using raw materials to make more useful product",6-7,"",true
Year 2,Summer Term,6,Social Studies,"Division of labour: meaning and importance",6-7,"",true
Year 2,Summer Term,7,Social Studies,"Transportation -- meaning , types: ancient and modern means of transportation",6-7,"",true
Year 2,Summer Term,8,Social Studies,"Savings",6-7,"",true
Year 2,Summer Term,9,Social Studies,"Moral aspect of drug education and enforcement of drug laws",6-7,"",true
Year 2,Calvary Term,1,Vocational Studies,"Vegetables: meaning, types and benefits",6-7,"",true
Year 2,Calvary Term,2,Vocational Studies,"Fruits: meaning, types and benefits",6-7,"",true
Year 2,Calvary Term,3,Vocational Studies,"Differences between vegetables and fruits",6-7,"",true
Year 2,Calvary Term,4,Vocational Studies,"Containers: meaning, different types of containers",6-7,"",true
Year 2,Calvary Term,5,Vocational Studies,"Sporting equipment -- football",6-7,"",true
Year 2,Calvary Term,6,Vocational Studies,"Sporting equipment -- racket",6-7,"",true
Year 2,Calvary Term,7,Vocational Studies,"The body -- parts of the body",6-7,"",true
Year 2,Calvary Term,8,Vocational Studies,"Athletics -- vocations and tools in athletics",6-7,"",true
Year 2,Calvary Term,9,Vocational Studies,"Shoe cobbler and shoe maker: meaning, tools and differences",6-7,"",true
Year 2,Summer Term,1,Vocational Studies,"States of matters: liquid, solid and gas",6-7,"",true
Year 2,Summer Term,2,Vocational Studies,"Raw materials: meaning, types and importance",6-7,"",true
Year 2,Summer Term,3,Vocational Studies,"Finished product",6-7,"",true
Year 2,Summer Term,4,Vocational Studies,"Modern instruments that produces sound",6-7,"",true
Year 2,Summer Term,5,Vocational Studies,"Plumbing: meaning and tools",6-7,"",true
Year 2,Summer Term,6,Vocational Studies,"Barbing: meaning and tools",6-7,"",true
Year 2,Summer Term,7,Vocational Studies,"Welding: meaning and tools",6-7,"",true
Year 2,Summer Term,8,Vocational Studies,"Gathering and cutting of local instruments",6-7,"",true
Year 2,Summer Term,9,Vocational Studies,"Farming: meaning, tools and importance",6-7,"",true
Year 2,Calvary Term,1,Yoruba Language,"Kika silebu yoruba",6-7,"",true
Year 2,Calvary Term,2,Yoruba Language,"Kiko silebu yoruba",6-7,"",true
Year 2,Calvary Term,3,Yoruba Language,"Asiko/akoko to wa laarin ojo",6-7,"",true
Year 2,Calvary Term,4,Yoruba Language,"Asa Ile yoruba",6-7,"",true
Year 2,Calvary Term,5,Yoruba Language,"Owe keekeeke",6-7,"",true
Year 2,Calvary Term,6,Yoruba Language,"Ewi: ise login ise",6-7,"",true
Year 2,Calvary Term,7,Yoruba Language,"Oro ati idakeji",6-7,"",true
Year 2,Calvary Term,8,Yoruba Language,"Ihun gbolohun -- Oro oruko",6-7,"",true
Year 2,Calvary Term,9,Yoruba Language,"Ise sise lori oro oruko",6-7,"",true
Year 3,Calvary Term,1,Agricultural Science,"People involved in agricultural activities: roles of different people in agriculture",7-8,"",true
Year 3,Calvary Term,2,Agricultural Science,"Classification of farm animals: meaning, classes",7-8,"",true
Year 3,Calvary Term,3,Agricultural Science,"Uses of farm animals",7-8,"",true
Year 3,Calvary Term,4,Agricultural Science,"Aquaculture ( fish farming)",7-8,"",true
Year 3,Calvary Term,5,Agricultural Science,"Apiculture ( bee farming)",7-8,"",true
Year 3,Calvary Term,6,Agricultural Science,"Food processing: meaning, method and importance",7-8,"",true
Year 3,Calvary Term,7,Agricultural Science,"Food preservation: meaning, method and importance",7-8,"",true
Year 3,Calvary Term,8,Agricultural Science,"Weathering as a process of soil formation: meaning of weathering and types of weathering",7-8,"",true
Year 3,Calvary Term,9,Agricultural Science,"Weather and climate: meaning, types and importance to agriculture",7-8,"",true
Year 3,Summer Term,1,Agricultural Science,"Soil: meaning, types, properties and importance of each type",7-8,"",true
Year 3,Summer Term,2,Agricultural Science,"Soil fertility: meaning, ways of improving soil fertility and importance of soil fertility",7-8,"",true
Year 3,Summer Term,3,Agricultural Science,"Soil texture: meaning and importance of soil texture",7-8,"",true
Year 3,Summer Term,4,Agricultural Science,"Soil structure: meaning and importance",7-8,"",true
Year 3,Summer Term,5,Agricultural Science,"Soil profile: meaning and importance",7-8,"",true
Year 3,Summer Term,6,Agricultural Science,"Agriculture: meaning, types and importance",7-8,"",true
Year 3,Summer Term,7,Agricultural Science,"Branches of agriculture: crop production, livestock/ animals",7-8,"",true
Year 3,Summer Term,8,Agricultural Science,"Agricultural tools: meaning, types and examples",7-8,"",true
Year 3,Summer Term,9,Agricultural Science,"Maintenance of agricultural tools",7-8,"",true
Year 3,Calvary Term,1,Basic Science,"Water as a universal solvent: meaning of solvent, examples of solvent and water as a universal solvent",7-8,"",true
Year 3,Calvary Term,2,Basic Science,"Soluble and non-soluble substances: meaning, differences and examples",7-8,"",true
Year 3,Calvary Term,3,Basic Science,"The feeding system: set of teeth, types of teeth, functions of tongue and role of lips in the feeding system",7-8,"",true
Year 3,Calvary Term,4,Basic Science,"The digestive system: the process of food digestion, the digestive organs",7-8,"",true
Year 3,Calvary Term,5,Basic Science,"The alimentary canal: parts of the alimentary canal, diagram of the alimentary canal",7-8,"",true
Year 3,Calvary Term,6,Basic Science,"Changes in non- living things: rusting",7-8,"",true
Year 3,Calvary Term,7,Basic Science,"Simple circuit: meaning and uses",7-8,"",true
Year 3,Calvary Term,8,Basic Science,"Sounds and noise: meaning and differences",7-8,"",true
Year 3,Calvary Term,9,Basic Science,"Flower: parts and functions of part of flowers",7-8,"",true
Year 3,Summer Term,1,Basic Science,"Evaporation: meaning, experiments on evaporation, what happens in the evaporated water in the atmosphere, why rain falls and process of precipitation",7-8,"",true
Year 3,Summer Term,2,Basic Science,"Forces and magnet: meaning, types identification of magnetic and non-magnetic materials",7-8,"",true
Year 3,Summer Term,3,Basic Science,"Insulator and conductor : insulator -- rubbers, wood, foam e.t.c conductors -- most metals -- gold silver and cooper",7-8,"",true
Year 3,Summer Term,4,Basic Science,"Volume: meaning, measuring volume of liquid and measuring volume of irregular solid",7-8,"",true
Year 3,Summer Term,5,Basic Science,"Mass and weight: meaning, differences, similarities and standard units of measurement",7-8,"",true
Year 3,Summer Term,6,Basic Science,"Acid and base: meaning, examples and uses",7-8,"",true
Year 3,Summer Term,7,Basic Science,"Animals and humans: identification of animals, nutrition, ways water and nutrients are transported in animals/ humans",7-8,"",true
Year 3,Summer Term,8,Basic Science,"Skeletal and muscular system: meaning and locations in body and functions",7-8,"",true
Year 3,Summer Term,9,Basic Science,"Fruits: meaning, how fruits develop and classification of fruit with examples",7-8,"",true
Year 3,Calvary Term,1,Christian Religious Knowledge,"Jesus is the only way to God: John 4:6 and 3:1-7",7-8,"",true
Year 3,Calvary Term,2,Christian Religious Knowledge,"Jesus the good shepherd: the qualities of a good shepherd -- John 10:2-18, Psalm 23",7-8,"",true
Year 3,Calvary Term,3,Christian Religious Knowledge,"Jesus the bread of life: John 6:35, significance of Jesus as the bread of life, John 6:51",7-8,"",true
Year 3,Calvary Term,4,Christian Religious Knowledge,"The goodness of Jesus: John 2:1-11, Matthew 20:30",7-8,"",true
Year 3,Calvary Term,5,Christian Religious Knowledge,"How can a person be born again: John 3:1-8",7-8,"",true
Year 3,Calvary Term,6,Christian Religious Knowledge,"Wages of sin : Roman 3:23",7-8,"",true
Year 3,Calvary Term,7,Christian Religious Knowledge,"Christians as the light and salt of the world: Matthew 5:13, Luke 13:34-35, Matthew 5:15-16",7-8,"",true
Year 3,Calvary Term,8,Christian Religious Knowledge,"Suffering of Jesus: Luke 22:47-53, Matthew 36:57-68, suffering as Christians: John 15:18-29",7-8,"",true
Year 3,Calvary Term,9,Christian Religious Knowledge,"The death and resurrection of Jesus: Luke 22:33, and 23:46, and 24:1-6",7-8,"",true
Year 3,Summer Term,1,Christian Religious Knowledge,"Showing hospitality: the need for being hospitable -- Gen 18:1-6, 1 Kings,17:8-16, Luke 10:30, Roman 12:13, Hebrew 13:2",7-8,"",true
Year 3,Summer Term,2,Christian Religious Knowledge,"Showing love and unselfishness: our moral responsibilities -- showing unselfish love to others. The love between Jonathan and David -- 1 Samuel 18:1-13, 25:15-17",7-8,"",true
Year 3,Summer Term,3,Christian Religious Knowledge,"Showing desire for peaceful coexistence -- Gen 13:1-8, Matthew 5:21-25, Gen 31:1-11",7-8,"",true
Year 3,Summer Term,4,Christian Religious Knowledge,"Forbearance and understanding -- Gen 26:17-23",7-8,"",true
Year 3,Summer Term,5,Christian Religious Knowledge,"Kindness in action -- Ruth 1:22, 2:1-2, Luke 20:25-35",7-8,"",true
Year 3,Summer Term,6,Christian Religious Knowledge,"Helping people in trouble -- Luke 10:30-37",7-8,"",true
Year 3,Summer Term,7,Christian Religious Knowledge,"The blessedness of peace -- Makers -- Matthew 5:19, Acts 9:26-31, Philemon 4:21",7-8,"",true
Year 3,Summer Term,8,Christian Religious Knowledge,"Turning enemies to friends: Isaac in the face of provocation Gen 26:17-23, tolerance and love - proverbs 16:7",7-8,"",true
Year 3,Summer Term,9,Christian Religious Knowledge,"Identifying reasons for having peace",7-8,"",true
Year 3,Calvary Term,1,Citizenship,"Law and court: meaning of law and court, branches of law practiced in the court, courts in Nigeria, highest court in Nigeria, roles of law in our society",7-8,"",true
Year 3,Calvary Term,2,Citizenship,"Security education: meaning of security, security education, reasons for security education",7-8,"",true
Year 3,Calvary Term,3,Citizenship,"Security agencies in Nigeria: meaning, examples and functions",7-8,"",true
Year 3,Calvary Term,4,Citizenship,"Criminal behavior: concept of criminal behavior, causes, categories of crime, preventive measures against crime",7-8,"",true
Year 3,Calvary Term,5,Citizenship,"Violence: meaning, effects, examples, prevention",7-8,"",true
Year 3,Calvary Term,6,Citizenship,"Unity: meaning of unity, concept of national unity, importance of national unity",7-8,"",true
Year 3,Calvary Term,7,Citizenship,"Factors that promotes unity among people e.g sports, cultural activities",7-8,"",true
Year 3,Calvary Term,8,Citizenship,"UN: meaning, specific objectives, functions and countries in the united nations",7-8,"",true
Year 3,Calvary Term,9,Citizenship,"The rule of law in Nigeria: meaning, importance, Nigeria constitution",7-8,"",true
Year 3,Summer Term,1,Citizenship,"Nation: meaning, characteristics and make up of a nation",7-8,"",true
Year 3,Summer Term,2,Citizenship,"Africa countries ( Cote D'Ivoire and South Africa): the people and their occupation",7-8,"",true
Year 3,Summer Term,3,Citizenship,"Ethnic and ethnicity: meaning, causes, problems and solutions",7-8,"",true
Year 3,Summer Term,4,Citizenship,"Patriotism: meaning, reasons and importance",7-8,"",true
Year 3,Summer Term,5,Citizenship,"Taxation: meaning, importance and people to pay tax",7-8,"",true
Year 3,Summer Term,6,Citizenship,"Conflict and peaceful coexistence: meaning, causes and solutions",7-8,"",true
Year 3,Summer Term,7,Citizenship,"Citizenship: meaning and importance",7-8,"",true
Year 3,Summer Term,8,Citizenship,"Communication: meaning, types, importance and means of communication",7-8,"",true
Year 3,Summer Term,9,Citizenship,"National growth and development: meaning, benefits and ways",7-8,"",true
Year 3,Calvary Term,1,Computer Studies,"Input and output devices",7-8,"",true
Year 3,Calvary Term,2,Computer Studies,"C.P.U as the brain of the computer",7-8,"",true
Year 3,Calvary Term,3,Computer Studies,"Computer software: meaning, differences between system software and application of software",7-8,"",true
Year 3,Calvary Term,4,Computer Studies,"System software: meaning, key components of system software, functions and roles of system software",7-8,"",true
Year 3,Calvary Term,5,Computer Studies,"Operating system: meaning, examples of operating system (e.g MS-DOS, WINDOWS, ICONS, LINUX, UNIX, e.t.c)",7-8,"",true
Year 3,Calvary Term,6,Computer Studies,"Utilities: meaning, examples of utilities software ( e.g antivirus)",7-8,"",true
Year 3,Calvary Term,7,Computer Studies,"Application software: meaning, categories of application software, functions and characteristics of application software",7-8,"",true
Year 3,Calvary Term,8,Computer Studies,"Uses of computer software",7-8,"",true
Year 3,Calvary Term,9,Computer Studies,"Computer cables( meaning, types)",7-8,"",true
Year 3,Summer Term,1,Computer Studies,"Social media: meaning, various platform of social media ( Facebook, website, WhatsApp, Instagram) importance",7-8,"",true
Year 3,Summer Term,2,Computer Studies,"Components of a system units: meaning of disk drive, types of disk drive ( floppy disk, hard disk, C.D, ROM), do's and don't of using a disk drive",7-8,"",true
Year 3,Summer Term,3,Computer Studies,"Storage devices: meaning, types of Computer Studies storage devices -- digital or versatile disk, Read only memory",7-8,"",true
Year 3,Summer Term,4,Computer Studies,"Booting in Computer Studies: meaning and types of booting ( cold and warm booting)",7-8,"",true
