class,term,week,subject,topic,agegroup,context,generated
Year 4,Calvary Term,3,Numeracy,"Circle: properties of a circle, calculate the circumference of a circle ( with given radius, with given diameter), find the relationship between circumference and πd",8-9,"",true
Year 4,Calvary Term,4,Numeracy,"Weight: introduction to the idea of weight, presentation of weight scale ( g & kg ) changing g to kg, word problems involving kg and g",8-9,"",true
Year 4,Calvary Term,5,Numeracy,"Time: definition of average, speed, use formulary for speed in calculating and recording in km/hr, solving problems on average speed, word problem on average speed",8-9,"",true
Year 4,Calvary Term,6,Numeracy,"Temperature: meaning of temperature and types of thermometer, reading of temperature using thermometer, identifying the degrees of hotness, various objects and area (locations) in degree Celsius, word problem in temperature Area: calculation of areas of rectangles and squares by multiplying length and breadth, construction of a right -- angle triangle by dividing the rectangles into two halves along the diagonal to form the equal right -- angle , calculating are of right angle triangle( ½ × b × h)",8-9,"",true
Year 4,Calvary Term,7,Numeracy,"Capacity: presentation of an open cube of dimensions 10cm × 10 cm ×10 cm and containers that can control liquid - Find the relationship between litres and cubic centimeters (cm³) - Company two containers to know the capacity - Identify the use of litre as a unit of capacity and established relationship between litre and cm³",8-9,"",true
Year 4,Calvary Term,8,Numeracy,"Capacity: identifying types of containers that holds water, identify numbers of litres that a container can hold, revise the relationship between litres and cm³, word problem on capacity",8-9,"",true
Year 4,Summer Term,1,Numeracy,"Decimal fraction: addition and subtraction of decimal fraction including word problem",8-9,"",true
Year 4,Summer Term,2,Numeracy,"Decimal fraction: multiplication and division of decimal fraction including word problem",8-9,"",true
Year 4,Summer Term,3,Numeracy,"Shapes: classification of polygons using criteria such as number of right angles, regular or irregular, symmetrical property e.t.c",8-9,"",true
Year 4,Summer Term,4,Numeracy,"Volume of a cube and cuboid including property",8-9,"",true
Year 4,Summer Term,5,Numeracy,"Data presentation: bar chart, pictogram, histogram -- extracting and interpreting information presented in simple tables and list",8-9,"",true
Year 4,Summer Term,6,Numeracy,"Measurements of central tendency: mean, median and mode",8-9,"",true
Year 4,Summer Term,7,Numeracy,"Probability: understand and learn simple vocabularies including 'or', 'certain , likely: tossing of coins, throwing of dice, preparing tally from the data and others choices of events in daily life activities",8-9,"",true
Year 4,Summer Term,8,Numeracy,"Measurements: length, mass, capacity, use of addition and subtraction",8-9,"",true
Year 4,Summer Term,9,Numeracy,"Structure of the earth -- introduction of shapes that are spherical, shape of the earth, volume of the globe, comparing volume of a sphere and cuboid, Q/R involving, volume of sphere and cuboid",8-9,"",true
Year 4,Calvary Term,1,Physical and Health Education,"P- locomotive movements: meaning and types H- Communicable and non Communicable diseases",8-9,"",true
Year 4,Calvary Term,2,Physical and Health Education,"P- non locomotive movements: meaning and types H- preventive measures of diseases",8-9,"",true
Year 4,Calvary Term,3,Physical and Health Education,"P- middle distance races H- Common health signs and symptoms",8-9,"",true
Year 4,Calvary Term,4,Physical and Health Education,"P- high jump H- drug abuse: meaning, effects of harmful food",8-9,"",true
Year 4,Calvary Term,5,Physical and Health Education,"P- long jump H- harmful foods: meaning, how to identify harmful food, danger of eating harmful food",8-9,"",true
Year 4,Calvary Term,6,Physical and Health Education,"P- golf H- overfeeding: meaning and causes",8-9,"",true
Year 4,Calvary Term,7,Physical and Health Education,"P- middle distance races: meaning, types, skills H- underfeeding: meaning and causes",8-9,"",true
Year 4,Calvary Term,8,Physical and Health Education,"P- long distance races: meaning and skills H- nutritional deficiency: meaning and examples",8-9,"",true
Year 4,Calvary Term,9,Physical and Health Education,"P- gymnastic activities: meaning and types H- safety at home and school",8-9,"",true
Year 4,Summer Term,1,Physical and Health Education,"P- head stand with support H- care of the ear",8-9,"",true
Year 4,Summer Term,2,Physical and Health Education,"Head stand with support H- part of the ear and structure",8-9,"",true
Year 4,Summer Term,3,Physical and Health Education,"P- cart wheels H- smoking and its effects",8-9,"",true
Year 4,Summer Term,4,Physical and Health Education,"P- forward roll H- first aid and its objectives",8-9,"",true
Year 4,Summer Term,5,Physical and Health Education,"P- badminton skills- long and short service H- principles of first aid and qualities of a good aider",8-9,"",true
Year 4,Summer Term,6,Physical and Health Education,"P- badminton skills- back hand service H- safety and precautionary measures against accident",8-9,"",true
Year 4,Summer Term,7,Physical and Health Education,"P- table tennis- forehand service H- sports injuries and common sport injuries",8-9,"",true
Year 4,Summer Term,8,Physical and Health Education,"P- table tennis- back hand service H- wounds and its types",8-9,"",true
Year 4,Summer Term,9,Physical and Health Education,"P- singles and doubles in table tennis H- description of common sport injuries",8-9,"",true
Year 4,Calvary Term,1,Social Studies,"Leadership ( meaning of leadership, qualities of good leadership, importance of leadership",8-9,"",true
Year 4,Calvary Term,2,Social Studies,"Organization and cooperation ( definition of organization and cooperation, importance of organization and cooperation)",8-9,"",true
Year 4,Calvary Term,3,Social Studies,"Resources development (capitals) -- meaning of capitals and concept of resources development",8-9,"",true
Year 4,Calvary Term,4,Social Studies,"Resources distribution (meaning, fair distribution of resources, concept of raw materials)",8-9,"",true
Year 4,Calvary Term,5,Social Studies,"Social injustice ( meaning, types of group that fights against social injustice of child act policy)",8-9,"",true
Year 4,Calvary Term,6,Social Studies,"Wages and income ( meaning, importance and other method of rewarding or compensating workers)",8-9,"",true
Year 4,Calvary Term,7,Social Studies,"Power( Definition of power, authority, legitimacy and influence",8-9,"",true
Year 4,Calvary Term,8,Social Studies,"Human resources development",8-9,"",true
Year 4,Calvary Term,9,Social Studies,"National water supply ( concept of water supply, state national agencies in charge of water supply)",8-9,"",true
Year 4,Summer Term,1,Social Studies,"Puberty: meaning and stages of puberty",8-9,"",true
Year 4,Summer Term,2,Social Studies,"Constituted authorities: meaning and responsibilities of constituted authorities",8-9,"",true
Year 4,Summer Term,3,Social Studies,"Traffic regulations: meaning, needs, why we should obey traffic regulations and problems and solutions of traffic regulations",8-9,"",true
Year 4,Summer Term,4,Social Studies,"Accident victims: meaning and how to develop positive attitude towards accident victims",8-9,"",true
Year 4,Summer Term,5,Social Studies,"National consciousness: meaning, loyalty, evidence, consequences of loyalty and loyal service to the nation",8-9,"",true
Year 4,Summer Term,6,Social Studies,"Population and housing: meaning, types, need to provide adequate housing for people",8-9,"",true
Year 4,Summer Term,7,Social Studies,"Pollution: meaning, types, causes, effects and prevention",8-9,"",true
Year 4,Summer Term,8,Social Studies,"Physical development: meaning, factors that can contribute to the development of a child and stages and signs of development",8-9,"",true
Year 4,Calvary Term,1,Vocational Studies,"Our world: the plants",8-9,"",true
Year 4,Calvary Term,2,Vocational Studies,"The hospital: meaning, types and functions",8-9,"",true
Year 4,Calvary Term,3,Vocational Studies,"Marine engineering: meaning, tools and careers",8-9,"",true
Year 4,Calvary Term,4,Vocational Studies,"Pipes and plumbing: meaning of pipes and plumbing, plumbing tools, who is a plumber? And what he does, materials used in making pipes",8-9,"",true
Year 4,Calvary Term,5,Vocational Studies,"Welding: meaning, things done, tools used and process followed",8-9,"",true
Year 4,Calvary Term,6,Vocational Studies,"Forest workers / lumberman : meaning, methods of lumbering, instruments used by forest workers/ lumber man",8-9,"",true
Year 4,Calvary Term,7,Vocational Studies,"Banking: meaning, tools",8-9,"",true
Year 4,Calvary Term,8,Vocational Studies,"Secretariat studies: meaning, functions",8-9,"",true
Year 4,Calvary Term,9,Vocational Studies,"Designing: meaning, types and examples",8-9,"",true
Year 4,Summer Term,1,Vocational Studies,"Tailoring: meaning, tools and equipment",8-9,"",true
Year 4,Summer Term,2,Vocational Studies,"Blacksmith and goldsmith: meaning and tools",8-9,"",true
Year 4,Summer Term,3,Vocational Studies,"Mining: meaning, tools and equipment",8-9,"",true
Year 4,Summer Term,4,Vocational Studies,"Journalism: meaning, requirements and importance",8-9,"",true
Year 4,Summer Term,5,Vocational Studies,"Sound engineering: meaning and tools",8-9,"",true
Year 4,Summer Term,6,Vocational Studies,"Viewing gadgets: meaning and various viewing gadgets",8-9,"",true
Year 4,Summer Term,7,Vocational Studies,"Printing and publishing: meaning and processes",8-9,"",true
Year 4,Summer Term,8,Vocational Studies,"Masonry: meaning and tools",8-9,"",true
Year 4,Summer Term,9,Vocational Studies,"Practical: sound production",8-9,"",true
Year 4,Calvary Term,1,Yoruba Language,"Pontueson",8-9,"",true
Year 4,Calvary Term,2,Yoruba Language,"Ere: onitan",8-9,"",true
Year 4,Calvary Term,3,Yoruba Language,"Alo apagbe",8-9,"",true
Year 4,Calvary Term,4,Yoruba Language,"Awon owe Ile yoruba ati itumo won",8-9,"",true
Year 4,Calvary Term,5,Yoruba Language,"Alo onitan to ko lorin",8-9,"",true
Year 4,Calvary Term,6,Yoruba Language,"Aso wiwo ni Ile yoruba",8-9,"",true
Year 4,Calvary Term,7,Yoruba Language,"Oge sise ni aye atijo ati ode oni ni Ile yoruba",8-9,"",true
Year 4,Calvary Term,8,Yoruba Language,"Iwa rere ati iwa buruku",8-9,"",true
Year 4,Calvary Term,9,Yoruba Language,"Asiko Ogun",8-9,"",true
Year 5,Calvary Term,1,Agricultural Science,"General requirements for livestock production",9-10,"",true
Year 5,Calvary Term,2,Agricultural Science,"Animal feed: meaning, components, types and importance",9-10,"",true
Year 5,Calvary Term,3,Agricultural Science,"Common pest and diseases of crop plants",9-10,"",true
Year 5,Calvary Term,4,Agricultural Science,"Pest control: meaning of pest, meaning of pest control and method",9-10,"",true
Year 5,Calvary Term,5,Agricultural Science,"Classification of crops according to their lifespan and their uses",9-10,"",true
Year 5,Calvary Term,6,Agricultural Science,"General requirements for crop farming",9-10,"",true
Year 5,Calvary Term,7,Agricultural Science,"Farm equipment: meaning, classes, uses and maintenance",9-10,"",true
Year 5,Calvary Term,8,Agricultural Science,"Packaging of farm product: meaning, importance and method",9-10,"",true
Year 5,Calvary Term,9,Agricultural Science,"Careers in agricultural science",9-10,"",true
Year 5,Summer Term,1,Agricultural Science,"Agricultural marketing -- meaning of market and marketing of agricultural produce, agricultural marketing activities, types of marketing for agricultural produce",9-10,"",true
Year 5,Summer Term,2,Agricultural Science,"Farm records: meaning, types and uses of farm records",9-10,"",true
Year 5,Summer Term,3,Agricultural Science,"Farm records: records keeping, daily farm activities and events, purchase and sales in the farm",9-10,"",true
Year 5,Summer Term,4,Agricultural Science,"Irrigation: meaning, types and importance",9-10,"",true
Year 5,Summer Term,5,Agricultural Science,"Storage and processing: meaning, reasons, facilities and importance",9-10,"",true
Year 5,Summer Term,6,Agricultural Science,"Forestry and wildlife conservation",9-10,"",true
Year 5,Summer Term,7,Agricultural Science,"Agricultural policies in Nigeria,: OFN, SAP",9-10,"",true
Year 5,Summer Term,8,Agricultural Science,"Agricultural institute in Nigeria: FRIN, CRIN, IITA, NSPRI",9-10,"",true
Year 5,Summer Term,9,Agricultural Science,"Agricultural technology",9-10,"",true
Year 5,Calvary Term,1,Basic Science,"Environment-conservation: meaning, ways, afforestation, game reserve, irrigation",9-10,"",true
Year 5,Calvary Term,2,Basic Science,"Mineral resources: meaning, control, sources, locations of minerals and uses",9-10,"",true
Year 5,Calvary Term,3,Basic Science,"Raw materials and maintenance: meaning, importance and uses",9-10,"",true
Year 5,Calvary Term,4,Basic Science,"Energy conversion: concept of energy conversion, forms and importance",9-10,"",true
Year 5,Calvary Term,5,Basic Science,"Basic electricity: types, method of generating electricity, uses, conductor and non-conductors",9-10,"",true
Year 5,Calvary Term,6,Basic Science,"Friction: meaning, effects of friction, frictional force, advantages and disadvantages of frictional force",9-10,"",true
Year 5,Calvary Term,7,Basic Science,"Reproduction in male: meaning, purposes and reproductive organs",9-10,"",true
Year 5,Calvary Term,8,Basic Science,"Reproduction in female: meaning, purposes and reproductive organs",9-10,"",true
Year 5,Calvary Term,9,Basic Science,"Workshop safety: meaning of safety, rules that guides work shop",9-10,"",true
Year 5,Summer Term,1,Basic Science,"Evolution: meaning, evidence of evolution, identifying how plants and animals including humans resemble the parents in many features",9-10,"",true
Year 5,Summer Term,2,Basic Science,"Genetics: meaning, law of genetics, recessive and dominant genes",9-10,"",true
Year 5,Summer Term,3,Basic Science,"Vaccination: meaning, types and importance",9-10,"",true
Year 5,Summer Term,4,Basic Science,"Air: meaning, properties and composition",9-10,"",true
Year 5,Summer Term,5,Basic Science,"Light: meaning, how light is formed, how light travels, formation of rainbow, reflection and refraction",9-10,"",true
Year 5,Summer Term,6,Basic Science,"Measurements: meaning, standard units, types and units, olden days measurements",9-10,"",true
Year 5,Summer Term,7,Basic Science,"Viruses and bacteria: meaning, examples, diseases caused by viruses and bacteria",9-10,"",true
Year 5,Summer Term,8,Basic Science,"Magnetism: meaning, characteristics, magnetic and non-magnetic materials with e.g use of magnet",9-10,"",true
Year 5,Summer Term,9,Basic Science,"Saponification: meaning, processes and uses of soap",9-10,"",true
Year 5,Calvary Term,1,Christian Religious Knowledge,"Jesus the son of God: Matthew 3:1, 3:17 & 16:1-19",9-10,"",true
Year 5,Calvary Term,2,Christian Religious Knowledge,"Jesus leads us to the father: John 1:10-16, Psalm 23",9-10,"",true
Year 5,Calvary Term,3,Christian Religious Knowledge,"Jesus prays to the father for us: Matthew 5:43-48, Luke 23:33-43",9-10,"",true
Year 5,Calvary Term,4,Christian Religious Knowledge,"Jesus conquers the devil: Matthew4:1-11, Mark 9:17-29",9-10,"",true
Year 5,Calvary Term,5,Christian Religious Knowledge,"Jesus gives us the Golden rule : Matthew 7:1-27, Luke 6:31",9-10,"",true
Year 5,Calvary Term,6,Christian Religious Knowledge,"Jesus teaches us to forgive our enemies: Luke 15:11-24, Luke 23:39-43",9-10,"",true
Year 5,Calvary Term,7,Christian Religious Knowledge,"God's mercy on us: meaning of mercy, how God shows mercy to us, parable of the unmerciful servant: Matthew 18:21-34",9-10,"",true
Year 5,Calvary Term,8,Christian Religious Knowledge,"Fruits of the spirit: Galatians 5:21-23",9-10,"",true
Year 5,Calvary Term,9,Christian Religious Knowledge,"Jesus gives His life for us",9-10,"",true
Year 5,Summer Term,1,Christian Religious Knowledge,"The event of the day of Pentecost -- Act 2:1-14, John 15:7",9-10,"",true
Year 5,Summer Term,2,Christian Religious Knowledge,"Holy spirit makes us faithful",9-10,"",true
Year 5,Summer Term,3,Christian Religious Knowledge,"The influence of the holy spirit in our daily lives -- 2 Timothy 1:7, how holy spirit influence our life",9-10,"",true
Year 5,Summer Term,4,Christian Religious Knowledge,"The holy spirit makes us to love one another -- God loves is in us through the holy spirit",9-10,"",true
Year 5,Summer Term,5,Christian Religious Knowledge,"God sent his son to demonstrate love for us",9-10,"",true
Year 5,Summer Term,6,Christian Religious Knowledge,"The importance of loving one another",9-10,"",true
Year 5,Summer Term,7,Christian Religious Knowledge,"The reward of work with the holy spirit",9-10,"",true
Year 5,Summer Term,8,Christian Religious Knowledge,"The reward of working for God and walking with God",9-10,"",true
Year 5,Summer Term,9,Christian Religious Knowledge,"The reward of the Faithful servant -- Matthew 25:14-29.",9-10,"",true
Year 5,Calvary Term,1,Citizenship,"Tourism: meaning, importance and tourist sites in Nigeria",9-10,"",true
Year 5,Calvary Term,2,Citizenship,"Tourist sites in Africa",9-10,"",true
Year 5,Calvary Term,3,Citizenship,"Community leadership: meaning and importance",9-10,"",true
Year 5,Calvary Term,4,Citizenship,"Employment: meaning, types of employment, concept of wages and salary, benefits of job availability, importance of employment",9-10,"",true
Year 5,Calvary Term,5,Citizenship,"Unemployment: meaning, effects on national development, solutions",9-10,"",true
Year 5,Calvary Term,6,Citizenship,"Immigration: meaning, effects and benefits",9-10,"",true
Year 5,Calvary Term,7,Citizenship,"Emigration: meaning, effects and benefits",9-10,"",true
Year 5,Calvary Term,8,Citizenship,"Tolerance as a national values: meaning, importance",9-10,"",true
Year 5,Calvary Term,9,Citizenship,"Citizenship and naturalization: meaning of citizenship and naturalization, means of acquiring citizenship, differences between dual and multiple citizenship",9-10,"",true
Year 5,Summer Term,1,Citizenship,"Civil society: meaning, examples and characteristics of civil society",9-10,"",true
Year 5,Summer Term,2,Citizenship,"National unity",9-10,"",true
Year 5,Summer Term,3,Citizenship,"Social injustice: meaning, types and ways people communicate social injustice",9-10,"",true
Year 5,Summer Term,4,Citizenship,"War and conflict: meaning, causes and effects",9-10,"",true
Year 5,Summer Term,5,Citizenship,"Road to world peace: types of international organization and their common objectives and things involved in making peace",9-10,"",true
Year 5,Summer Term,6,Citizenship,"Law: meaning of law and institutions, role of law in our society",9-10,"",true
Year 5,Summer Term,7,Citizenship,"Influence: meaning, types, causes and effects",9-10,"",true
Year 5,Summer Term,8,Citizenship,"Attitude to victims of disaster: natural and un- natural disasters",9-10,"",true
Year 5,Summer Term,9,Citizenship,"Power: definition of terms( power, authority, legitimacy), sources and forms of power",9-10,"",true
Year 5,Calvary Term,1,Computer Studies,"Precautions with the use of computer hardware: precautions that should be taken in the use of the computer and by the computer user",9-10,"",true
Year 5,Calvary Term,2,Computer Studies,"Care of human ware: why we should take care of human ware",9-10,"",true
Year 5,Calvary Term,3,Computer Studies,"Drawing with computer: meaning, identifying different computer, drawing software, types of computer, drawing software e.g Corel draw",9-10,"",true
Year 5,Calvary Term,4,Computer Studies,"Paint program : description of paint, program, components of paint program and uses",9-10,"",true
Year 5,Calvary Term,5,Computer Studies,"Microsoft paint environment: meaning, exploring the Microsoft paint environment, basic tools and features",9-10,"",true
Year 5,Calvary Term,6,Computer Studies,"Computer and the society: small and large scale application of computer in the society",9-10,"",true
Year 5,Calvary Term,7,Computer Studies,"Computer as IPO ( input prices and output) system: meaning, examples of computer IPO system",9-10,"",true
Year 5,Calvary Term,8,Computer Studies,"Connecting different parts of a computer: how to connect the system unit, keyboard, monitor, mouse, printer, scanner e.t.c",9-10,"",true
Year 5,Calvary Term,9,Computer Studies,"Practical -- draw simple, drawing using computer ( Corel draw) or draw lines, eclipse, circle and rectangles using paint artists",9-10,"",true
Year 5,Summer Term,1,Computer Studies,"IT gadgets -- meaning, classification and examples",9-10,"",true
Year 5,Summer Term,2,Computer Studies,"IT gadgets -- uses and operation of IT gadget",9-10,"",true
Year 5,Summer Term,3,Computer Studies,"Search engines -- meaning, types and uses",9-10,"",true
Year 5,Summer Term,4,Computer Studies,"Social networking -- meaning, types and importance",9-10,"",true
Year 5,Summer Term,5,Computer Studies,"Understanding cyber bullying -- meaning of internet, cyber bullying, abuse of internet",9-10,"",true
Year 5,Summer Term,6,Computer Studies,"Cyber security -- meaning and",9-10,"",true
Year 5,Summer Term,7,Computer Studies,"IT and society -- meaning, small and large scale application of Computer Studies, misconception of IT, career opportunities",9-10,"",true
Year 5,Summer Term,8,Computer Studies,"Computer Studies language: meaning, uses and examples",9-10,"",true
Year 5,Summer Term,9,Computer Studies,"Introduction of forensic",9-10,"",true
Year 5,Calvary Term,1,Cultural and Creative Arts,"Imaginative composition: meaning and concept of imaginative composition, uses",9-10,"",true
Year 5,Calvary Term,2,Cultural and Creative Arts,"Imaginative drawing: definition, materials, processes",9-10,"",true
Year 5,Calvary Term,3,Cultural and Creative Arts,"Imaginative drawing: definition, materials and procedure",9-10,"",true
Year 5,Calvary Term,4,Cultural and Creative Arts,"Perspective: meaning, types and importance",9-10,"",true
Year 5,Calvary Term,5,Cultural and Creative Arts,"Valentine: card/decorations",9-10,"",true
Year 5,Calvary Term,6,Cultural and Creative Arts,"Painting -- still life",9-10,"",true
Year 5,Calvary Term,7,Cultural and Creative Arts,"Light and shape: meaning, how light reflects on object to show light and shadow",9-10,"",true
Year 5,Calvary Term,8,Cultural and Creative Arts,"Components of dance e.g movements, time, space, expressions, music e.t.c",9-10,"",true
Year 5,Calvary Term,9,Cultural and Creative Arts,"Easter activities: card making",9-10,"",true
Year 5,Summer Term,1,Cultural and Creative Arts,"Casting: meaning, process and personnel",9-10,"",true
Year 5,Summer Term,2,Cultural and Creative Arts,"Rehearsal: meaning, types and importance",9-10,"",true
Year 5,Summer Term,3,Cultural and Creative Arts,"Introduction to staging a play: meaning and roles of director in staging a play",9-10,"",true
Year 5,Summer Term,4,Cultural and Creative Arts,"Portrait painting : practical",9-10,"",true
Year 5,Summer Term,5,Cultural and Creative Arts,"Nigerian local architecture: meaning, forms and materials used in building traditional houses in Nigeria",9-10,"",true
Year 5,Summer Term,6,Cultural and Creative Arts,"Nigerian local architecture: the purpose, the basic consideration and areas where local architectural design can be found",9-10,"",true
Year 5,Summer Term,7,Cultural and Creative Arts,"Collage: meaning, materials, functions and steps in making collage",9-10,"",true
Year 5,Summer Term,8,Cultural and Creative Arts,"Musical notes: meaning, names of musical note and singing the scale in sofa notation (d:r:m:f:s:l:t:d)",9-10,"",true
Year 5,Summer Term,9,Cultural and Creative Arts,"Practical: land scape painting",9-10,"",true
Year 5,Calvary Term,1,Geography,"Some languages of the world: English, French, Italy, Portuguese, Latin, countries that speaks them",9-10,"",true
Year 5,Calvary Term,2,Geography,"The aerospace: definition, usage and examples",9-10,"",true
Year 5,Calvary Term,3,Geography,"Soil : meaning, importance and constituents",9-10,"",true
Year 5,Calvary Term,4,Geography,"Famous geographers in the world",9-10,"",true
Year 5,Calvary Term,5,Geography,"Migration: meaning and effects of migration",9-10,"",true
Year 5,Calvary Term,6,Geography,"Oceans of the world: meaning list of oceans in the world",9-10,"",true
Year 5,Calvary Term,7,Geography,"Global warming: meaning and effects",9-10,"",true
Year 5,Calvary Term,8,Geography,"Survey: meaning, types and importance",9-10,"",true
Year 5,Calvary Term,9,Geography,"Africa: countries, climate, map of Africa and languages spoken in Africa",9-10,"",true
Year 5,Summer Term,1,Geography,"The solar system: meaning and components",9-10,"",true
Year 5,Summer Term,2,Geography,"The movements of the earth- rotation and revolution of the earth, solar and lunar eclipse",9-10,"",true
Year 5,Summer Term,3,Geography,"Environmental problem- erosion, flooding, draught, hurricane, tsunami, tornado and earthquake",9-10,"",true
Year 5,Summer Term,4,Geography,"ECOWAS- meaning, members, and objectives; ECOMOG",9-10,"",true
Year 5,Summer Term,5,Geography,"Tourism in Nigeria: meaning, major tourist centers in Nigeria, economic importance of tourism in Nigeria",9-10,"",true
Year 5,Summer Term,6,Geography,"Terrorism: meaning, causes and effects",9-10,"",true
Year 5,Summer Term,7,Geography,"Land transportation",9-10,"",true
Year 5,Summer Term,8,Geography,"Communication: modern means of communication",9-10,"",true
Year 5,Summer Term,9,Geography,"Some inventors and their discoveries",9-10,"",true
Year 5,Calvary Term,1,History,"The discovery of electricity and railway engine",9-10,"",true
Year 5,Calvary Term,2,History,"The discovery of malaria and invention of vaccination",9-10,"",true
Year 5,Calvary Term,3,History,"The invention of television, airplane and the printing press",9-10,"",true
Year 5,Calvary Term,4,History,"Traditional religion in Nigeria: meaning and types",9-10,"",true
