class,term,week,subject,topic,agegroup,context,generated
Jss 1,Summer Term,8,Social Studies,"Safety Measures in Home, School and Workplace",10-11,"Learning safety practices: proper storage of dangerous items, fire prevention, first aid, emergency exits, maintaining clean environment",false
Jss 1,Summer Term,9,Social Studies,"Safety Guidelines for Pedestrians",10-11,"Learning pedestrian safety: walking on left side facing traffic, wearing bright colors at night, proper road crossing techniques",false
Jss 1,Summer Term,10,Social Studies,"Safety Guidelines for Cyclists and Motorists",10-11,"Understanding cyclist safety (helmets, protective gear, bright clothing) and motorist safety (seat belts, traffic rules, vehicle maintenance)",false
Jss 1,Noel Term,1,Yoruba Language,"Iro Ede: Konsonanti (Consonants)",10-11,"Learning Yoruba consonant sounds: b,d,f,g,gb,h,j,k,l,m,n,p,r,s,ṣ,t,w,y; practicing pronunciation and recognition",false
Jss 1,Noel Term,2,Yoruba Language,"Iro Ede: Faweli Airanmupe (Oral Vowels)",10-11,"Learning oral vowel sounds in Yoruba: a,e,ẹ,o,ọ,u; understanding pronunciation differences and proper articulation",false
Jss 1,Noel Term,3,Yoruba Language,"Iro Ede: Faweli Aránmúpè (Nasal Vowels)",10-11,"Learning nasal vowel sounds: an,ẹn,in,ọn,un; practicing nasalization in Yoruba pronunciation",false
Jss 1,Noel Term,4,Yoruba Language,"Onka: 501-1000 (Numbers 501-1000)",10-11,"Learning to count and recognize numbers from five hundred and one to one thousand in Yoruba; understanding number patterns",false
Jss 1,Noel Term,5,Yoruba Language,"Akaye: Kika ati Oye (Reading Comprehension)",10-11,"Reading age-appropriate Yoruba passages; answering comprehension questions orally and in writing to extract main ideas",false
Jss 1,Noel Term,6,Yoruba Language,"Akoto Atijo ati Ode Oni (Old and New Orthography)",10-11,"Understanding what orthography is; comparing old and new Yoruba writing systems; learning differences in vowels, consonants, tone marks",false
Jss 1,Noel Term,7,Yoruba Language,"Amulo Akoto Ode Oni (Modern Orthography Application)",10-11,"Applying modern Yoruba orthography in writing; understanding correct spelling, word division, tone marking in contemporary Yoruba",false
Jss 1,Noel Term,8,Yoruba Language,"Aroko Oniroyin (News Report Writing)",10-11,"Learning structure of news reports: title, introduction, body paragraphs, conclusion; writing news reports on events",false
Jss 1,Noel Term,9,Yoruba Language,"Leta: Orisii Meji (Types of Letters)",10-11,"Understanding two types of letters: gbefe (informal/personal) and aigbagbefe (formal/official); learning differences between them",false
Jss 1,Noel Term,10,Yoruba Language,"Kiko Leta Gbefe ati Aigbagbefe (Writing Letters)",10-11,"Learning letter format: address, date, salutation, body, closing; writing both informal and formal letters in Yoruba",false
Jss 1,Calvary Term,1,Yoruba Language,"Oro Oruko: Aiseda ati Iseda (Nouns: Simple and Derived)",10-11,"Understanding nouns in Yoruba; learning simple nouns (aiseda) and derived nouns (iseda) with examples",false
Jss 1,Calvary Term,2,Yoruba Language,"Iseda Oro Oruko (Formation of Nouns)",10-11,"Learning different methods of forming nouns in Yoruba through various word formation processes; practicing with examples",false
Jss 1,Calvary Term,3,Yoruba Language,"Agbeyewo Litireso Apileko (Prose Literature Analysis)",10-11,"Learning features to examine in written literature: theme, setting, characterization, plot, language use, style",false
Jss 1,Calvary Term,4,Yoruba Language,"Ogangan-ipo: Abuda Re (Context in Oral Literature)",10-11,"Understanding context in oral literature: participants (performers/audience), time, place, purpose, musical instruments, events, dialogue",false
Jss 1,Calvary Term,5,Yoruba Language,"Agbeyewo Litireso Alohun (Oral Literature Analysis)",10-11,"Learning to analyze oral literature considering context; understanding importance of performance setting in oral traditions",false
Jss 1,Calvary Term,6,Yoruba Language,"Isori Litireso Apileko (Types of Written Literature)",10-11,"Understanding three types of Yoruba written literature: poetry (ewi), prose fiction (itan aroso), drama (ere onitan)",false
Jss 1,Calvary Term,7,Yoruba Language,"Afiwe Litireso Apileko ati Alohun (Written vs Oral Literature)",10-11,"Comparing written and oral literature; understanding differences in features, presentation, and characteristics",false
Jss 1,Calvary Term,8,Yoruba Language,"Isori Litireso Alohun: Ewi (Oral Poetry Types)",10-11,"Learning oral poetry types: songs (orin), incantations (isale), chants (arangbo); understanding their features and purposes",false
Jss 1,Calvary Term,9,Yoruba Language,"Isori Litireso Alohun: Itan Aroso (Oral Narratives)",10-11,"Learning oral narrative types: folktales (alo onitan), myths (itan iwase), legends (itan akonikayefi); understanding storytelling",false
Jss 1,Calvary Term,10,Yoruba Language,"Isori Litireso Alohun: Ere Onitan (Oral Drama)",10-11,"Learning oral dramatic forms: masquerade performances (eegun alare), traditional festivals (odun ibile); understanding performance arts",false
Jss 1,Summer Term,1,Yoruba Language,"Isedale Omo Yoruba (Origin of Yoruba People)",10-11,"Learning history of Yoruba people from Oduduwa; understanding how Yoruba civilization began and spread",false
Jss 1,Summer Term,2,Yoruba Language,"Itankale Yoruba Leyin Iku Oduduwa (Yoruba Expansion)",10-11,"Understanding how Yoruba spread after Oduduwa's death to: Owu, Sabee, Ketu, Popo, Oyo, Ijesa, Ijebu, Egba territories",false
Jss 1,Summer Term,3,Yoruba Language,"Yoruba ni Okeere (Yoruba in Diaspora)",10-11,"Learning about Yoruba people in diaspora during slave trade: Saro, Americas, Brazil, Trinidad and Tobago, Caribbean Islands",false
Jss 1,Summer Term,4,Yoruba Language,"Awon Eya Yoruba (Yoruba Sub-Groups)",10-11,"Identifying Yoruba sub-groups: Egba, Ijebu, Yewa, Ondo, Ijesa, Ife, Onko, Oyo, Ekiti, Ibarapa, Igbomina, Ikale, Akoko, Awori, Owo",false
Jss 1,Summer Term,5,Yoruba Language,"Agbegbe Awon Eya Yoruba (Yoruba Regions on Map)",10-11,"Locating different Yoruba sub-groups on map of Yorubaland; understanding geographical distribution of Yoruba people",false
Jss 1,Summer Term,6,Yoruba Language,"Ilana Igbeyawo Ibile (Traditional Marriage Procedures)",10-11,"Learning traditional Yoruba marriage customs: courtship (ifojusode), middleman (alarima), inquiry (ijohun), introduction (itoro), dowry (idana), wedding",false
Jss 1,Summer Term,7,Yoruba Language,"Igbeyawo Ode Oni (Modern Marriage Types)",10-11,"Understanding contemporary marriage types: court wedding, church wedding, mosque wedding; comparing with traditional marriage",false
Jss 1,Summer Term,8,Yoruba Language,"Afiwe Igbeyawo Ibile ati Ode Oni (Traditional vs Modern Marriage)",10-11,"Comparing traditional and modern marriage practices; understanding similarities, differences, and cultural evolution",false
Jss 1,Summer Term,9,Yoruba Language,"Anfani Ikora-Eni-Nijanu (Benefits of Abstinence)",10-11,"Understanding benefits of sexual abstinence before marriage; learning about responsible behavior and self-control",false
Jss 1,Summer Term,10,Yoruba Language,"Ewu Ailekora-Eni-Nijanu (Dangers of Premarital Sex)",10-11,"Learning dangers: unwanted pregnancy, broken homes, sexually transmitted diseases (STDs), HIV/AIDS, unstable marriages",false
Jss 2,Noel Term,1,Business Studies,"The Reception Office and Receptionist",11-12,"Understanding the reception office, role of receptionist, their qualities, duties, and importance in an organization",false
Jss 2,Noel Term,2,Business Studies,"Receiving and Treating Visitors",11-12,"Learning proper procedures for welcoming visitors, appropriate office dress code, and telephone etiquette",false
Jss 2,Noel Term,3,Business Studies,"Documents Handled by Receptionist",11-12,"Identifying and designing visitor's book, telephone pad, and request forms used in reception office",false
Jss 2,Noel Term,4,Business Studies,"Office Correspondence and Mail Handling",11-12,"Understanding correspondence records (inward/outward books), ways mail enters organization, and mail handling procedures",false
Jss 2,Noel Term,5,Business Studies,"Office Documents: Sales Documents",11-12,"Learning about office documents, their types, preparation and uses of sales documents like invoices and receipts",false
Jss 2,Noel Term,6,Business Studies,"Office Documents: Purchase Documents",11-12,"Understanding purchase documents like purchase orders, delivery notes, and their preparation and uses",false
Jss 2,Noel Term,7,Business Studies,"Trade: Meaning, Importance and Forms",11-12,"Exploring trade as commercial activity, its importance, and forms including home trade and foreign trade",false
Jss 2,Noel Term,8,Business Studies,"Aids to Trade",11-12,"Understanding services that facilitate trade: banking, insurance, advertising, communication, transport, warehousing",false
Jss 2,Noel Term,9,Business Studies,"Role of Customs and Excise in Foreign Trade",11-12,"Learning about customs and excise duties, border control, import/export regulations in international trade",false
Jss 2,Noel Term,10,Business Studies,"Market: Meaning, Features and Types",11-12,"Understanding market concept, its features, and types including capital market, money market, and commodity market",false
Jss 2,Calvary Term,1,Business Studies,"Institutions and Instruments in Markets",11-12,"Identifying institutions like stock exchange, and instruments traded in capital, money, and commodity markets",false
Jss 2,Calvary Term,2,Business Studies,"Careers in the Capital Market",11-12,"Exploring career opportunities available in capital markets including stockbrokers, investment analysts, and traders",false
Jss 2,Calvary Term,3,Business Studies,"Buying and Selling: Cash and Credit",11-12,"Understanding buying and selling transactions by cash and credit; calculating turnover, markup, and net profit",false
Jss 2,Calvary Term,4,Business Studies,"Distribution and Channels of Distribution",11-12,"Learning about distribution process and channels: producer/manufacturer, wholesaler, retailer, and consumer",false
Jss 2,Calvary Term,5,Business Studies,"Functions of Distribution Channels",11-12,"Understanding specific roles and functions of each agent in the distribution chain from producer to consumer",false
Jss 2,Calvary Term,6,Business Studies,"Chemical Vendors and Safe Handling",11-12,"Identifying licensed chemical vendors, safe handling and distribution of chemicals, and effects of wrong handling",false
Jss 2,Calvary Term,7,Business Studies,"Commercial Banks and Banking Services",11-12,"Defining commercial banks, understanding banking services like savings, loans, transfers, and ethical issues in banking",false
Jss 2,Calvary Term,8,Business Studies,"Insurance: Services and Types",11-12,"Understanding insurance services and types of policies: vehicle, fire, burglary, marine, life, pension, and health",false
Jss 2,Calvary Term,9,Business Studies,"Benefits of Insurance",11-12,"Learning about advantages of insurance coverage, risk management, and financial security for individuals and businesses",false
Jss 2,Calvary Term,10,Business Studies,"Personal Qualities of an Entrepreneur",11-12,"Identifying characteristics needed for entrepreneurship: creativity, risk-taking, determination, innovation, leadership",false
Jss 2,Summer Term,1,Business Studies,"Business Opportunities: Local, National, International",11-12,"Understanding and identifying business opportunities available at local, national, and international levels",false
Jss 2,Summer Term,2,Business Studies,"Consumer Rights",11-12,"Learning about the eight universal consumer rights, origin of consumerism, and protection of consumer interests",false
Jss 2,Summer Term,3,Business Studies,"Consumer Responsibilities",11-12,"Understanding duties and responsibilities of consumers in the marketplace including informed purchasing decisions",false
Jss 2,Summer Term,4,Business Studies,"Shopping Tips: Needs vs Wants",11-12,"Differentiating between needs and wants, making wise purchasing decisions, and avoiding impulse buying",false
Jss 2,Summer Term,5,Business Studies,"Impulse Buying and After-Sales Services",11-12,"Understanding effects of impulse buying and importance of after-sales services like warranty and installation",false
Jss 2,Summer Term,6,Business Studies,"Transparency, Accountability and Probity (TAP)",11-12,"Understanding TAP in business ethics, need for ethical practices, due process, and challenges of lack of TAP",false
Jss 2,Summer Term,7,Business Studies,"Ledger and Ledger Entries",11-12,"Learning about ledgers, items on ledger (date, particulars, folio, amount), recording cash receipts and payments",false
Jss 2,Summer Term,8,Business Studies,"Discounts and Contra Entries in Ledger",11-12,"Understanding how to record discount received, discount allowed, and making contra entries in ledger books",false
Jss 2,Summer Term,9,Business Studies,"Petty Cash Book and Imprest System",11-12,"Learning about petty cash book, its columns, recording small expenses, and understanding imprest system operation",false
Jss 2,Summer Term,10,Business Studies,"Cash Book: Types and Preparation",11-12,"Understanding cash book, types (single column, two column), recording cash and bank transactions, preparing cash book",false
Jss 2,Noel Term,1,Christian Religious Studies,"The Annunciation of Jesus' Birth",11-12,"Understanding prophecies from Isaiah and the angel's announcement to Mary about Jesus' birth (Luke 1:26-35)",false
Jss 2,Noel Term,2,Christian Religious Studies,"The Birth of Jesus Christ",11-12,"Narrating the nativity story in Bethlehem; Mary and Joseph's journey and Jesus being born in a manger",false
Jss 2,Noel Term,3,Christian Religious Studies,"The Visit of the Wise Men",11-12,"Studying the magi's visit to baby Jesus and the significance of their gifts: gold, frankincense, and myrrh",false
Jss 2,Noel Term,4,Christian Religious Studies,"The Visit of the Shepherds",11-12,"Understanding the angel's announcement to shepherds and their visit to worship the newborn Jesus",false
Jss 2,Noel Term,5,Christian Religious Studies,"The Value of Virginity",11-12,"Learning about Mary's virgin birth and the importance of sexual purity before marriage; consequences of premarital sex",false
Jss 2,Noel Term,6,Christian Religious Studies,"Jesus and His Family",11-12,"Identifying Jesus' siblings, Joseph's profession as a carpenter, and Jesus' obedience to His earthly parents",false
Jss 2,Noel Term,7,Christian Religious Studies,"Jesus' Understanding of True Family",11-12,"Understanding Jesus' teaching that those who do God's will are His true family (Matthew 12:46-50)",false
Jss 2,Noel Term,8,Christian Religious Studies,"John the Baptist: Forerunner of Jesus",11-12,"Learning about John's ministry, his preaching of repentance, and preparation for Jesus' coming (Mark 1:1-8)",false
Jss 2,Noel Term,9,Christian Religious Studies,"The Baptism of Jesus",11-12,"Understanding Jesus' baptism by John, the Holy Spirit descending like a dove, and God's voice from heaven",false
Jss 2,Noel Term,10,Christian Religious Studies,"The Temptation of Jesus",11-12,"Studying the three temptations by Satan in the wilderness and how Jesus overcame them using Scripture",false
Jss 2,Calvary Term,1,Christian Religious Studies,"Significance of Jesus' Baptism and Temptation",11-12,"Understanding why Jesus was baptized and tempted; relating these events to Christian commitment and overcoming sin",false
Jss 2,Calvary Term,2,Christian Religious Studies,"Temptations in Nigeria Today",11-12,"Identifying modern temptations like corruption, examination malpractice, cultism; learning ways to overcome them",false
Jss 2,Calvary Term,3,Christian Religious Studies,"The Call of the First Four Disciples",11-12,"Narrating how Jesus called Peter, Andrew, James, and John from their fishing boats to become fishers of men",false
Jss 2,Calvary Term,4,Christian Religious Studies,"The Call of the Twelve Apostles",11-12,"Learning the names of all twelve disciples and understanding their selection and commissioning by Jesus",false
Jss 2,Calvary Term,5,Christian Religious Studies,"The Demands of Discipleship",11-12,"Understanding the cost of following Jesus: forsaking all, taking up the cross, and putting God first (Luke 14:25-34)",false
Jss 2,Calvary Term,6,Christian Religious Studies,"The Beatitudes",11-12,"Studying and memorizing the nine beatitudes from the Sermon on the Mount (Matthew 5:1-12)",false
Jss 2,Calvary Term,7,Christian Religious Studies,"Christians as Salt and Light",11-12,"Understanding Jesus' teaching that Christians should be moral preservatives and illuminate the world by good works",false
Jss 2,Calvary Term,8,Christian Religious Studies,"Jesus' Teaching on Forgiveness and Revenge",11-12,"Learning Jesus' commands to forgive enemies, turn the other cheek, and love those who persecute us",false
Jss 2,Calvary Term,9,Christian Religious Studies,"Jesus' Teaching on Prayer, Fasting, and Money",11-12,"Understanding proper attitudes toward prayer, fasting, material wealth, and avoiding anxiety about provisions",false
Jss 2,Calvary Term,10,Christian Religious Studies,"The Parables of Jesus: Meaning and Purpose",11-12,"Understanding what parables are, why Jesus used them to teach spiritual truths through earthly stories",false
Jss 2,Summer Term,1,Christian Religious Studies,"Parable of the Sower",11-12,"Learning about different types of soil representing human hearts and their response to God's word (Matthew 13:1-23)",false
Jss 2,Summer Term,2,Christian Religious Studies,"Parable of the Wheat and Tares",11-12,"Understanding the coexistence of good and evil until judgment day; God's patience with sinners (Matthew 13:24-43)",false
Jss 2,Summer Term,3,Christian Religious Studies,"Parables About God's Love for Sinners",11-12,"Studying the Lost Sheep, Lost Coin, and Prodigal Son parables showing God's joy when sinners repent",false
Jss 2,Summer Term,4,Christian Religious Studies,"The Triumphant Entry into Jerusalem",11-12,"Narrating Jesus' entry on a donkey, crowds waving palm branches and shouting 'Hosanna' (Matthew 21:1-11)",false
Jss 2,Summer Term,5,Christian Religious Studies,"The Last Supper",11-12,"Understanding the institution of Holy Communion, Jesus washing disciples' feet, and predicting His betrayal",false
Jss 2,Summer Term,6,Christian Religious Studies,"The Betrayal, Arrest, and Peter's Denial",11-12,"Learning about Judas' betrayal with a kiss, Jesus' arrest, and Peter denying Jesus three times",false
Jss 2,Summer Term,7,Christian Religious Studies,"The Trial of Jesus",11-12,"Understanding Jesus' trials before Jewish and Roman authorities; false accusations and condemnation to death",false
Jss 2,Summer Term,8,Christian Religious Studies,"The Crucifixion and Death of Jesus",11-12,"Studying Jesus' suffering on the cross, the seven last words, and miraculous events at His death",false
Jss 2,Summer Term,9,Christian Religious Studies,"The Burial of Jesus",11-12,"Learning about Joseph of Arimathea requesting Jesus' body and burial in a new tomb with a sealed stone",false
Jss 2,Summer Term,10,Christian Religious Studies,"The Resurrection and Appearances of Jesus",11-12,"Understanding the empty tomb, Mary Magdalene's encounter, and Jesus' post-resurrection appearances to disciples",false
Jss 2,Noel Term,5,Computer Studies,"Introduction to BASIC Programming",11-12,"Learning what BASIC stands for (Beginners All-purpose Symbolic Instruction Code), understanding BASIC character set and key statements",false
Jss 2,Noel Term,9,Computer Studies,"Computer and Internet Misuse",11-12,"Identifying and understanding various ways computers and the internet can be misused or abused, and the consequences of such actions",false
Jss 2,Noel Term,1,English Language,"Reading to Understand the Writer's Purpose",11-12,"Learning to identify the author's intention in passages (to persuade, inform, convince, entertain, etc.) by recognizing key words and expressions that signal the writer's purpose, using passages on contemporary issues like HIV/AIDS, corruption, road safety",false
Jss 2,Noel Term,2,English Language,"Reading for Word Meanings in Context",11-12,"Using context clues from surrounding words, phrases, and sentences to figure out meanings of unfamiliar words, learning to identify alternative words that fit the context, and using prior knowledge to infer word meanings",false
Jss 2,Noel Term,3,English Language,"Critical Reading - Facts and Opinions",11-12,"Understanding critical reading as evaluating information presented, learning the steps (surveying, skimming, line-by-line reading, recalling, re-reading), and distinguishing between facts (verifiable statements) and opinions (personal beliefs) in passages",false
Jss 2,Noel Term,4,English Language,"Reading for Speed",11-12,"Learning conditions for speed reading including good eyesight, avoiding word vocalization, avoiding regressive reading, increasing eye span, reading phrases instead of words, and practicing techniques like surveying, scanning, and skimming",false
Jss 2,Noel Term,5,English Language,"Reading for Summary - Identifying Key Ideas",11-12,"Learning to identify topic sentences (main idea of paragraph), key ideas in different paragraphs, and words/expressions that signal main points in passages on national issues like unemployment, poverty, insecurity, religious conflicts",false
Jss 2,Noel Term,6,English Language,"Writing an Outline",11-12,"Learning to organize ideas before writing by identifying main and supporting ideas, arranging ideas in logical sequence, and writing appropriate introduction and conclusion for essays and passages on contemporary topics",false
Jss 2,Noel Term,7,English Language,"Composition Writing - Types and Elements",11-12,"Understanding different types of composition (narrative, descriptive, argumentative, expository), learning the elements of composition (pre-writing, writing, editing) with focus on introduction, body, and conclusion, especially expository and argumentative essays",false
Jss 2,Noel Term,8,English Language,"Letter Writing - Formal and Informal",11-12,"Learning the differences between formal letters (two addresses, formal salutation, specific format) and informal letters (one address, casual tone), understanding appropriate formats and conventions for different situations and purposes",false
Jss 2,Noel Term,9,English Language,"Summary Writing - Consumer and Social Influence",11-12,"Practicing summary writing skills using passages on consumer topics including roles of consumers in the market, factors influencing buying decisions, and types of consumer decision-making processes (impulse buying, routine response, rational buying)",false
Jss 2,Noel Term,10,English Language,"Oral Comprehension - Listening Skills",11-12,"Developing listening comprehension by identifying main ideas, key terms, writer's moods and intentions from speeches and materials on topics like family, discipline, infectious diseases, peace, examination malpractice, environment, and cultural practices",false
Jss 2,Calvary Term,1,English Language,"Speeches - Intonation, Stress and Rhythm",11-12,"Learning to identify and use correct intonation patterns in statements, questions, and commands, recognizing correct pause points in sentences, and identifying appropriate rhythm in poems on human rights, gender issues, value re-orientation, peace education",false
Jss 2,Calvary Term,2,English Language,"Speeches - Question Tags",11-12,"Understanding and using question tags correctly (e.g., 'isn't she?', 'isn't he?'), learning appropriate stress and intonation patterns when forming questions and their tags, and practicing responses to tag questions",false
Jss 2,Calvary Term,3,English Language,"Revision of Sounds - Vowels and Consonants",11-12,"Reviewing and practicing accurate pronunciation of all English vowel sounds (a, e, i, o, u) and consonant sounds (t, g, k, l, p, s, etc.) both in isolation and in context, including consonant clusters",false
Jss 2,Calvary Term,4,English Language,"Parts of Speech - Nouns, Pronouns, Verbs, Adjectives",11-12,"Identifying and understanding the features and functions of nouns (naming words), pronouns (replacement words), verbs (action/state words), and adjectives (describing words) in passages, and making correct sentences using these parts of speech",false
Jss 2,Calvary Term,5,English Language,"Parts of Speech - Adverbs, Conjunctions, Prepositions",11-12,"Learning to identify adverbs (modify verbs), conjunctions (joining words), and prepositions (position/relationship words) in passages on gender issues, population/family life, and peace, understanding their functions and making sentences with them",false
Jss 2,Calvary Term,6,English Language,"Adverbials and Tenses",11-12,"Understanding kinds of adverbials (reason, purpose, condition, contrast) and their use in sentences, learning to identify and use different tenses (present, past, future) correctly in context with passages on culture, human rights, indiscipline",false
Jss 2,Calvary Term,7,English Language,"Active and Passive Verbs",11-12,"Learning to identify active voice (subject performs action) and passive voice (subject receives action) in passages on conflict resolution, corruption, unemployment, and entrepreneurship, practicing conversion between active and passive forms",false
Jss 2,Calvary Term,8,English Language,"Direct and Indirect Speech",11-12,"Understanding the difference between direct speech (exact words spoken) and indirect/reported speech (paraphrased words), learning to convert statements, commands, and requests from direct to indirect speech and vice versa",false
Jss 2,Calvary Term,9,English Language,"Prose - Short Stories and Novelettes",11-12,"Reading and analyzing short stories and novelettes on climate change, road crashes, honesty and fair play, identifying types of prose (narrative, descriptive) and features like plot, characterization, setting, theme, language, and moral lessons",false
Jss 2,Calvary Term,10,English Language,"Nigerian and African Folktales",11-12,"Learning about features of folktales (didactic, entertaining, magical, riddles), retelling and explaining Nigerian and African folktales, identifying moral lessons, and understanding the cultural significance of oral storytelling traditions",false
Jss 2,Summer Term,1,English Language,"Popular Myths and Legends",11-12,"Studying African and non-African myths and legends, identifying their features (magic, supernatural, superstitious elements), understanding themes, learning moral lessons, and appreciating how myths explain natural phenomena and cultural beliefs",false
Jss 2,Summer Term,2,English Language,"Poetry - Types and Language",11-12,"Reading and analyzing different types of poems (narratives, ballads), understanding the unique language of poetry (concise, figurative, elevated), explaining meanings of poems, and writing simple poems using poetic techniques",false
Jss 2,Summer Term,3,English Language,"Drama - Kinds and Features",11-12,"Reading and dramatizing plays, identifying different kinds of drama and their features, understanding the message/theme of dramatic texts, recognizing essential props and costumes, and writing simple plays with proper dramatic structure",false
Jss 2,Summer Term,4,English Language,"Figures of Speech - Irony and Hyperbole",11-12,"Understanding irony (saying opposite of literal meaning for humorous effect) and hyperbole (deliberate exaggeration for emphasis), identifying these figures of speech in literature texts, and constructing sentences using irony and hyperbole correctly",false
Jss 2,Summer Term,5,English Language,"Narrative Composition Writing",11-12,"Developing skills in narrative writing by learning story structure (beginning, middle, end), character development, plot construction, use of dialogue, descriptive language, and creating engaging narratives on various topics and experiences",false
