class,term,week,subject,topic,agegroup,context,generated
Year 3,Summer Term,8,History,"Christianity: meaning, importance of Christianity in Nigeria",7-8,"",true
Year 3,Summer Term,9,History,"Christian missionaries in Nigeria: David Livingstone, Reverend Ajayi Crowther, Mary Slessor, Reverend Henry Townsend, Pa Elton",7-8,"",true
Year 3,Calvary Term,1,Home Economics,"Wants and needs: meaning and differences",7-8,"",true
Year 3,Calvary Term,2,Home Economics,"Financial management: meaning, money matter ( money and where it comes from) importance",7-8,"",true
Year 3,Calvary Term,3,Home Economics,"Budgeting and making choices : meaning and importance",7-8,"",true
Year 3,Calvary Term,4,Home Economics,"Savings: meaning and importance",7-8,"",true
Year 3,Calvary Term,5,Home Economics,"The food menu: meaning, uses and importance",7-8,"",true
Year 3,Calvary Term,6,Home Economics,"The art of cooking at home: principles that guides cooking a proper meal at home",7-8,"",true
Year 3,Calvary Term,7,Home Economics,"Personal clothing: Meaning, types and care of personal clothing",7-8,"",true
Year 3,Calvary Term,8,Home Economics,"Clothes arrangements: sorting according to ( size, uses and occasions), sorting according to ( colors, texture and fabrics)",7-8,"",true
Year 3,Calvary Term,9,Home Economics,"Practical -- Acts of mending -- using needle and thread",7-8,"",true
Year 3,Summer Term,1,Home Economics,"Communicable and non Communicable diseases: meaning, examples, causes, effects and solutions",7-8,"",true
Year 3,Summer Term,2,Home Economics,"Immunization: meaning, types and health importance",7-8,"",true
Year 3,Summer Term,3,Home Economics,"Nutritional value: meaning and composition of selected food products",7-8,"",true
Year 3,Summer Term,4,Home Economics,"Enzymes: meaning, examples and functions",7-8,"",true
Year 3,Summer Term,5,Home Economics,"Nutrients deficiency diseases: meaning and examples",7-8,"",true
Year 3,Summer Term,6,Home Economics,"Cooking method: meaning, various cooking method",7-8,"",true
Year 3,Summer Term,7,Home Economics,"Cooking tools: meaning, classes and uses",7-8,"",true
Year 3,Summer Term,8,Home Economics,"Home management skills: meaning, sweeping, dusting, mopping, washing",7-8,"",true
Year 3,Summer Term,9,Home Economics,"Practical",7-8,"",true
Year 3,Calvary Term,1,Literacy,"Parts of speech -- nouns ( meaning and all types of noun with examples)",7-8,"",true
Year 3,Calvary Term,2,Literacy,"Parts of speech -- adjectives ( meaning, examples and uses)",7-8,"",true
Year 3,Calvary Term,3,Literacy,"Parts of speech -- verbs ( meaning, examples and uses)",7-8,"",true
Year 3,Calvary Term,4,Literacy,"Parts of speech -- pronouns ( meaning, examples and uses)",7-8,"",true
Year 3,Calvary Term,5,Literacy,"Subject -- verb agreement",7-8,"",true
Year 3,Calvary Term,6,Literacy,"Using adverb of comparison",7-8,"",true
Year 3,Calvary Term,7,Literacy,"Prefixes and suffixes",7-8,"",true
Year 3,Calvary Term,8,Literacy,"Introduction to letter writing -- meaning and types of letters",7-8,"",true
Year 3,Calvary Term,9,Literacy,"Building a dictionary skills -- meaning of dictionary, uses of a dictionary, how to use a dictionary",7-8,"",true
Year 3,Summer Term,1,Literacy,"Tenses -- present perfect tense and uses, past perfect tense and uses",7-8,"",true
Year 3,Summer Term,2,Literacy,"Adjectives: meaning, identifying of adjectives and degrees of comparing adjectives",7-8,"",true
Year 3,Summer Term,3,Literacy,"Active and passive sentences",7-8,"",true
Year 3,Summer Term,4,Literacy,"Direct and indirect speech",7-8,"",true
Year 3,Summer Term,5,Literacy,"Punctuation: full stop (.), Apostrophe () comma ()",7-8,"",true
Year 3,Summer Term,6,Literacy,"Antonyms and synonyms",7-8,"",true
Year 3,Summer Term,7,Literacy,"Subject and predicate, pronouns",7-8,"",true
Year 3,Summer Term,8,Literacy,"Word formation: prefixes and suffixes",7-8,"",true
Year 3,Summer Term,9,Literacy,"Figure of speech: simile, metaphor, pun, hyperbole and personification",7-8,"",true
Year 3,Calvary Term,1,Moral Instructions,"Perseverance",7-8,"",true
Year 3,Calvary Term,2,Moral Instructions,"Self esteem",7-8,"",true
Year 3,Calvary Term,3,Moral Instructions,"Favoritism",7-8,"",true
Year 3,Calvary Term,4,Moral Instructions,"Confidence",7-8,"",true
Year 3,Calvary Term,5,Moral Instructions,"Cheerfulness",7-8,"",true
Year 3,Calvary Term,6,Moral Instructions,"Obedience",7-8,"",true
Year 3,Calvary Term,7,Moral Instructions,"Courtesy",7-8,"",true
Year 3,Calvary Term,8,Moral Instructions,"Respect for elders",7-8,"",true
Year 3,Calvary Term,9,Moral Instructions,"Positive thinking",7-8,"",true
Year 3,Summer Term,1,Moral Instructions,"Spending time wisely",7-8,"",true
Year 3,Summer Term,2,Moral Instructions,"Self reliance",7-8,"",true
Year 3,Summer Term,3,Moral Instructions,"Anger and fear",7-8,"",true
Year 3,Summer Term,4,Moral Instructions,"Voluntary service",7-8,"",true
Year 3,Summer Term,5,Moral Instructions,"Responsibility",7-8,"",true
Year 3,Summer Term,6,Moral Instructions,"Participating in different projects and games",7-8,"",true
Year 3,Summer Term,7,Moral Instructions,"Table manners",7-8,"",true
Year 3,Summer Term,8,Moral Instructions,"Participating in different projects and games",7-8,"",true
Year 3,Calvary Term,1,Numeracy,"Multiplication: multiplication of whole numbers by 2 digits numbers not exceeding 50, multiplication of decimal by 2 digit numbers, multiplication of decimal by decimal",7-8,"",true
Year 3,Calvary Term,2,Numeracy,"Estimation: rounding off decimals to the nearest whole number - Estimation of sums (e.g 7.8 and 8.9) - Estimation of products (e.g 2.1 and 3.8)",7-8,"",true
Year 3,Calvary Term,3,Numeracy,"Open sentence: open sentence in addition ( e.g 12+?= 36) - Open sentence in subtraction ( e.g ?-6= 13) - Open sentences in multiplication (6 × ? =30) - Open sentence in division(?÷8 = 3)",7-8,"",true
Year 3,Calvary Term,4,Numeracy,"Money: addition of money (#7.50+6.60), - Subtraction of money (#27.50-#19.60) - Word problem on addition & subtraction of money",7-8,"",true
Year 3,Calvary Term,5,Numeracy,"Money: multiplication of money by a whole number - Division of money by a whole number - Word problems on multiplication and division of money by a whole number - Calculation of profit ( profit = selling price i.e price i.e SP -- CP)",7-8,"",true
Year 3,Calvary Term,6,Numeracy,"Weight: addition and subtraction of weight in kilograms and grams, multiplication and division of weight in kg and g by whole numbers",7-8,"",true
Year 3,Calvary Term,7,Numeracy,"Time: telling the time on the clock as shown on the clock chart or clock, changing from minutes to seconds, hours to minutes and vice versa, the calendar and date",7-8,"",true
Year 3,Calvary Term,8,Numeracy,"Time: concept of AM and PM to indicate time of the day, solve more problems on the use of 'am' and 'pm'",7-8,"",true
Year 3,Calvary Term,9,Numeracy,"Calendar formation: reading a calendar, building a calendar",7-8,"",true
Year 3,Summer Term,1,Numeracy,"2D and 3D shapes: identification of right angle, ∆, recognition of shapes with units of symmetry deriving and using the formulae",7-8,"",true
Year 3,Summer Term,2,Numeracy,"Area: meaning and units of measurement of areas, areas of rectangles and squares, word problems involving area",7-8,"",true
Year 3,Summer Term,3,Numeracy,"Plane shapes: identification of shapes in symmetry and non- symmetry lines, locations of lines of symmetry of different shapes",7-8,"",true
Year 3,Summer Term,4,Numeracy,"Construction of plane shapes: identification of right, acute, obtuse",7-8,"",true
Year 3,Summer Term,5,Numeracy,"Compass bearing: meaning construction and Q/R's in compass bearing",7-8,"",true
Year 3,Summer Term,6,Numeracy,"Measurements: time -- identification and reading of clock to ½ hr and ¼ hr, telling time in minutes, changing seconds to minutes and minutes to seconds, word problem on time",7-8,"",true
Year 3,Summer Term,7,Numeracy,"Measurements: length -- changing from centimetre to metre and metre to centimetre, addition and subtraction of kilometer and meter, multiplication and division of length, word problem on length",7-8,"",true
Year 3,Summer Term,8,Numeracy,"Measurements: capacity and its units of measurement, words problems in addition and subtraction, word problem in multiplication and division of litres",7-8,"",true
Year 3,Summer Term,9,Numeracy,"Statistics -- data representation preparation and reading of pictogram, bar chart or graph and mode, tally",7-8,"",true
Year 3,Calvary Term,1,Physical and Health Education,"P- Ball games: meaning, types of ball games H- personal hygiene: meaning, importance and materials",7-8,"",true
Year 3,Calvary Term,2,Physical and Health Education,"P- football: meaning, skills in football H- pathogens: meaning and types",7-8,"",true
Year 3,Calvary Term,3,Physical and Health Education,"P- table tennis: meaning and skills H- eye diseases",7-8,"",true
Year 3,Calvary Term,4,Physical and Health Education,"P- basketball: meaning and skills H- Ear infection",7-8,"",true
Year 3,Calvary Term,5,Physical and Health Education,"P- basic swimming styles: H- physical fitness",7-8,"",true
Year 3,Calvary Term,6,Physical and Health Education,"P- fundamental movements patterns H- pollution: meaning and causes",7-8,"",true
Year 3,Calvary Term,7,Physical and Health Education,"P- swimming safety rules H- Noise pollution: meaning and how to prevent noise pollution",7-8,"",true
Year 3,Calvary Term,8,Physical and Health Education,"P- basic safety kits H- Waste disposal: meaning, types and importance",7-8,"",true
Year 3,Calvary Term,9,Physical and Health Education,"P- ball games: safety rules in table tennis, football and basketball H- food : meaning and importance",7-8,"",true
Year 3,Summer Term,1,Physical and Health Education,"P- knee boxing/balancing H- road accident and causes",7-8,"",true
Year 3,Summer Term,2,Physical and Health Education,"P- sit up with partner H- how we can keep our community clean",7-8,"",true
Year 3,Summer Term,3,Physical and Health Education,"P- wind mill arm action H- individuals and groups effort to keep the community clean",7-8,"",true
Year 3,Summer Term,4,Physical and Health Education,"P- cart wheels H- Communicable diseases and types",7-8,"",true
Year 3,Summer Term,5,Physical and Health Education,"P- hop and jump H- prevention and control of communicable diseases",7-8,"",true
Year 3,Summer Term,6,Physical and Health Education,"P- throwing and catching at chest level H- care of our food",7-8,"",true
Year 3,Summer Term,7,Physical and Health Education,"P- head stand with support H- what we should not do",7-8,"",true
Year 3,Summer Term,8,Physical and Health Education,"Head stand without support H- uses of latrine",7-8,"",true
Year 3,Summer Term,9,Physical and Health Education,"P- press up H- how to keep our homes and surrounding clean",7-8,"",true
Year 3,Calvary Term,1,Social Studies,"Concept of government ( meaning and types)",7-8,"",true
Year 3,Calvary Term,2,Social Studies,"World famous leaders: meaning, what makes a leader famous, some leaders and their achievements",7-8,"",true
Year 3,Calvary Term,3,Social Studies,"War and conflict ( meaning and effects)",7-8,"",true
Year 3,Calvary Term,4,Social Studies,"Employment ( Definition, importance, underemployment and unemployment)",7-8,"",true
Year 3,Calvary Term,5,Social Studies,"Naturalization ( meaning of naturalization)",7-8,"",true
Year 3,Calvary Term,6,Social Studies,"Sanitation ( modern toilet facilities, community sanitation",7-8,"",true
Year 3,Calvary Term,7,Social Studies,"Savings ( meaning of savings, mode of saving)",7-8,"",true
Year 3,Calvary Term,8,Social Studies,"Housing ( meaning and types, the house we live in, gadget used at home)",7-8,"",true
Year 3,Calvary Term,9,Social Studies,"Seasons and weather ( meaning, types, features and differences)",7-8,"",true
Year 3,Summer Term,1,Social Studies,"Man and his environment: meaning, concept of man as both make and female and how man related with his environment",7-8,"",true
Year 3,Summer Term,2,Social Studies,"Religion: meaning of religion, different religions in the world -- Christianity , Islam, African tradition, Hinduism, meaning and importance of religious worship",7-8,"",true
Year 3,Summer Term,3,Social Studies,"Marriage: meaning of marriage, types of marriage and importance of marriage",7-8,"",true
Year 3,Summer Term,4,Social Studies,"Accidents: meaning of accident, types of accident and ways to prevent accident",7-8,"",true
Year 3,Summer Term,5,Social Studies,"Community sanitation/cleaning: meaning, benefits of community sanitation",7-8,"",true
Year 3,Summer Term,6,Social Studies,"Leadership: meaning, levels of leadership: family leadership, religious leadership, community leadership, school leadership e.t.c and qualities of good leadership",7-8,"",true
Year 3,Summer Term,7,Social Studies,"Community values and development: meaning of community values, importance of community values and development",7-8,"",true
Year 3,Summer Term,8,Social Studies,"Government: meaning, types, military government, democracy and functions of government",7-8,"",true
Year 3,Summer Term,9,Social Studies,"The earth and natural disasters: meaning and types of disaster ( flood, earthquake, storms, tsunami, tornado)",7-8,"",true
Year 3,Calvary Term,1,Vocational Studies,"Building: meaning, types ( bungalow, storey e.t.c) and importance",7-8,"",true
Year 3,Calvary Term,2,Vocational Studies,"Specialized building: stadium, hospital, market, bank e.t.c ( building for a particular purpose)",7-8,"",true
Year 3,Calvary Term,3,Vocational Studies,"Simple abbreviation: AU, FRSC, NYSC, UN, EFCC, ICPC, AIDS e.t.c",7-8,"",true
Year 3,Calvary Term,4,Vocational Studies,"Education: meaning, different levels of education ( nursery, primary, secondary and tertiary)",7-8,"",true
Year 3,Calvary Term,5,Vocational Studies,"Flying objects: meaning, types/ examples",7-8,"",true
Year 3,Calvary Term,6,Vocational Studies,"Flight/partial flight/flightless birds: eagles, parrot, turkey, ducks, geese e.t.c",7-8,"",true
Year 3,Calvary Term,7,Vocational Studies,"Pottery: meaning, steps involved, people involved and things gotten",7-8,"",true
Year 3,Calvary Term,8,Vocational Studies,"Medicine: profession in Medicine, tools in medicine",7-8,"",true
Year 3,Calvary Term,9,Vocational Studies,"Building) house construction: meaning, types, materials used, stages of house construction, professional involved in house construction",7-8,"",true
Year 3,Summer Term,1,Vocational Studies,"Photography: meaning and tools used in photography",7-8,"",true
Year 3,Summer Term,2,Vocational Studies,"Shoemaking: meaning and tools used in shoemaking, who is a cobbler?",7-8,"",true
Year 3,Summer Term,3,Vocational Studies,"Hairdressing: meaning and tools",7-8,"",true
Year 3,Summer Term,4,Vocational Studies,"Musical instruments: meaning and various types",7-8,"",true
Year 3,Summer Term,5,Vocational Studies,"Sports: meaning types, career opportunities in sports, equipment used in various sports",7-8,"",true
Year 3,Summer Term,6,Vocational Studies,"Teaching: meaning, qualities of a good teacher, teaching materials/aids",7-8,"",true
Year 3,Summer Term,7,Vocational Studies,"Farming: meaning and simple farm tools",7-8,"",true
Year 3,Summer Term,8,Vocational Studies,"Banking: meaning, types of banks, terms and terminologies used in banks",7-8,"",true
Year 3,Summer Term,9,Vocational Studies,"Practical: photography",7-8,"",true
Year 3,Calvary Term,1,Yoruba Language,"Oge sise: ( itoju ara, ohun elo itoju ara)",7-8,"",true
Year 3,Calvary Term,2,Yoruba Language,"Ojuse obi si omo",7-8,"",true
Year 3,Calvary Term,3,Yoruba Language,"Asa bi a se n jeun ( ofin ti oro mo ounje jije)",7-8,"",true
Year 3,Calvary Term,4,Yoruba Language,"Alo apamo",7-8,"",true
Year 3,Calvary Term,5,Yoruba Language,"Ikini fun oniruru ayeye ati idahun",7-8,"",true
Year 3,Calvary Term,6,Yoruba Language,"Ipolowo oja",7-8,"",true
Year 3,Calvary Term,7,Yoruba Language,"Asa: igbalejo ni Ile yoruba",7-8,"",true
Year 3,Calvary Term,8,Yoruba Language,"Orin omode: ako mo ni wa",7-8,"",true
Year 3,Calvary Term,9,Yoruba Language,"Ihun gbolohun: Oro ise ati ise sise lori oro ise",7-8,"",true
Year 4,Calvary Term,1,Agricultural Science,"Soil: meaning, classification and importance",8-9,"",true
Year 4,Calvary Term,2,Agricultural Science,"Soil fertility: meaning, ways of maintaining soil fertility, causes of soil fertility reduction",8-9,"",true
Year 4,Calvary Term,3,Agricultural Science,"Irrigation: meaning, types and importance of farming",8-9,"",true
Year 4,Calvary Term,4,Agricultural Science,"Weed: meaning, types, importance and problems of weed to farmers, weed control measures",8-9,"",true
Year 4,Calvary Term,5,Agricultural Science,"Crop diseases: meaning, casual agents of disease in plants control measures",8-9,"",true
Year 4,Calvary Term,6,Agricultural Science,"Farm produce preservations: meaning, methods and importance",8-9,"",true
Year 4,Calvary Term,7,Agricultural Science,"Safety measures in applying chemicals to farm produce",8-9,"",true
Year 4,Calvary Term,8,Agricultural Science,"Crop farm tools: meaning, description and uses",8-9,"",true
Year 4,Calvary Term,9,Agricultural Science,"Animal farm tools: meaning, description and uses",8-9,"",true
Year 4,Summer Term,1,Agricultural Science,"Concept of farm animals/livestock production: meaning, basic requirements for livestock production, types of animal housing, the need of young animals",8-9,"",true
Year 4,Summer Term,2,Agricultural Science,"Concept of farm animals -- procedure or steps in rearing farm animals, bye-product from farm animals",8-9,"",true
Year 4,Summer Term,3,Agricultural Science,"Agricultural tools and equipment: meaning, classification and maintenance",8-9,"",true
Year 4,Summer Term,4,Agricultural Science,"Diseases of farm animals: meaning, examples and control",8-9,"",true
Year 4,Summer Term,5,Agricultural Science,"Parasite: meaning, types, control and economic importance",8-9,"",true
Year 4,Summer Term,6,Agricultural Science,"Crop pest: meaning, types, control and economic importance",8-9,"",true
Year 4,Summer Term,7,Agricultural Science,"Fishery: meaning, types, control and economic importance",8-9,"",true
Year 4,Summer Term,8,Agricultural Science,"Vaccination: meaning, types and importance",8-9,"",true
Year 4,Summer Term,9,Agricultural Science,"Forestry",8-9,"",true
Year 4,Calvary Term,1,Basic Science,"Feeding habits in animals: omnivores, carnivores ( scavengers and predators) and herbivores ( rodents and ruminants)",8-9,"",true
Year 4,Calvary Term,2,Basic Science,"Pollination and fertilization in flowers: types of pollination, agents of pollination, features",8-9,"",true
Year 4,Calvary Term,3,Basic Science,"Fruits and seed dispersal",8-9,"",true
Year 4,Calvary Term,4,Basic Science,"Moveable and immovable joints: meaning, examples",8-9,"",true
Year 4,Calvary Term,5,Basic Science,"Muscles and tendons: meaning, functions and examples",8-9,"",true
Year 4,Calvary Term,6,Basic Science,"Ligament, cartilage and marrows: meaning, functions and examples",8-9,"",true
Year 4,Calvary Term,7,Basic Science,"Vertebrates and invertebrates animal : meaning, examples",8-9,"",true
Year 4,Calvary Term,8,Basic Science,"Wood: identification and properties of wood, uses and importance",8-9,"",true
Year 4,Calvary Term,9,Basic Science,"Plastic: identification and properties of plastic, uses and importance",8-9,"",true
Year 4,Summer Term,1,Basic Science,"Heat: meaning and sources",8-9,"",true
Year 4,Summer Term,2,Basic Science,"Heat transfer processes: radiation, induction, convection",8-9,"",true
Year 4,Summer Term,3,Basic Science,"Rock: meaning, types and uses",8-9,"",true
Year 4,Summer Term,4,Basic Science,"Types of rock : formation, properties and examples of each",8-9,"",true
Year 4,Summer Term,5,Basic Science,"Effects of force: change shape, direction and position",8-9,"",true
Year 4,Summer Term,6,Basic Science,"Hereditary: meaning, dominant and recessive genes, explore family tree resemblance and some characteristics that are passed onto off springs",8-9,"",true
Year 4,Summer Term,7,Basic Science,"Blood and circulation: meaning of circulatory system, functions of the blood vessels and hearts",8-9,"",true
Year 4,Summer Term,8,Basic Science,"Digestive system: meaning, parts, proper nutrients/ exercise",8-9,"",true
Year 4,Summer Term,9,Basic Science,"Water cycle: meaning, elements, formation of rain, dew must, fog e.t.c ( diagram)",8-9,"",true
Year 4,Calvary Term,1,Christian Religious Knowledge,"The coming of Jesus Christ: Luke 1:1-7, Matthew 2:1-23",8-9,"",true
Year 4,Calvary Term,2,Christian Religious Knowledge,"Jesus loves all people: Matthew 5:44-48, John 15:12, Mark 10:46-52",8-9,"",true
Year 4,Calvary Term,3,Christian Religious Knowledge,"Jesus and the Father: Luke 2:50, Matthew 6:3, John 11:1-44",8-9,"",true
Year 4,Calvary Term,4,Christian Religious Knowledge,"Jesus prays to the father: Luke 21:22, Matthew 21:22",8-9,"",true
Year 4,Calvary Term,5,Christian Religious Knowledge,"Jesus the son of God: Matthew 16:13-20, 17:1-13",8-9,"",true
Year 4,Calvary Term,6,Christian Religious Knowledge,"The value of hard work II Thessalonians 3:6-15",8-9,"",true
Year 4,Calvary Term,7,Christian Religious Knowledge,"The temptations and problems of the world: Matthew 4:1-11, Exodus 20:1-17",8-9,"",true
Year 4,Calvary Term,8,Christian Religious Knowledge,"Jesus gave His life for us on the cross: Matthew 28:47-54, Luke 23: 1-25",8-9,"",true
Year 4,Calvary Term,9,Christian Religious Knowledge,"The resurrection and ascension of Jesus Christ: Mark 16:1-14 Luke 24- 48-52",8-9,"",true
Year 4,Summer Term,1,Christian Religious Knowledge,"Jesus is with us -- Psalm 121, Matthew 28:20, John 15:1-17, reasons why Jesus is with us",8-9,"",true
Year 4,Summer Term,2,Christian Religious Knowledge,"Using our God given gift: meaning of gift, reasons why God gave us gift, how to use our God given gift",8-9,"",true
Year 4,Summer Term,3,Christian Religious Knowledge,"Christ gives us a new life -- Galatians 5:22-26, Act 16:31-34",8-9,"",true
Year 4,Summer Term,4,Christian Religious Knowledge,"Christ at work in our homes -- Revelation 3:20, Luke 19:5-10, Mark 1:19-32",8-9,"",true
Year 4,Summer Term,5,Christian Religious Knowledge,"Gift and talents are given by God to each person differently: definition of gift and talents, how God give gifts and talents to everyone, how to discover your gift and talents",8-9,"",true
Year 4,Summer Term,6,Christian Religious Knowledge,"The purpose of gift and talents: for his glory to manifest, they are as important as our spiritual gifts",8-9,"",true
Year 4,Summer Term,7,Christian Religious Knowledge,"Parable of talent: definition, how to make use of our talents wisely",8-9,"",true
Year 4,Summer Term,8,Christian Religious Knowledge,"Kindness to others -- Luke 10:29-37, meaning, how to be kind, story of the good Samaritan",8-9,"",true
Year 4,Summer Term,9,Christian Religious Knowledge,"People in need of help in our community -- definition of needy, how we can help the needy around us, importance of helping people in need",8-9,"",true
Year 4,Calvary Term,1,Citizenship,"Human resources development: meaning, types of work people do, why people work, problems of getting a job, building of work skills and ethics",8-9,"",true
Year 4,Calvary Term,2,Citizenship,"Good leadership: meaning of leadership, benefits of good leadership in the society",8-9,"",true
Year 4,Calvary Term,3,Citizenship,"Bad leadership: meaning, effects of bad leadership",8-9,"",true
Year 4,Calvary Term,4,Citizenship,"Arms of government: meaning, division, functions",8-9,"",true
Year 4,Calvary Term,5,Citizenship,"Executive and legislative arms of government: members and functions",8-9,"",true
Year 4,Calvary Term,6,Citizenship,"Trade unions: meaning, examples and functions",8-9,"",true
Year 4,Calvary Term,7,Citizenship,"Political parties in Nigeria -- aims and objectives, examples, functions",8-9,"",true
Year 4,Calvary Term,8,Citizenship,"Campaigns: meaning, procedure and importance",8-9,"",true
Year 4,Calvary Term,9,Citizenship,"Division of labour : meaning, types and effects",8-9,"",true
Year 4,Summer Term,1,Citizenship,"Road safety commission: meaning, aims and objectives and functions",8-9,"",true
Year 4,Summer Term,2,Citizenship,"NAFDAC: meaning, roles and importance",8-9,"",true
Year 4,Summer Term,3,Citizenship,"National Drug Law Enforcement Agency ( NDLEA): roles and importance",8-9,"",true
Year 4,Summer Term,4,Citizenship,"Custom, the immigration and the Nigeria police: meaning of custom, immigration and the Nigeria police, roles of their work in Nigeria and importance of custom, the immigration and the Nigeria police",8-9,"",true
Year 4,Summer Term,5,Citizenship,"Governance: meaning, characteristics, features and importance of good governance",8-9,"",true
Year 4,Summer Term,6,Citizenship,"Judiciary as an arms of government: people that works in judiciary, types and functions of courts in Nigeria",8-9,"",true
Year 4,Summer Term,7,Citizenship,"Pressure groups: meaning, examples, importance of pressure groups",8-9,"",true
Year 4,Summer Term,8,Citizenship,"Difference between pressure group and political parties: disadvantages of pressure group",8-9,"",true
Year 4,Summer Term,9,Citizenship,"Social injustice: meaning and ways people communicate social injustice",8-9,"",true
Year 4,Calvary Term,1,Computer Studies,"Classification of computer by purpose",8-9,"",true
Year 4,Calvary Term,2,Computer Studies,"Reasons for taking care of computer",8-9,"",true
Year 4,Calvary Term,3,Computer Studies,"Computer hardware: meaning, components and care of computer hardware",8-9,"",true
Year 4,Calvary Term,4,Computer Studies,"The mouse: description, parts, application of computer mouse ( left/right clicking, scroll ball, double clicking, drag operation",8-9,"",true
Year 4,Calvary Term,5,Computer Studies,"The keyboard: sections of computer keyboard",8-9,"",true
Year 4,Calvary Term,6,Computer Studies,"Computer virus: meaning, how it spread, signs of a computer virus, protection against computer virus",8-9,"",true
Year 4,Calvary Term,7,Computer Studies,"Introduction to computer malicious software malware : meaning, types and protection of computer against malware ( use of antivirus)",8-9,"",true
Year 4,Calvary Term,8,Computer Studies,"Content of the desktop and functions of each icon on desktop: recycling bin, my documents, my computer, start button, task bar e.t.c",8-9,"",true
Year 4,Calvary Term,9,Computer Studies,"Practical: functions of the desktop: creating folders, deleting folders, copying files from one directory to another, identifying copied file",8-9,"",true
Year 4,Summer Term,1,Computer Studies,"Internet: meaning of internet, parts of internet",8-9,"",true
Year 4,Summer Term,2,Computer Studies,"Internet browser: meaning, uses of internet browser, Identification of internet browser",8-9,"",true
Year 4,Summer Term,3,Computer Studies,"Creating a yahoo E-mail account: Gmail",8-9,"",true
Year 4,Summer Term,4,Computer Studies,"Uses of internet and benefits of internet",8-9,"",true
Year 4,Summer Term,5,Computer Studies,"Misuse of internet: abuse of internet, effects of abuse of internet in the society",8-9,"",true
Year 4,Summer Term,6,Computer Studies,"Sending and receiving emails: practice sending and receiving emails; email addresses",8-9,"",true
Year 4,Summer Term,7,Computer Studies,"Reasons for taking care of Computer Studies",8-9,"",true
Year 4,Summer Term,8,Computer Studies,"Computer Studies users ( human)",8-9,"",true
Year 4,Summer Term,9,Computer Studies,"The three technologies in the web: HTML, URL, HTTP, who invented the web? ( Tim Berners-Lee in the year 1989)",8-9,"",true
Year 4,Calvary Term,1,Cultural and Creative Arts,"Mosaic: meaning, materials and production of mosaic",8-9,"",true
Year 4,Calvary Term,2,Cultural and Creative Arts,"Musical notes and symbols: meaning and symbols",8-9,"",true
Year 4,Calvary Term,3,Cultural and Creative Arts,"Wood carving: wood carving and painting, method of wood carving, materials for wood carving",8-9,"",true
Year 4,Calvary Term,4,Cultural and Creative Arts,"Calabash decorations: introduction to calabash decorations, uses and the concept behind calabash decorations",8-9,"",true
Year 4,Calvary Term,5,Cultural and Creative Arts,"Valentine card decorations- activities for mother's day -- card/gift decorations",8-9,"",true
Year 4,Calvary Term,6,Cultural and Creative Arts,"Fabric design -- batik (waxing)",8-9,"",true
