class,term,week,subject,topic,agegroup,context,generated
Year 5,Calvary Term,5,Social Studies,"International conflicts: meaning, causes, resolutions",9-10,"",true
Year 5,Calvary Term,6,Social Studies,"The united nations organization and its agencies",9-10,"",true
Year 5,Calvary Term,7,Social Studies,"Responsible parenthood ( meaning, characteristics and effects of irresponsible parenthood",9-10,"",true
Year 5,Calvary Term,8,Social Studies,"International exchanges",9-10,"",true
Year 5,Calvary Term,9,Social Studies,"Natural resources: meaning, development of natural and utilization of natural resources",9-10,"",true
Year 5,Summer Term,1,Social Studies,"Gender discrimination: meaning, forms, consequences and solutions",9-10,"",true
Year 5,Summer Term,2,Social Studies,"Conflict: meaning, types, causes, consequences and resolution",9-10,"",true
Year 5,Summer Term,3,Social Studies,"Peace education: cooperation, unity, peace and tolerance",9-10,"",true
Year 5,Summer Term,4,Social Studies,"Population: how population relate to housing, concept of over/under population, population census",9-10,"",true
Year 5,Summer Term,5,Social Studies,"Drug abuse and prevention: meaning, method, types and prevention",9-10,"",true
Year 5,Summer Term,6,Social Studies,"Production: meaning, chains, factors, branches, division of labour",9-10,"",true
Year 5,Summer Term,7,Social Studies,"Marriage: meaning, types, importance of good marriage and problems of bad marriage",9-10,"",true
Year 5,Summer Term,8,Social Studies,"Natural water supply: meaning, sources and uses",9-10,"",true
Year 5,Summer Term,9,Social Studies,"Import and export goods: locally made goods, foreign made goods, Nigeria import and export goods and countries from which Nigeria import goods",9-10,"",true
Year 5,Calvary Term,1,Vocational Studies,"Architecture or architectural design: meaning and tools",9-10,"",true
Year 5,Calvary Term,2,Vocational Studies,"Automobiles and automobile engineering: automobile, vulcanized, panel beater, car aligners e.t.c",9-10,"",true
Year 5,Calvary Term,3,Vocational Studies,"Shapes and pattern making",9-10,"",true
Year 5,Calvary Term,4,Vocational Studies,"Cement production: types of cement, materials required for cement production, process in cement production",9-10,"",true
Year 5,Calvary Term,5,Vocational Studies,"Meteorologist: meaning and tools",9-10,"",true
Year 5,Calvary Term,6,Vocational Studies,"Major occupation in different regions of Nigeria",9-10,"",true
Year 5,Calvary Term,7,Vocational Studies,"Security education: meaning, agencies and importance",9-10,"",true
Year 5,Calvary Term,8,Vocational Studies,"Workshop: meaning, tools, safety devices in work shoo",9-10,"",true
Year 5,Calvary Term,9,Vocational Studies,"Teaching as a profession",9-10,"",true
Year 5,Summer Term,1,Vocational Studies,"Wood work and joinery",9-10,"",true
Year 5,Summer Term,2,Vocational Studies,"Science tools and equipment ( laboratory)",9-10,"",true
Year 5,Summer Term,3,Vocational Studies,"Constructing tools and equipment ( building and road)",9-10,"",true
Year 5,Summer Term,4,Vocational Studies,"Basic technical skills: Computer Studies and phone repair (tools)",9-10,"",true
Year 5,Summer Term,5,Vocational Studies,"Software engineering",9-10,"",true
Year 5,Summer Term,6,Vocational Studies,"Freelance broadcasting: meaning and forms",9-10,"",true
Year 5,Summer Term,7,Vocational Studies,"Driving: meaning and skills in driving",9-10,"",true
Year 5,Summer Term,8,Vocational Studies,"Mechatronics",9-10,"",true
Year 5,Summer Term,9,Vocational Studies,"Practical",9-10,"",true
Year 5,Calvary Term,1,Yoruba Language,"Awon ohun elo igbeyawo",9-10,"",true
Year 5,Calvary Term,2,Yoruba Language,"Awon oba alaye Ile yoruba",9-10,"",true
Year 5,Calvary Term,3,Yoruba Language,"Ounje: ifipanu ati ohun mimu",9-10,"",true
Year 5,Calvary Term,4,Yoruba Language,"Awon oba ibara -- eni -- soro ibile ati ode oni",9-10,"",true
Year 5,Calvary Term,5,Yoruba Language,"Gbolohun alakanpo",9-10,"",true
Year 5,Calvary Term,6,Yoruba Language,"Ikini: onise owo",9-10,"",true
Year 5,Calvary Term,7,Yoruba Language,"Ohun elo ise / irinse",9-10,"",true
Year 5,Calvary Term,8,Yoruba Language,"Eje orile - ede Naijiria",9-10,"",true
Year 5,Calvary Term,9,Yoruba Language,"Kika iwe itan aroso keekeeke",9-10,"",true
Jss 1,Noel Term,1,Business Studies,"Introduction to Business Studies",10-11,"Understanding Business Studies as a subject that combines office practice, commerce, book-keeping, and keyboarding, learning its importance and various career opportunities in business fields like accounting, secretarial work, and entrepreneurship",false
Jss 1,Noel Term,2,Business Studies,"The Office - Meaning and Types",10-11,"Defining an office as a place where administrative and clerical work is done, differentiating between small offices (few workers, simple operations) and large offices (many workers, complex operations with departments)",false
Jss 1,Noel Term,3,Business Studies,"Functions of an Office",10-11,"Learning the main functions of an office including receiving and sending information, keeping records, processing documents, coordinating activities, and providing administrative support to an organization",false
Jss 1,Noel Term,4,Business Studies,"Office Staff - Clerical Workers",10-11,"Understanding who clerical staff are (workers who perform office tasks like typing, filing, record-keeping), their functions, required qualities (accuracy, honesty, confidentiality), and importance of keeping office information confidential",false
Jss 1,Noel Term,5,Business Studies,"Right Attitude to Work - Punctuality and Regularity",10-11,"Learning the meaning of punctuality (arriving on time) and regularity (consistent attendance), understanding attributes like commitment, promptness, consistency, and how these lead to rewards while absence leads to sanctions",false
Jss 1,Noel Term,6,Business Studies,"Devotion to Duty",10-11,"Understanding devotion to duty as dedication and commitment to one's work responsibilities, learning how it affects productivity, development, and overall performance in school, work, and personal life",false
Jss 1,Noel Term,7,Business Studies,"Departments in an Organization",10-11,"Identifying various departments in organizations including Administrative (general management), Purchasing (buying), Accounting (finances), Sales (selling), Personnel (human resources), Planning, and Transport departments, and their specific functions",false
Jss 1,Noel Term,8,Business Studies,"Introduction to Commerce",10-11,"Understanding commerce as trade (buying and selling) plus aids to trade (activities that help trade happen), learning the importance of commerce and various commercial activities like banking, insurance, transport, and communication",false
Jss 1,Noel Term,9,Business Studies,"Divisions of Commerce - Trade",10-11,"Learning that commerce is divided into trade and aids to trade, understanding home trade (within a country) subdivided into wholesale and retail, and foreign trade (between countries) including import and export",false
Jss 1,Noel Term,10,Business Studies,"Production - Meaning and Types",10-11,"Understanding production as making goods or providing services, learning types: extractive industry (mining, farming), manufacturing industry (processing raw materials), construction industry (building), commerce (trade), and services",false
Jss 1,Calvary Term,1,Business Studies,"Effects of Production on Environment and Society",10-11,"Understanding how production activities can affect the environment through pollution (air, water, noise), deforestation, and waste, and learning about responsible production practices to minimize negative environmental impact",false
Jss 1,Calvary Term,2,Business Studies,"Factors of Production",10-11,"Learning the four factors needed for production: Land (natural resources), Labour (human effort), Capital (money and equipment), and Entrepreneur (organizer who takes risks), understanding their features and importance in business",false
Jss 1,Calvary Term,3,Business Studies,"Types of Occupation",10-11,"Understanding occupation as work people do to earn a living, learning divisions: primary (farming, mining), industrial (manufacturing), commercial (trading), and services (teaching, healthcare), and factors affecting occupation choice",false
Jss 1,Calvary Term,4,Business Studies,"Direct and Indirect Services",10-11,"Differentiating between direct services (personally given to individuals like hairdressing, teaching, medical care) and indirect services (benefit everyone like security, road maintenance, street lighting) with examples of each",false
Jss 1,Calvary Term,5,Business Studies,"Honesty in Business - Truthfulness",10-11,"Understanding truthfulness as always telling the truth and being honest, learning attributes of truthfulness, factors that cause people to lie, rewards for being truthful, and consequences of dishonesty in business and life",false
Jss 1,Calvary Term,6,Business Studies,"Honesty in Business - Fair Play",10-11,"Learning fair play as treating others justly and following rules, understanding attributes of fair play including honesty, respect, equality, and practicing fairness in business dealings, sports, and daily interactions",false
Jss 1,Calvary Term,7,Business Studies,"Ethics in Sourcing Chemicals",10-11,"Understanding business ethics as moral principles guiding business conduct, learning proper ethics for sourcing chemicals including buying from licensed vendors, good handling techniques, proper distribution, and safe disposal to protect health and environment",false
Jss 1,Calvary Term,8,Business Studies,"Entrepreneurship - Meaning and Examples",10-11,"Understanding entrepreneurship as starting and running one's own business, enterprise as a business venture, and self-employment as working for oneself, identifying successful entrepreneurs locally, in Nigeria, and internationally",false
Jss 1,Calvary Term,9,Business Studies,"Importance of Entrepreneurship",10-11,"Learning why entrepreneurship is important including creating jobs, reducing unemployment, encouraging innovation, generating income, contributing to economic development, and providing independence and self-reliance",false
Jss 1,Calvary Term,10,Business Studies,"Forms of Business Organization",10-11,"Understanding different types of business ownership: sole proprietorship (one owner), partnership (2-20 owners), limited liability companies (shareholders), and cooperative societies (members working together), with advantages and disadvantages of each",false
Jss 1,Summer Term,1,Business Studies,"Consumer, Market and Society",10-11,"Defining consumer as anyone who buys and uses goods/services, market as where buyers and sellers meet, society as group of people living together, understanding the need for consumer education to make informed buying decisions",false
Jss 1,Summer Term,2,Business Studies,"Importance and Consequences of Consumer Education",10-11,"Learning the importance of educating consumers about their rights, product quality, fair prices, and safe consumption, understanding negative consequences of lack of consumer education including exploitation, fraud, and harmful purchases",false
Jss 1,Summer Term,3,Business Studies,"Need for Monitoring and Control of Chemicals",10-11,"Understanding the difference between chemicals suitable for use (safe, approved) and not suitable (dangerous, expired), learning why monitoring food, drugs, and chemicals is necessary to protect public health and safety",false
Jss 1,Summer Term,4,Business Studies,"Introduction to Book-keeping",10-11,"Understanding book-keeping as systematic recording of business financial transactions, learning its importance (tracking income/expenses, making decisions, preventing fraud), qualities of book-keepers (accuracy, honesty, neatness), and common practices",false
Jss 1,Summer Term,5,Business Studies,"Source Documents in Book-keeping",10-11,"Learning about source documents as original records of transactions including invoices (sales and purchase), receipts, cash register tapes, credit notes, debit notes, and cheques, understanding their uses and how to complete them",false
Jss 1,Summer Term,6,Business Studies,"Journals - Books of Original Entry",10-11,"Understanding journals as books where transactions are first recorded from source documents, learning the correct form/format of a journal, different types of journals (sales, purchases, cash, general), and how to make journal entries",false
Jss 1,Summer Term,7,Business Studies,"Double Entry Book-keeping System",10-11,"Learning the double entry principle where every transaction has two effects (debit and credit), understanding that for every debit entry there must be a corresponding credit entry, identifying which accounts to debit and credit",false
Jss 1,Summer Term,8,Business Studies,"Ledgers and Classification of Accounts",10-11,"Understanding ledgers as books containing individual accounts, learning to post from journals to ledgers, and classifying accounts into real (assets), nominal (expenses/income), personal (people/businesses), and impersonal accounts",false
Jss 1,Summer Term,9,Business Studies,"Introduction to Keyboarding",10-11,"Understanding keyboarding as the skill of using a keyboard (typewriter or computer) to input text, learning its importance for personal and business use, and practicing correct sitting posture for keyboarding (straight back, feet flat, arms relaxed)",false
Jss 1,Summer Term,10,Business Studies,"Parts of Computer Keyboard and Basic Care",10-11,"Identifying parts of a computer keyboard (alphanumeric keys, function keys, navigation keys, numeric keypad), learning similarities between typewriter and computer keyboard, and understanding how to care for computers using dust covers, cleaning, and proper handling",false
Jss 1,Noel Term,1,Christian Religious Studies,"The Creation Story: Days 1-3",10-11,"Biblical account of creation from Genesis 1; understanding how God created light, sky, land, seas, and vegetation in first three days",false
Jss 1,Noel Term,2,Christian Religious Studies,"The Creation Story: Days 4-6",10-11,"Continuation of creation narrative; God creating sun, moon, stars, sea creatures, birds, land animals, and human beings",false
Jss 1,Noel Term,3,Christian Religious Studies,"Purpose of Human Creation",10-11,"Understanding why God made human beings: to know Him, worship Him, and serve Him; humans as crown of God's creation",false
Jss 1,Noel Term,4,Christian Religious Studies,"Creation of Adam and Eve",10-11,"Special account of how God formed Adam from dust and created Eve from Adam's rib (Genesis 2:7-25)",false
Jss 1,Noel Term,5,Christian Religious Studies,"Marriage: Meaning and Purpose",10-11,"Understanding marriage as God's institution from Genesis 2:22-25; functions include companionship, procreation, responsibility",false
Jss 1,Noel Term,6,Christian Religious Studies,"Types and Importance of Marriage",10-11,"Learning different types of marriage; importance of marriage in preventing STDs, HIV/AIDS through faithfulness",false
Jss 1,Noel Term,7,Christian Religious Studies,"The First Human Disobedience",10-11,"Biblical account of Adam and Eve's sin in the Garden of Eden; the serpent's temptation and eating forbidden fruit (Genesis 3:1-19)",false
Jss 1,Noel Term,8,Christian Religious Studies,"Consequences of Adam and Eve's Disobedience",10-11,"Understanding punishments: pain in childbirth, hard labor for food, death, broken relationship with God (Genesis 3:14-19)",false
Jss 1,Noel Term,9,Christian Religious Studies,"Our Own Acts of Disobedience",10-11,"Recognizing disobedience as sin; identifying personal acts of disobedience against parents, teachers, and God",false
Jss 1,Noel Term,10,Christian Religious Studies,"Disobedience Against National Laws",10-11,"Understanding consequences of breaking national laws; importance of obeying traffic rules, respecting public property, reciting national pledge",false
Jss 1,Calvary Term,1,Christian Religious Studies,"Call to Repentance: King David",10-11,"Learning how King David repented after Nathan confronted him about Uriah's death; Psalm 51 as prayer of repentance (2 Samuel 12:7-13)",false
Jss 1,Calvary Term,2,Christian Religious Studies,"Call to Repentance: Zaccheus",10-11,"Story of Zaccheus the tax collector who climbed sycamore tree, met Jesus, repented and restored stolen money (Luke 19:1-9)",false
Jss 1,Calvary Term,3,Christian Religious Studies,"The Ninevites' Repentance",10-11,"Understanding how people of Nineveh repented when Jonah preached; God's mercy in sparing the city (Jonah 3:1-10)",false
Jss 1,Calvary Term,4,Christian Religious Studies,"John the Baptist's Call to Repentance",10-11,"Learning about John the Baptist preaching repentance; demands for genuine repentance and changed behavior (Luke 3:1-14)",false
Jss 1,Calvary Term,5,Christian Religious Studies,"Consequences of Lack of Repentance",10-11,"Understanding punishment that came upon Eli's family for refusing to repent of their sins (1 Samuel 3:18; 4:10-21)",false
Jss 1,Calvary Term,6,Christian Religious Studies,"Abraham's Call and Obedience",10-11,"Narrating how God called Abraham to leave his country; Abraham's obedient response to God's call (Genesis 12:1-9)",false
Jss 1,Calvary Term,7,Christian Religious Studies,"Blessings from Abraham's Obedience",10-11,"Understanding blessings Abraham received for obeying God: numerous descendants, land, becoming father of nations; birth of Isaac (Genesis 21:1-8)",false
Jss 1,Calvary Term,8,Christian Religious Studies,"Abraham's Sacrifice of Isaac",10-11,"Dramatizing how Abraham demonstrated ultimate obedience by being willing to sacrifice Isaac; God providing a ram (Genesis 22:1-18)",false
Jss 1,Calvary Term,9,Christian Religious Studies,"Joseph Sold into Egypt",10-11,"Learning about Joseph's brothers selling him into slavery; God's plan working through difficult circumstances (Genesis 37:12-36)",false
Jss 1,Calvary Term,10,Christian Religious Studies,"Joseph's Service in Egypt",10-11,"Understanding how Joseph served faithfully in prison and Pharaoh's house; rising to become governor controlling grain stores (Genesis 41:37-57)",false
Jss 1,Summer Term,1,Christian Religious Studies,"Ruth's Faithful Service",10-11,"Story of Ruth's loyalty and service to her mother-in-law Naomi; choosing to follow Naomi's God (Ruth 1:7-18)",false
Jss 1,Summer Term,2,Christian Religious Studies,"Lessons from Service of Joseph and Ruth",10-11,"Identifying blessings from faithful service; understanding problems and rewards of serving God and others (1 Peter 2:18-25)",false
Jss 1,Summer Term,3,Christian Religious Studies,"Types of Family",10-11,"Understanding nuclear family (parents and children) and extended family (including grandparents, uncles, aunts, cousins)",false
Jss 1,Summer Term,4,Christian Religious Studies,"Family Members and Their Roles",10-11,"Identifying family members; understanding different roles in the family from Ephesians 6:1-9, Colossians 3:18-21",false
Jss 1,Summer Term,5,Christian Religious Studies,"Drawing Family Tree",10-11,"Learning to draw family tree showing relationships; recognizing importance of maintaining good family name and reputation",false
Jss 1,Summer Term,6,Christian Religious Studies,"Relationship in School",10-11,"Identifying school family: principals, teachers, prefects, friends; writing names of teachers and their subject areas",false
Jss 1,Summer Term,7,Christian Religious Studies,"Choosing Good Friends",10-11,"Learning factors for choosing friends: common interests, age; studying friendship of David and Jonathan (1 Samuel 18:1-5)",false
Jss 1,Summer Term,8,Christian Religious Studies,"Dangers of Bad Friendship",10-11,"Understanding evils of bad friendship: cultism, stealing, drug addiction, prostitution, laziness, truancy (Proverbs 1:10, 2 Thessalonians 3:6-13)",false
Jss 1,Summer Term,9,Christian Religious Studies,"Relationship in the Community",10-11,"Identifying community leaders; ways of sustaining relationships: respecting elders, obeying laws, caring for the needy (Matthew 25:31-46)",false
Jss 1,Summer Term,10,Christian Religious Studies,"Relationship in the Church",10-11,"Learning how to love Christian brothers and sisters; maintaining church relationships through love and respect (Romans 12:9-21, 1 Peter 3:8-13)",false
Jss 1,Noel Term,1,Computer Studies,"Early Counting Devices",10-11,"Introduction to primitive counting methods used before modern computers including using fingers, toes, stones, sticks, pebbles, and cowries to count and represent numbers, understanding the limitations of these methods for large numbers",false
Jss 1,Noel Term,2,Computer Studies,"Mechanical Counting and Calculating Devices",10-11,"Learning about early mechanical tools for counting and calculation including the abacus (ancient calculating tool with beads on rods), slide rule (mechanical calculator), and four-figure tables used for mathematical computations",false
Jss 1,Noel Term,4,Computer Studies,"Electronic Counting Devices and Modern Computers",10-11,"Learning about Herman Hollerith's punch cards, John Von Neumann's stored-program concept, and the evolution to modern computers, understanding the contributions of inventors like Philip Emeagwali to computing development",false
Jss 1,Noel Term,6,Computer Studies,"Generations of Computers - Third and Fourth",10-11,"Learning about the third generation (1960s-1970s) using integrated circuits (ICs) which were smaller and more efficient, and fourth generation (1970s-present) using microprocessors, leading to personal computers",false
Jss 1,Noel Term,7,Computer Studies,"Fifth Generation Computers and Beyond",10-11,"Understanding current and future computers based on artificial intelligence (AI), parallel processing, and advanced technologies, learning how modern computers are becoming more intelligent and powerful",false
Jss 1,Calvary Term,1,Computer Studies,"Computer Room Management - Environment",10-11,"Learning proper computer room/laboratory management including maintaining dust-free environment (using covers, regular cleaning), appropriate ventilation (for cooling equipment), and proper lighting systems to protect equipment and ensure comfort",false
Jss 1,Calvary Term,6,Computer Studies,"Applications of IT - Timing and Control",10-11,"Understanding IT applications in timing and control systems including digital clocks, traffic lights, automated systems in homes and industries, security systems, and how computers help control various processes accurately",false
Jss 1,Noel Term,1,English Language,"Reading for Maximum Retention and Recall",10-11,"Learning intensive reading strategies using the SQ3R method (Survey, Question, Read, Recite, Review) to preview passages, read carefully, recall salient points, and review for maximum understanding and retention of information on topics like diet, nutrition, and water safety",false
Jss 1,Noel Term,2,English Language,"Reading for Main and Supporting Ideas",10-11,"Learning to identify the main idea (most important point) and supporting ideas (details that explain or prove the main idea) in passages, understanding how supporting ideas develop and strengthen the main point in paragraphs",false
Jss 1,Noel Term,3,English Language,"Reading to Answer Specific Questions",10-11,"Developing comprehension skills by learning to answer different levels of questions: knowledge level (who, what, where, when), translation level (explain, describe), interpretation level (why, how), and projection level (predict, conclude, give opinion)",false
Jss 1,Noel Term,4,English Language,"Reading to Understand Author's Mood",10-11,"Learning to identify the author's mood or attitude (anger, happiness, doubt, disappointment, suspicion, excitement) through careful reading of words and expressions, detecting hidden meanings, and understanding the author's presentation style (objective, biased, verbose, terse)",false
Jss 1,Noel Term,5,English Language,"Reading to Interpret Diagrams, Maps and Sketches",10-11,"Developing skills to read and accurately interpret visual information like diagrams, maps, and sketches that accompany written text, understanding how spatial descriptions complement written material and making connections between text and visuals",false
Jss 1,Noel Term,6,English Language,"Reading to Follow Directions",10-11,"Learning to follow written instructions and directions by identifying key directional words (left, right, east, west, northwards, southwards, upwards, towards), reading maps, and following step-by-step instructions accurately",false
Jss 1,Noel Term,7,English Language,"Writing to Highlight Main and Supporting Ideas",10-11,"Learning to organize writing by identifying and jotting down main and supporting ideas from topics, arranging ideas in logical sequence (beginning, middle, end), and writing appropriate introductions and conclusions for essays and passages",false
Jss 1,Noel Term,8,English Language,"Composition Writing - Narrative and Descriptive",10-11,"Understanding narrative writing (telling a story with characters, plot, setting) and descriptive writing (using sensory details to describe people, places, things), learning to write compositions with clear structure including introduction, body, and conclusion",false
Jss 1,Noel Term,9,English Language,"Letter Writing - Formal and Informal Letters",10-11,"Learning the difference between formal letters (two addresses, formal salutation, specific format for official purposes) and informal letters (one address, casual tone for friends and family), understanding appropriate formats and when to use each type",false
Jss 1,Noel Term,10,English Language,"Speeches - Production of Vowel and Consonant Sounds",10-11,"Learning to listen to and produce clear vowel sounds (a, e, i, o, u) and consonant sounds (t, g, k, l, p, s, etc.) correctly in words, sentences, and passages on topics like family, school, health, and safety",false
Jss 1,Calvary Term,1,English Language,"Long and Short Vowel Sounds",10-11,"Distinguishing between and correctly pronouncing long vowels (as in sleep, port, leave) and short vowels (as in slip, pot, live), practicing minimal pairs to hear and produce the differences in context",false
